Energy fluotot bragg Monitor highharm
2.427000000000000000e+04 5.539793937584006848e-04 7.248960015983296756e+00 6.697000000000000000e+05 2.432517503466243569e-01
2.427500000000000000e+04 5.120910384068262221e-04 7.292588609396739585e+00 6.678500000000000000e+05 2.502905177452511842e-01
2.428000000000000000e+04 5.006745615350017631e-04 7.331044233871160110e+00 6.671000000000000000e+05 2.485932583580047206e-01
2.428500000000000000e+04 5.067823369862640894e-04 7.368820762935435198e+00 6.669530000000000000e+05 2.421425346777061061e-01
2.429000000000000000e+04 4.776783031905289332e-04 7.517407400832972542e+00 6.657200000000000000e+05 2.491155176329998278e-01
2.429500000000000000e+04 4.827270922685471472e-04 7.569909828997396062e+00 6.649720000000000000e+05 2.471073753985646437e-01
2.430000000000000000e+04 5.463847542096463613e-04 7.486135059859293506e+00 6.643670000000000000e+05 2.560144720772164484e-01
2.430000000000000000e+04 5.567065840333542499e-04 7.433295120761662211e+00 6.646230000000000000e+05 2.388555852491705267e-01
2.430100000000000000e+04 5.165670430226543437e-04 7.451846124010218730e+00 6.639990000000000000e+05 2.550713396450255965e-01
2.430100000000000000e+04 5.423794185089992172e-04 7.515143612201526047e+00 6.637420000000000000e+05 2.474469837014489360e-01
2.430200000000000000e+04 5.743730138151038845e-04 7.617483969394879928e+00 6.633320000000000000e+05 2.545998046468719855e-01
2.430200000000000000e+04 5.653073161319109325e-04 7.490030025247578216e+00 6.633560000000000000e+05 2.510559137092663318e-01
2.430300000000000000e+04 5.232680881865074858e-04 7.660030851781412409e+00 6.631400000000000000e+05 2.568181059883817285e-01
2.430300000000000000e+04 5.733036623543176025e-04 7.574285862043528716e+00 6.628250000000000000e+05 2.482151383453429228e-01
2.430400000000000000e+04 5.346301386413776979e-04 7.655090785780832796e+00 6.621400000000000000e+05 2.553238300032223962e-01
2.430400000000000000e+04 5.280994154693891170e-04 7.680499651063930067e+00 6.627540000000000000e+05 2.543350538651680814e-01
2.430500000000000000e+04 5.302001391585475180e-04 7.648960430946932121e+00 6.582420000000000000e+05 2.478926714073165227e-01
2.430500000000000000e+04 5.485778534737971316e-04 7.526339947278954945e+00 6.617110000000000000e+05 2.486405780215039663e-01
2.430600000000000000e+04 5.097194576705975496e-04 7.716390893100998127e+00 6.611480000000000000e+05 2.439691099888209869e-01
2.430600000000000000e+04 5.792594855631265360e-04 7.781844047510935169e+00 6.611890000000000000e+05 2.443979205381963948e-01
2.430700000000000000e+04 4.751966996529849029e-04 7.682200491159048461e+00 6.607790000000000000e+05 2.552575997585922463e-01
2.430700000000000000e+04 5.218341176058940902e-04 7.735217354740631102e+00 6.572970000000000000e+05 2.531845467913653169e-01
2.430800000000000000e+04 5.356977082182428577e-04 7.507853908309240154e+00 6.570870000000000000e+05 2.454581999016498262e-01
2.430800000000000000e+04 5.495986103224070798e-04 7.548506875458529386e+00 6.568430000000000000e+05 2.456758234048581624e-01
2.430900000000000000e+04 5.641483710215813982e-04 7.541568938896123342e+00 6.594010000000000000e+05 2.530219719426341496e-01
2.430900000000000000e+04 5.049509454562004125e-04 7.604131447157552515e+00 6.594700000000000000e+05 2.435179229023621827e-01
2.431000000000000000e+04 5.177374418304522092e-04 7.667101672933205769e+00 6.586350000000000000e+05 2.553464591179998577e-01
2.431000000000000000e+04 5.194734179983865599e-04 7.659276602431051018e+00 6.583590000000000000e+05 2.489987920640190922e-01
2.431100000000000000e+04 5.820978319515471028e-04 7.521449993410748824e+00 6.579650000000000000e+05 2.526654768086812330e-01
2.431100000000000000e+04 5.243392185977799281e-04 7.478136713343214836e+00 6.579710000000000000e+05 2.474391091700805512e-01
2.431200000000000000e+04 5.444428053708197466e-04 7.566945434505160328e+00 6.575530000000000000e+05 2.517521177369558272e-01
2.431200000000000000e+04 5.126200359898824962e-04 7.481499681592336692e+00 6.574070000000000000e+05 2.545876243860880628e-01
2.431300000000000000e+04 5.574891662795227994e-04 7.646985994563373801e+00 6.565150000000000000e+05 2.556611626410857929e-01
2.431300000000000000e+04 5.145693146180307237e-04 7.553464931589493503e+00 6.568600000000000000e+05 2.367976815787539990e-01
2.431400000000000000e+04 5.408534820299535978e-04 7.589987494926522693e+00 6.563700000000000000e+05 2.400574279847411951e-01
2.431400000000000000e+04 5.306544433160425992e-04 7.573717708450022457e+00 6.557940000000000000e+05 2.483961951574257532e-01
2.431500000000000000e+04 6.119334655882779439e-04 7.564965922963203582e+00 6.553000000000000000e+05 2.426178348061510115e-01
2.431500000000000000e+04 5.156148936429860675e-04 7.553133737503379130e+00 6.555280000000000000e+05 2.557587517683982958e-01
2.431600000000000000e+04 5.220712489867710164e-04 7.576713073721162317e+00 6.550830000000000000e+05 2.453077039794569758e-01
2.431600000000000000e+04 5.467042742195349532e-04 7.587964758455851388e+00 6.548330000000000000e+05 2.501771314358230969e-01
2.431700000000000000e+04 5.165368192946389160e-04 7.680023600752269530e+00 6.543580000000000000e+05 2.540520454253226146e-01
2.431700000000000000e+04 5.103007413111356220e-04 7.663853305969890783e+00 6.545160000000000000e+05 2.489015813023222334e-01
2.431800000000000000e+04 5.827532708757117083e-04 7.608193640919794554e+00 6.503610000000000000e+05 2.501610487118945403e-01
2.431800000000000000e+04 5.367325374604150915e-04 7.707060401856944409e+00 6.539570000000000000e+05 2.511406490516306933e-01
2.431900000000000000e+04 5.068873898362193228e-04 7.681889327482017471e+00 6.530050000000000000e+05 2.569129182412565049e-01
2.431900000000000000e+04 5.174229871321833069e-04 7.694360938372803105e+00 6.493720000000000000e+05 2.576587885569014968e-01
2.432000000000000000e+04 5.258824629697485611e-04 7.693557878187979426e+00 6.522370000000000000e+05 2.503890927289485480e-01
2.432000000000000000e+04 5.644379547713405379e-04 7.623906342534210623e+00 6.519760000000000000e+05 2.336222453731851278e-01
2.432100000000000000e+04 5.498831306883828927e-04 7.788109650446433108e+00 6.528660000000000000e+05 2.465990040105716652e-01
2.432100000000000000e+04 5.939080685557144700e-04 7.693864090529507926e+00 6.516160000000000000e+05 2.472078233184947516e-01
2.432200000000000000e+04 5.609461905469842165e-04 7.718465870351983504e+00 6.524690000000000000e+05 2.495228443009734898e-01
2.432200000000000000e+04 5.457720297967008378e-04 7.631040238976792622e+00 6.522870000000000000e+05 2.416976499480988083e-01
2.432300000000000000e+04 5.434348768521318936e-04 7.800861052025918951e+00 6.514120000000000000e+05 2.476324053262461133e-01
2.432300000000000000e+04 5.230743271745531831e-04 7.814940791426998601e+00 6.519150000000000000e+05 2.458624362867552759e-01
2.432400000000000000e+04 5.762865019870342612e-04 7.787954957505538012e+00 6.507180000000000000e+05 2.459876109970986768e-01
2.432400000000000000e+04 5.362515250132912636e-04 7.813720973152531002e+00 6.508140000000000000e+05 2.466069040293662473e-01
2.432500000000000000e+04 5.549995310945785021e-04 7.881508108748404240e+00 6.504510000000000000e+05 2.498187007382119684e-01
2.432500000000000000e+04 5.964505046002047161e-04 7.910809715825730670e+00 6.505150000000000000e+05 2.471600886834925404e-01
2.432600000000000000e+04 5.227656764357226614e-04 7.865188926335973996e+00 6.503870000000000000e+05 2.504774420763978271e-01
2.432600000000000000e+04 5.507268671640653526e-04 7.898183179656593111e+00 6.500500000000000000e+05 2.468845845748302292e-01
2.432700000000000000e+04 5.386529674391971447e-04 7.884641082365141607e+00 6.497690000000000000e+05 2.424839162893022149e-01
2.432700000000000000e+04 5.620001662904593751e-04 7.945584853485396337e+00 6.494660000000000000e+05 2.477317556591221159e-01
2.432800000000000000e+04 5.578087055139846050e-04 8.021450235713595944e+00 6.489680000000000000e+05 2.474433179849307440e-01
2.432800000000000000e+04 5.824022088143044826e-04 7.825139439253229412e+00 6.490360000000000000e+05 2.356190773632366176e-01
2.432900000000000000e+04 6.044690618239246171e-04 7.930611996364286043e+00 6.485030000000000000e+05 2.473135677839271573e-01
2.432900000000000000e+04 5.472171311332616004e-04 7.852907668921512041e+00 6.487370000000000000e+05 2.521908865400464550e-01
2.433000000000000000e+04 5.846021681452285733e-04 7.791172437898132408e+00 6.448830000000000000e+05 2.479990862163826415e-01
2.433000000000000000e+04 5.583739902608465507e-04 7.793159777201003280e+00 6.483110000000000000e+05 2.575168942106999537e-01
2.433100000000000000e+04 5.419476765730379172e-04 7.896864115979162158e+00 6.476640000000000000e+05 2.515433740432262977e-01
2.433100000000000000e+04 5.915414210276770304e-04 7.836066766569864228e+00 6.474610000000000000e+05 2.564546281393436100e-01
2.433200000000000000e+04 6.024077775477999167e-04 7.831652084620394305e+00 6.474020000000000000e+05 2.486782527110805718e-01
2.433200000000000000e+04 5.422180890751561238e-04 7.978922758525659908e+00 6.473410000000000000e+05 2.476144583911175090e-01
2.433300000000000000e+04 6.217991650567419567e-04 7.889747830511994131e+00 6.465110000000000000e+05 2.460455466505008792e-01
2.433300000000000000e+04 5.803605973845070215e-04 7.849873556034463462e+00 6.461500000000000000e+05 2.400859807461859785e-01
2.433400000000000000e+04 5.913944368670962870e-04 8.008986675205742145e+00 6.459310000000000000e+05 2.506439713775166500e-01
2.433400000000000000e+04 6.053906085491675762e-04 7.969031957831629320e+00 6.458640000000000000e+05 2.480305359502556761e-01
2.433500000000000000e+04 5.472113150278486724e-04 7.813547287267763153e+00 6.450890000000000000e+05 2.600431571726389834e-01
2.433500000000000000e+04 5.873410188739483159e-04 7.879738673330781040e+00 6.452810000000000000e+05 2.473162785216055926e-01
2.433600000000000000e+04 5.970334416264141096e-04 7.843943936428112274e+00 6.448550000000000000e+05 2.517106421399818439e-01
2.433600000000000000e+04 6.159918943535101733e-04 7.764737851953537273e+00 6.444890000000000000e+05 2.450863972546196423e-01
2.433700000000000000e+04 5.697811077973064528e-04 7.824633176384862665e+00 6.441070000000000000e+05 2.421149727508122573e-01
2.433700000000000000e+04 6.210640068565469619e-04 7.805304337526203007e+00 6.440560000000000000e+05 2.651729923165249692e-01
2.433800000000000000e+04 6.289532819714018690e-04 7.795531623290353984e+00 6.439270000000000000e+05 2.498625590933763463e-01
2.433800000000000000e+04 5.992397146120873866e-04 7.820423648780027825e+00 6.408120000000000000e+05 2.539738709306061382e-01
2.433900000000000000e+04 6.364357098290962999e-04 8.054147171537852756e+00 6.394990000000000000e+05 2.449289117596012144e-01
2.433900000000000000e+04 6.009914802451302770e-04 8.111597983604779571e+00 6.422720000000000000e+05 2.516192444238096182e-01
2.434000000000000000e+04 6.359230752362810078e-04 7.961013076798263199e+00 6.384420000000000000e+05 2.617575587604094034e-01
2.434000000000000000e+04 5.795757505505988103e-04 7.956726020601039728e+00 6.383980000000000000e+05 2.492516357955461004e-01
2.434100000000000000e+04 6.503045671030109132e-04 7.942530118431156083e+00 6.412380000000000000e+05 2.509047117400904359e-01
2.434100000000000000e+04 6.536224319456802575e-04 8.091418114504342896e+00 6.379830000000000000e+05 2.438571535563848758e-01
2.434200000000000000e+04 6.024710727593642198e-04 8.101389104640897898e+00 6.373750000000000000e+05 2.385585799531045603e-01
2.434200000000000000e+04 6.210420332539784904e-04 7.981299966313217809e+00 6.376380000000000000e+05 2.527092915707703225e-01
2.434300000000000000e+04 6.576272995374640978e-04 8.027809666810744815e+00 6.371390000000000000e+05 2.454209729901920545e-01
2.434300000000000000e+04 6.073351014579177762e-04 7.996464016709709632e+00 6.372100000000000000e+05 2.492896576371556039e-01
2.434400000000000000e+04 6.267179769103908490e-04 8.028487263186050882e+00 6.366500000000000000e+05 2.548295710198792974e-01
2.434400000000000000e+04 6.457776199559464364e-04 8.023970896834955013e+00 6.364420000000000000e+05 2.453013822329052351e-01
2.434500000000000000e+04 7.414800191470810381e-04 8.043566080896935588e+00 6.392620000000000000e+05 2.429891278710177294e-01
2.434500000000000000e+04 6.570497527459226049e-04 8.057222741886738149e+00 6.392210000000000000e+05 2.335299380287062521e-01
2.434600000000000000e+04 7.344144415005203529e-04 7.984196969826650836e+00 6.386040000000000000e+05 2.451377460851479340e-01
2.434600000000000000e+04 6.748388450391518047e-04 8.146927515619557525e+00 6.386710000000000000e+05 2.569698518939251275e-01
2.434700000000000000e+04 7.521330021858822160e-04 8.076999884553799802e+00 6.381850000000000000e+05 2.446622413105278282e-01
2.434700000000000000e+04 6.549568323905919417e-04 8.090389903526274296e+00 6.382100000000000000e+05 2.538294810821796754e-01
2.434800000000000000e+04 6.895633026947838680e-04 8.169048777663718397e+00 6.380850000000000000e+05 2.556327799270953771e-01
2.434800000000000000e+04 7.211365111415594595e-04 8.032567217459245512e+00 6.378820000000000000e+05 2.408287437516337670e-01
2.434900000000000000e+04 7.324823780738368975e-04 8.059270844945633172e+00 6.375580000000000000e+05 2.509558341429095063e-01
2.434900000000000000e+04 7.890121818461263330e-04 8.118467079375953688e+00 6.375060000000000000e+05 2.531852469027647268e-01
2.435000000000000000e+04 7.697063759447826756e-04 8.097507618881435221e+00 6.340080000000000000e+05 2.509092710796476666e-01
2.435000000000000000e+04 7.204520483440557616e-04 8.049461635840865270e+00 6.371000000000000000e+05 2.476347467645183820e-01
2.435100000000000000e+04 8.432653903874079990e-04 8.079238380380346030e+00 6.296950000000000000e+05 2.483713505244600772e-01
2.435100000000000000e+04 7.357712730264046258e-04 8.186977551026172861e+00 6.333490000000000000e+05 2.575545552163917562e-01
2.435200000000000000e+04 8.634125397696630275e-04 8.060853076378908355e+00 6.358490000000000000e+05 2.533620045168341606e-01
2.435200000000000000e+04 7.608472136541245996e-04 8.009627251155471583e+00 6.321900000000000000e+05 2.450858751674050151e-01
2.435300000000000000e+04 8.188396097914321095e-04 8.046752798079014113e+00 6.350450000000000000e+05 2.544719163304220433e-01
2.435300000000000000e+04 8.898086202769265717e-04 8.058001643485374288e+00 6.349680000000000000e+05 2.469070873846612446e-01
2.435400000000000000e+04 9.579696743219793609e-04 7.966826608451146541e+00 6.315440000000000000e+05 2.447783618532977101e-01
2.435400000000000000e+04 9.247660628363393647e-04 7.906585662386520497e+00 6.282670000000000000e+05 2.531019529686218683e-01
2.435500000000000000e+04 1.022128772451737742e-03 7.809892742311006941e+00 6.339710000000000000e+05 2.418337737236107010e-01
2.435500000000000000e+04 1.020641038644895960e-03 7.844124502442211266e+00 6.309760000000000000e+05 2.452032898763046032e-01
2.435600000000000000e+04 1.158992394012777448e-03 7.717489684326634958e+00 6.272690000000000000e+05 2.456618098441993026e-01
2.435600000000000000e+04 1.045288394430657092e-03 7.903219240187607575e+00 6.275780000000000000e+05 2.461774799415386294e-01
2.435700000000000000e+04 1.212833292273876942e-03 7.653632612751465558e+00 6.332280000000000000e+05 2.403594729849584388e-01
2.435700000000000000e+04 1.271357449245402249e-03 7.628829552298228123e+00 6.268890000000000000e+05 2.458353526917901322e-01
2.435800000000000000e+04 1.267551318443030199e-03 7.423609194720590665e+00 6.327160000000000000e+05 2.429372130443026023e-01
2.435800000000000000e+04 1.309370783466803391e-03 7.406269797590518067e+00 6.262550000000000000e+05 2.502151209442910473e-01
2.435900000000000000e+04 1.518587189166663732e-03 7.158474474263612386e+00 6.288740000000000000e+05 2.528511768736602661e-01
2.435900000000000000e+04 1.572422038711154694e-03 7.159099260485852767e+00 6.289660000000000000e+05 2.423283975258114231e-01
2.436000000000000000e+04 1.766866009477406673e-03 6.869320694663102245e+00 6.282310000000000000e+05 2.499477710682855014e-01
2.436000000000000000e+04 1.596251752614396072e-03 6.980580189584447481e+00 6.283470000000000000e+05 2.445812363292119429e-01
2.436100000000000000e+04 1.840468215113923471e-03 6.668063852764103849e+00 6.248410000000000000e+05 2.405378811946170259e-01
2.436100000000000000e+04 1.868319324920321781e-03 6.711139666522314862e+00 6.278370000000000000e+05 2.426977135726912094e-01
2.436200000000000000e+04 2.056113228193470234e-03 6.350256900687022643e+00 6.269110000000000000e+05 2.393554696655005587e-01
2.436200000000000000e+04 1.952066979296549582e-03 6.401481530730863234e+00 6.239540000000000000e+05 2.519618376123166081e-01
2.436300000000000000e+04 2.106994934553275967e-03 6.220293168201430412e+00 6.236370000000000000e+05 2.315666814924152161e-01
2.436300000000000000e+04 2.141877861888785099e-03 6.246403564022646293e+00 6.265530000000000000e+05 2.427780020808833483e-01
2.436400000000000000e+04 2.362165712797086817e-03 5.951331102177315202e+00 6.256970000000000000e+05 2.536802711756140360e-01
2.436400000000000000e+04 2.324483813694552727e-03 6.020289445763717495e+00 6.229340000000000000e+05 2.453008897920138653e-01
2.436500000000000000e+04 2.379226140621914197e-03 5.912041518248855709e+00 6.220510000000000000e+05 2.416181768969830335e-01
2.436500000000000000e+04 2.509333594990335089e-03 5.777500578879611659e+00 6.216790000000000000e+05 2.489802424988413199e-01
2.436600000000000000e+04 2.530699429908016274e-03 5.676464549839250751e+00 6.207770000000000000e+05 2.419537108570822825e-01
2.436600000000000000e+04 2.489606613317965535e-03 5.672873913123820167e+00 6.241950000000000000e+05 2.615148382906831714e-01
2.436700000000000000e+04 2.569724326938578000e-03 5.511457481739721942e+00 6.203000000000000000e+05 2.389160570756535540e-01
2.436700000000000000e+04 2.711208949073845229e-03 5.576737520819174954e+00 6.237070000000000000e+05 2.533284263903367584e-01
2.436800000000000000e+04 2.869820240787276759e-03 5.425132458032800642e+00 6.195510000000000000e+05 2.412985407479999733e-01
2.436800000000000000e+04 2.709487701365667807e-03 5.428580837797393421e+00 6.229960000000000000e+05 2.418590351505923719e-01
2.436900000000000000e+04 2.979466749376056926e-03 5.249591759066155383e+00 6.222590000000000000e+05 2.464139753880999206e-01
2.436900000000000000e+04 2.814399780402532074e-03 5.308223714584690889e+00 6.193150000000000000e+05 2.464020783874066867e-01
2.437000000000000000e+04 2.975574749799568715e-03 5.215124216115651024e+00 6.187040000000000000e+05 2.474367503540908508e-01
2.437000000000000000e+04 2.999586263963577824e-03 5.215054017095040351e+00 6.187520000000000000e+05 2.367796990881957941e-01
2.437100000000000000e+04 3.124196513901209872e-03 5.172657895313486520e+00 6.183990000000000000e+05 2.415696013316586399e-01
2.437100000000000000e+04 3.179174385400064182e-03 5.142657561168676672e+00 6.180850000000000000e+05 2.450885088728682881e-01
2.437200000000000000e+04 3.238883350271310781e-03 4.996588611205154074e+00 6.208930000000000000e+05 2.558343712585250951e-01
2.437200000000000000e+04 3.328293392202417642e-03 5.052563297216373428e+00 6.210390000000000000e+05 2.481917397967015326e-01
2.437300000000000000e+04 3.237928632748603673e-03 4.842607445208320982e+00 6.173700000000000000e+05 2.413517366751626314e-01
2.437300000000000000e+04 3.261878796815577235e-03 4.869630473882245347e+00 6.171290000000000000e+05 2.395004119815846710e-01
2.437400000000000000e+04 3.385054853127838961e-03 4.840252069132796819e+00 6.168290000000000000e+05 2.401139299362283763e-01
2.437400000000000000e+04 3.421838431119366732e-03 4.781152774510948333e+00 6.195500000000000000e+05 2.501062841735851028e-01
2.437500000000000000e+04 3.360621122047893761e-03 4.663480566712562947e+00 6.156600000000000000e+05 2.530502005779246000e-01
2.437500000000000000e+04 3.516491326688012641e-03 4.741939082800579186e+00 6.190830000000000000e+05 2.419766271926875878e-01
2.437600000000000000e+04 3.451285947527523573e-03 4.619226380099782148e+00 6.186100000000000000e+05 2.445099373188938108e-01
2.437600000000000000e+04 3.582365986206660722e-03 4.669309237009025004e+00 6.155150000000000000e+05 2.445312724146209427e-01
2.437700000000000000e+04 3.513698896064394121e-03 4.569199286150400496e+00 6.181520000000000000e+05 2.520936119292989108e-01
2.437700000000000000e+04 3.551398525779351362e-03 4.620308153367839843e+00 6.149690000000000000e+05 2.352951328387681562e-01
2.437800000000000000e+04 3.545181952925058420e-03 4.579010412120289253e+00 6.146370000000000000e+05 2.456927543438228445e-01
2.437800000000000000e+04 3.540118101059286457e-03 4.625903401826016115e+00 6.177760000000000000e+05 2.491606733317030253e-01
2.437900000000000000e+04 3.598933433492596326e-03 4.539920165188862100e+00 6.176830000000000000e+05 2.557833051695616033e-01
2.437900000000000000e+04 3.580175591339238537e-03 4.534686610591957212e+00 6.144950000000000000e+05 2.489759960182622578e-01
2.438000000000000000e+04 3.623029041249426017e-03 4.523402763493496792e+00 6.138510000000000000e+05 2.427225011237989505e-01
2.438000000000000000e+04 3.652749414550417271e-03 4.588693839411591924e+00 6.140580000000000000e+05 2.444376966041968968e-01
2.438100000000000000e+04 3.472188245117884507e-03 4.555293296690745564e+00 6.131580000000000000e+05 2.356786576372547626e-01
2.438100000000000000e+04 3.463525360050088119e-03 4.527139172143557211e+00 6.132480000000000000e+05 2.476871197582626860e-01
2.438200000000000000e+04 3.630202501313985891e-03 4.554632320987129113e+00 6.126380000000000000e+05 2.464781194020271016e-01
2.438200000000000000e+04 3.658524639943053214e-03 4.527505848523665222e+00 6.125420000000000000e+05 2.461766436623512855e-01
2.438300000000000000e+04 3.816880756613707376e-03 4.502689282409689575e+00 6.151620000000000000e+05 2.484874597520281281e-01
2.438300000000000000e+04 3.751266215730482585e-03 4.581274519455179828e+00 6.120600000000000000e+05 2.356078941819901573e-01
2.438400000000000000e+04 3.710311198468129942e-03 4.524016706584057523e+00 6.115390000000000000e+05 2.562415717424298411e-01
2.438400000000000000e+04 3.818809270421072086e-03 4.517479360849429249e+00 6.117090000000000000e+05 2.584504945741903925e-01
2.438500000000000000e+04 3.879342785993136061e-03 4.436579001250557042e+00 6.111860000000000000e+05 2.375648940446401236e-01
2.438500000000000000e+04 3.750149367581740584e-03 4.358254931763376305e+00 6.109090000000000000e+05 2.458580359755295486e-01
2.438600000000000000e+04 3.834730013393708621e-03 4.369257148712582861e+00 6.107340000000000000e+05 2.495312472476773347e-01
2.438600000000000000e+04 3.955345200460379067e-03 4.402595367680974370e+00 6.108190000000000000e+05 2.500105952439063972e-01
2.438700000000000000e+04 3.941175699415293797e-03 4.284365919323259497e+00 6.102240000000000000e+05 2.343463791090318882e-01
2.438700000000000000e+04 4.152668753379980780e-03 4.294056496427481662e+00 6.102100000000000000e+05 2.476140633929209967e-01
2.438800000000000000e+04 4.074745758820974215e-03 4.291836676629816161e+00 6.098540000000000000e+05 2.446457846928125068e-01
2.438800000000000000e+04 4.126991408518081335e-03 4.310948562064210954e+00 6.103720000000000000e+05 2.578712720442688511e-01
2.438900000000000000e+04 3.997337294599499422e-03 4.202210273057263024e+00 6.099060000000000000e+05 2.466139515535553939e-01
2.438900000000000000e+04 4.021993018922390313e-03 4.140539830452397929e+00 6.096480000000000000e+05 2.581798982163243106e-01
2.439000000000000000e+04 4.175906790608805916e-03 4.137956648251585712e+00 6.092090000000000000e+05 2.503186572422086420e-01
2.439000000000000000e+04 4.078597947078347816e-03 4.135521637294659492e+00 6.092780000000000000e+05 2.542447908019110359e-01
2.439100000000000000e+04 4.215283483976993255e-03 4.132578188093763316e+00 6.085000000000000000e+05 2.471777967575747303e-01
2.439100000000000000e+04 4.232609495767401982e-03 4.184205974585947452e+00 6.086080000000000000e+05 2.401843505571258086e-01
2.439200000000000000e+04 4.304125280319323101e-03 4.163334678222587293e+00 6.077890000000000000e+05 2.388998001821424910e-01
2.439200000000000000e+04 4.297247096643638103e-03 4.211964273843014972e+00 6.078310000000000000e+05 2.318256040119978378e-01
2.439300000000000000e+04 4.187145479842246422e-03 4.052269026226160697e+00 6.073350000000000000e+05 2.512591112638936641e-01
2.439300000000000000e+04 4.363089350342396269e-03 4.090906984660660939e+00 6.075970000000000000e+05 2.457187830764336056e-01
2.439400000000000000e+04 4.243703224127176599e-03 4.018581778473596877e+00 6.070170000000000000e+05 2.433433955932059467e-01
2.439400000000000000e+04 4.301160324515130966e-03 4.011101551842607194e+00 6.068130000000000000e+05 2.521560947738597513e-01
2.439500000000000000e+04 4.387664413749671130e-03 4.009984853124391790e+00 6.064730000000000000e+05 2.339650243260328610e-01
2.439500000000000000e+04 4.449771493764709610e-03 4.040116568766195293e+00 6.065480000000000000e+05 2.467890218209678743e-01
