Energy fluotot Monitor
2.468800000000000000e+04 5.814846393303459496e-03 1.440467000000000000e+06
2.469000000000000000e+04 5.886027407003680163e-03 1.439133000000000000e+06
2.469200000000000000e+04 5.873915848843399602e-03 1.435861000000000000e+06
2.469400000000000000e+04 5.987919630895631277e-03 1.432212000000000000e+06
2.469600000000000000e+04 5.834205137790848469e-03 1.434220000000000000e+06
2.469800000000000000e+04 5.728539455908378264e-03 1.436377000000000000e+06
2.470000000000000000e+04 5.830886288023873383e-03 1.436339000000000000e+06
2.470200000000000000e+04 5.835909164185366059e-03 1.435324000000000000e+06
2.470400000000000000e+04 5.845503143844570960e-03 1.431762000000000000e+06
2.470600000000000000e+04 5.867170614476582141e-03 1.433429000000000000e+06
2.470800000000000000e+04 5.786007880753266455e-03 1.427246000000000000e+06
2.471000000000000000e+04 5.937911180052382436e-03 1.429724000000000000e+06
2.471200000000000000e+04 6.004689094571007829e-03 1.428100000000000000e+06
2.471400000000000000e+04 5.723712739248464250e-03 1.427301000000000000e+06
2.471600000000000000e+04 5.760219039162580747e-03 1.428380000000000000e+06
2.471800000000000000e+04 5.976968545087734536e-03 1.428091000000000000e+06
2.472000000000000000e+04 5.878845813575561685e-03 1.427481000000000000e+06
2.472200000000000000e+04 5.890770532089752501e-03 1.426784000000000000e+06
2.472400000000000000e+04 6.091965959288449424e-03 1.425138000000000000e+06
2.472600000000000000e+04 5.872268132558259440e-03 1.425054000000000000e+06
2.472800000000000000e+04 5.899597067568407814e-03 1.418269000000000000e+06
2.473000000000000000e+04 5.987528641833390029e-03 1.411043000000000000e+06
2.473200000000000000e+04 5.915552752024695257e-03 1.404484000000000000e+06
2.473400000000000000e+04 5.978377317476393261e-03 1.391442000000000000e+06
2.473600000000000000e+04 6.050314453267017015e-03 1.377900000000000000e+06
2.473800000000000000e+04 6.043649014485378071e-03 1.363134000000000000e+06
2.474000000000000000e+04 6.108491006227250233e-03 1.358214000000000000e+06
2.474200000000000000e+04 6.101292169199399630e-03 1.356142000000000000e+06
2.474400000000000000e+04 6.057578137276543526e-03 1.354494000000000000e+06
2.474600000000000000e+04 6.021057241098764883e-03 1.355142000000000000e+06
2.474800000000000000e+04 6.158413452175571026e-03 1.353699000000000000e+06
2.475000000000000000e+04 6.024618917410993341e-03 1.354052000000000000e+06
2.475200000000000000e+04 6.133168656603548916e-03 1.352882000000000000e+06
2.475400000000000000e+04 6.138473852659058136e-03 1.353185000000000000e+06
2.475600000000000000e+04 6.216263439445823998e-03 1.351817000000000000e+06
2.475800000000000000e+04 6.069379454636160930e-03 1.351244000000000000e+06
2.476000000000000000e+04 6.279452000386529821e-03 1.350581000000000000e+06
2.476200000000000000e+04 6.120028636816534848e-03 1.349524000000000000e+06
2.476400000000000000e+04 6.089691603466602585e-03 1.349041000000000000e+06
2.476600000000000000e+04 6.185886955078990536e-03 1.348937000000000000e+06
2.476800000000000000e+04 6.039042386419268653e-03 1.346986000000000000e+06
2.477000000000000000e+04 6.114226501185586471e-03 1.346991000000000000e+06
2.477200000000000000e+04 6.072408708710257640e-03 1.342296000000000000e+06
2.477400000000000000e+04 6.203904548577948361e-03 1.345740000000000000e+06
2.477600000000000000e+04 6.112559533873782036e-03 1.340056000000000000e+06
2.477800000000000000e+04 6.111540763709502264e-03 1.343953000000000000e+06
2.478000000000000000e+04 6.059145983875321648e-03 1.341896000000000000e+06
2.478200000000000000e+04 6.134621858422360796e-03 1.340872000000000000e+06
2.478400000000000000e+04 6.218639852088715322e-03 1.340497000000000000e+06
2.478600000000000000e+04 6.121763736263775325e-03 1.338884000000000000e+06
2.478800000000000000e+04 6.190827294091694015e-03 1.340446000000000000e+06
2.479000000000000000e+04 6.163633574751897076e-03 1.332560000000000000e+06
2.479200000000000000e+04 6.131776797527820067e-03 1.337318000000000000e+06
2.479400000000000000e+04 6.412780250174645626e-03 1.335876000000000000e+06
2.479600000000000000e+04 6.466410501713407491e-03 1.329485000000000000e+06
2.479800000000000000e+04 6.479187795700149834e-03 1.335357000000000000e+06
2.480000000000000000e+04 6.016785939742826279e-03 1.444407000000000000e+06
2.480200000000000000e+04 6.024572706483239705e-03 1.443334000000000000e+06
2.480400000000000000e+04 6.071221979018080923e-03 1.445890000000000000e+06
2.480600000000000000e+04 6.141656246443649020e-03 1.442185000000000000e+06
2.480800000000000000e+04 6.226208189442113475e-03 1.441440000000000000e+06
2.481000000000000000e+04 6.196169009016739247e-03 1.444076000000000000e+06
2.481200000000000000e+04 6.216820577164000258e-03 1.439786000000000000e+06
2.481400000000000000e+04 6.264527696173577756e-03 1.436146000000000000e+06
2.481600000000000000e+04 6.211816593293110166e-03 1.441594000000000000e+06
2.481800000000000000e+04 6.205673614268482526e-03 1.437474000000000000e+06
2.482000000000000000e+04 6.360465430612147544e-03 1.431378000000000000e+06
2.482200000000000000e+04 6.263954452930661256e-03 1.433712000000000000e+06
2.482400000000000000e+04 6.153333612338971609e-03 1.430018000000000000e+06
2.482600000000000000e+04 6.107228844328971458e-03 1.431643000000000000e+06
2.482800000000000000e+04 6.252608669481749329e-03 1.427573000000000000e+06
2.483000000000000000e+04 6.216222038019614780e-03 1.427126000000000000e+06
2.483200000000000000e+04 6.204166794484843907e-03 1.426407000000000000e+06
2.483400000000000000e+04 6.279383755148798887e-03 1.429728000000000000e+06
2.483600000000000000e+04 6.352291990092379104e-03 1.424612000000000000e+06
2.483800000000000000e+04 6.094116999094374189e-03 1.423928000000000000e+06
2.484000000000000000e+04 6.196852748779151619e-03 1.420697000000000000e+06
2.484200000000000000e+04 6.310103152923170720e-03 1.427956000000000000e+06
2.484400000000000000e+04 6.288321508094034222e-03 1.421173000000000000e+06
2.484600000000000000e+04 6.318367878360538030e-03 1.420548000000000000e+06
2.484800000000000000e+04 6.196856359592308773e-03 1.420074000000000000e+06
2.485000000000000000e+04 6.394819998714038056e-03 1.419931000000000000e+06
2.485200000000000000e+04 6.323284888236109860e-03 1.416459000000000000e+06
2.485400000000000000e+04 6.156468484691686970e-03 1.415374000000000000e+06
2.485600000000000000e+04 6.149839567635568584e-03 1.416720000000000000e+06
2.485800000000000000e+04 6.439047987923759118e-03 1.413679000000000000e+06
2.486000000000000000e+04 6.172013301910395620e-03 1.413390000000000000e+06
2.486200000000000000e+04 6.361754437184382292e-03 1.415005000000000000e+06
2.486400000000000000e+04 6.156203914015811671e-03 1.410942000000000000e+06
2.486600000000000000e+04 6.164102269729601798e-03 1.410552000000000000e+06
2.486800000000000000e+04 5.898079491565053935e-03 1.409964000000000000e+06
2.487000000000000000e+04 6.118081317542059527e-03 1.409050000000000000e+06
2.487200000000000000e+04 6.116418455559882554e-03 1.407801000000000000e+06
2.487400000000000000e+04 6.078630187280865960e-03 1.406333000000000000e+06
2.487600000000000000e+04 6.023496272893997042e-03 1.405502000000000000e+06
2.487800000000000000e+04 6.076079887057335427e-03 1.405064000000000000e+06
2.488000000000000000e+04 5.954686227586019308e-03 1.404095000000000000e+06
2.488200000000000000e+04 6.027966628738406878e-03 1.403024000000000000e+06
2.488400000000000000e+04 6.057695285598138114e-03 1.403314000000000000e+06
2.488600000000000000e+04 5.940608079552004740e-03 1.404043000000000000e+06
2.488800000000000000e+04 6.003661005818584744e-03 1.400939000000000000e+06
2.489000000000000000e+04 5.887295279881400896e-03 1.401150000000000000e+06
2.489200000000000000e+04 5.973298696478965795e-03 1.402106000000000000e+06
2.489400000000000000e+04 5.997590280479010369e-03 1.398491000000000000e+06
2.489600000000000000e+04 5.970322226918320201e-03 1.395715000000000000e+06
2.489800000000000000e+04 5.854359718580396527e-03 1.397194000000000000e+06
2.490000000000000000e+04 6.014831769412466896e-03 1.399188000000000000e+06
2.490200000000000000e+04 6.092534965676648165e-03 1.398795000000000000e+06
2.490400000000000000e+04 6.004280982125546548e-03 1.397661000000000000e+06
2.490600000000000000e+04 5.941060928629849844e-03 1.394148000000000000e+06
2.490800000000000000e+04 6.053688742419629024e-03 1.394201000000000000e+06
2.491000000000000000e+04 6.092403040637372515e-03 1.393108000000000000e+06
2.491200000000000000e+04 5.881785385174380723e-03 1.391906000000000000e+06
2.491400000000000000e+04 6.063246178768429313e-03 1.391827000000000000e+06
2.491600000000000000e+04 6.238689779937164719e-03 1.388389000000000000e+06
2.491800000000000000e+04 6.154426292981881978e-03 1.389701000000000000e+06
2.492000000000000000e+04 6.218957995472904413e-03 1.389670000000000000e+06
2.492200000000000000e+04 6.126918452096307734e-03 1.388994000000000000e+06
2.492400000000000000e+04 6.065809514245233333e-03 1.389865000000000000e+06
2.492600000000000000e+04 6.005569727710247628e-03 1.470849000000000000e+06
2.492800000000000000e+04 5.957285174302086317e-03 1.470787000000000000e+06
2.493000000000000000e+04 6.055219806970889122e-03 1.466327000000000000e+06
2.493200000000000000e+04 5.958410248339299567e-03 1.462383000000000000e+06
2.493400000000000000e+04 6.004776225657061477e-03 1.467455000000000000e+06
2.493600000000000000e+04 6.035856140781663270e-03 1.467439000000000000e+06
2.493800000000000000e+04 6.110255786515626265e-03 1.469750000000000000e+06
2.494000000000000000e+04 6.040565013133509381e-03 1.465156000000000000e+06
2.494200000000000000e+04 6.104509188410615385e-03 1.457640000000000000e+06
2.494400000000000000e+04 6.071491663221622627e-03 1.461168000000000000e+06
2.494600000000000000e+04 6.092649920192673256e-03 1.461046000000000000e+06
2.494800000000000000e+04 6.300839120853850284e-03 1.462355000000000000e+06
2.495000000000000000e+04 6.254840001323667964e-03 1.458426000000000000e+06
2.495200000000000000e+04 6.064386900186213500e-03 1.465366000000000000e+06
2.495400000000000000e+04 6.105622302540517597e-03 1.461118000000000000e+06
2.495600000000000000e+04 6.074872551288434432e-03 1.457782000000000000e+06
2.495800000000000000e+04 6.084666886652803121e-03 1.462352000000000000e+06
2.496000000000000000e+04 6.015353068781840659e-03 1.465853000000000000e+06
2.496200000000000000e+04 5.892390279320485098e-03 1.461127000000000000e+06
2.496400000000000000e+04 5.968692020778512859e-03 1.459771000000000000e+06
2.496600000000000000e+04 6.008811356085931761e-03 1.463675000000000000e+06
2.496800000000000000e+04 5.851097468340392058e-03 1.458275000000000000e+06
2.497000000000000000e+04 5.923450772008746236e-03 1.459595000000000000e+06
2.497200000000000000e+04 6.003984074591717755e-03 1.463051000000000000e+06
2.497400000000000000e+04 5.987689816357472106e-03 1.458131000000000000e+06
2.497600000000000000e+04 6.009764996240953353e-03 1.463222000000000000e+06
2.497800000000000000e+04 5.981030560380628212e-03 1.463138000000000000e+06
2.498000000000000000e+04 6.138287558893964178e-03 1.457772000000000000e+06
2.498200000000000000e+04 5.954129349875573671e-03 1.458069000000000000e+06
2.498400000000000000e+04 6.126758000352293225e-03 1.455855000000000000e+06
2.498600000000000000e+04 6.080163136222272585e-03 1.453463000000000000e+06
2.498800000000000000e+04 6.114720466822614123e-03 1.459788000000000000e+06
2.499000000000000000e+04 6.139840567972458703e-03 1.455787000000000000e+06
2.499200000000000000e+04 6.154399053489785151e-03 1.456254000000000000e+06
2.499400000000000000e+04 6.123274184013086617e-03 1.455134000000000000e+06
2.499600000000000000e+04 6.062766510059933341e-03 1.449812000000000000e+06
2.499800000000000000e+04 5.996601051567451539e-03 1.450094000000000000e+06
2.500000000000000000e+04 5.946530225085837340e-03 1.446557000000000000e+06
