    Energy     Int_t       n(0,0)      Intn(0,0)    n_l(0)      Intn_l(0)      n(1,-1)     Intn(1,-1)    n(1,0)      Intn(1,0)     n(1,1)      Intn(1,1)    n_l(1)      Intn_l(1)      n(2,-2)     Intn(2,-2)    n(2,-1)     Intn(2,-1)    n(2,0)      Intn(2,0)     n(2,1)      Intn(2,1)     n(2,2)      Intn(2,2)    n_l(2)      Intn_l(2)  
  -50.0000  9.50598E-05  3.66445E-05  1.34666E-06  7.32890E-05  2.69332E-06  3.64394E-04  1.33913E-05  3.64663E-04  1.34011E-05  3.64394E-04  1.33913E-05  2.18690E-03  8.03673E-05  3.27365E-05  1.20304E-06  3.25646E-05  1.19673E-06  3.26554E-05  1.20007E-06  3.25646E-05  1.19673E-06  3.27364E-05  1.20304E-06  3.26515E-04  1.19992E-05
  -49.5000  1.84010E-04  3.65096E-05  2.68836E-06  7.30191E-05  5.37672E-06  3.35580E-04  2.57236E-05  3.35786E-04  2.57410E-05  3.35580E-04  2.57236E-05  2.01389E-03  1.54376E-04  3.34444E-05  2.43210E-06  3.32653E-05  2.41920E-06  3.33602E-05  2.42603E-06  3.32653E-05  2.41920E-06  3.34444E-05  2.43210E-06  3.33559E-04  2.42573E-05
  -49.0000  2.67619E-04  3.63972E-05  4.02593E-06  7.27944E-05  8.05187E-06  3.10193E-04  3.71230E-05  3.10346E-04  3.71461E-05  3.10193E-04  3.71230E-05  1.86147E-03  2.22784E-04  3.41780E-05  3.68812E-06  3.39913E-05  3.66836E-06  3.40904E-05  3.67883E-06  3.39913E-05  3.66836E-06  3.41780E-05  3.68812E-06  3.40858E-04  3.67836E-05
  -48.5000  3.46542E-04  3.63073E-05  5.36020E-06  7.26146E-05  1.07204E-05  2.87725E-04  4.76967E-05  2.87830E-04  4.77236E-05  2.87725E-04  4.76967E-05  1.72656E-03  2.86234E-04  3.49384E-05  4.97209E-06  3.47438E-05  4.94517E-06  3.48472E-05  4.95944E-06  3.47439E-05  4.94517E-06  3.49384E-05  4.97209E-06  3.48423E-04  4.95879E-05
  -48.0000  4.21338E-04  3.62398E-05  6.69199E-06  7.24795E-05  1.33840E-05  2.67738E-04  5.75358E-05  2.67800E-04  5.75651E-05  2.67738E-04  5.75358E-05  1.60655E-03  3.45274E-04  3.57274E-05  6.28505E-06  3.55246E-05  6.25068E-06  3.56322E-05  6.26890E-06  3.55247E-05  6.25068E-06  3.57274E-05  6.28504E-06  3.56273E-04  6.26807E-05
  -47.5000  4.92491E-04  3.61945E-05  8.02211E-06  7.23889E-05  1.60442E-05  2.49887E-04  6.67190E-05  2.49912E-04  6.67492E-05  2.49887E-04  6.67190E-05  1.49937E-03  4.00375E-04  3.65458E-05  7.62808E-06  3.63344E-05  7.58594E-06  3.64464E-05  7.60828E-06  3.63344E-05  7.58594E-06  3.65458E-05  7.62808E-06  3.64413E-04  7.60726E-05
  -47.0000  5.60422E-04  3.61717E-05  9.35140E-06  7.23433E-05  1.87028E-05  2.33881E-04  7.53140E-05  2.33870E-04  7.53438E-05  2.33881E-04  7.53140E-05  1.40326E-03  4.51944E-04  3.73960E-05  9.00236E-06  3.71757E-05  8.95212E-06  3.72922E-05  8.97875E-06  3.71757E-05  8.95213E-06  3.73960E-05  9.00235E-06  3.72871E-04  8.97754E-05
  -46.5000  6.25497E-04  3.61713E-05  1.06807E-05  7.23426E-05  2.13613E-05  2.19479E-04  8.33797E-05  2.19437E-04  8.34079E-05  2.19479E-04  8.33797E-05  1.31679E-03  5.00335E-04  3.82793E-05  1.04091E-05  3.80494E-05  1.03504E-05  3.81707E-05  1.03815E-05  3.80494E-05  1.03504E-05  3.82793E-05  1.04091E-05  3.81656E-04  1.03801E-04
  -46.0000  6.88041E-04  3.61936E-05  1.20108E-05  7.23871E-05  2.40215E-05  2.06481E-04  9.09678E-05  2.06409E-04  9.09933E-05  2.06481E-04  9.09677E-05  1.23874E-03  5.45858E-04  3.91969E-05  1.18496E-05  3.89571E-05  1.17821E-05  3.90832E-05  1.18178E-05  3.89571E-05  1.17821E-05  3.91969E-05  1.18496E-05  3.90782E-04  1.18162E-04
  -45.5000  7.48340E-04  3.62388E-05  1.33425E-05  7.24776E-05  2.66850E-05  1.94712E-04  9.81233E-05  1.94612E-04  9.81452E-05  1.94712E-04  9.81233E-05  1.16807E-03  5.88784E-04  4.01514E-05  1.33251E-05  3.99010E-05  1.32484E-05  4.00323E-05  1.32889E-05  3.99010E-05  1.32484E-05  4.01514E-05  1.33251E-05  4.00274E-04  1.32872E-04
