    Energy     Int_t       n(0,0)      Intn(0,0)    n_l(0)      Intn_l(0)      n(1,-1)     Intn(1,-1)    n(1,0)      Intn(1,0)     n(1,1)      Intn(1,1)    n_l(1)      Intn_l(1)      n(2,-2)     Intn(2,-2)    n(2,-1)     Intn(2,-1)    n(2,0)      Intn(2,0)     n(2,1)      Intn(2,1)     n(2,2)      Intn(2,2)    n_l(2)      Intn_l(2)      n(3,-3)     Intn(3,-3)    n(3,-2)     Intn(3,-2)    n(3,-1)     Intn(3,-1)    n(3,0)      Intn(3,0)     n(3,1)      Intn(3,1)     n(3,2)      Intn(3,2)     n(3,3)      Intn(3,3)    n_l(3)      Intn_l(3)  
  -50.0000  1.32121E-04  1.02033E-03  3.74966E-05  2.04067E-03  7.49932E-05  1.19189E-04  4.38011E-06  1.19245E-04  4.38217E-06  1.19177E-04  4.37967E-06  7.15221E-04  2.62839E-05  2.35633E-05  8.65934E-07  2.36110E-05  8.67688E-07  2.35499E-05  8.65443E-07  2.36003E-05  8.67295E-07  2.35664E-05  8.66049E-07  2.35782E-04  8.66482E-06  4.31061E-05  1.58412E-06  4.31179E-05  1.58455E-06  4.31112E-05  1.58431E-06  4.31048E-05  1.58407E-06  4.31084E-05  1.58420E-06  4.31217E-05  1.58469E-06  4.30986E-05  1.58385E-06  6.03537E-04  2.21796E-05
  -49.5000  2.56317E-04  8.86145E-04  7.00618E-05  1.77229E-03  1.40124E-04  1.24964E-04  8.97244E-06  1.25025E-04  8.97676E-06  1.24953E-04  8.97159E-06  7.49882E-04  5.38416E-05  2.38935E-05  1.74400E-06  2.39420E-05  1.74754E-06  2.38795E-05  1.74300E-06  2.39323E-05  1.74679E-06  2.38963E-05  1.74422E-06  2.39087E-04  1.74511E-05  4.41587E-05  3.20692E-06  4.41711E-05  3.20781E-06  4.41639E-05  3.20730E-06  4.41574E-05  3.20683E-06  4.41613E-05  3.20710E-06  4.41745E-05  3.20808E-06  4.41511E-05  3.20637E-06  6.18276E-04  4.49008E-05
  -49.0000  3.74564E-04  7.77143E-04  9.86213E-05  1.55429E-03  1.97243E-04  1.31193E-04  1.37937E-05  1.31261E-04  1.38005E-05  1.31183E-04  1.37925E-05  7.87273E-04  8.27733E-05  2.42340E-05  2.63459E-06  2.42835E-05  2.63994E-06  2.42193E-05  2.63304E-06  2.42747E-05  2.63887E-06  2.42365E-05  2.63490E-06  2.42496E-04  2.63627E-05  4.52533E-05  4.86995E-06  4.52663E-05  4.87132E-06  4.52585E-05  4.87052E-06  4.52520E-05  4.86981E-06  4.52561E-05  4.87023E-06  4.52694E-05  4.87169E-06  4.52455E-05  4.86911E-06  6.33602E-04  6.81853E-05
  -48.5000  4.88418E-04  6.87448E-04  1.23885E-04  1.37490E-03  2.47769E-04  1.37924E-04  1.88623E-05  1.37998E-04  1.88718E-05  1.37915E-04  1.88607E-05  8.27674E-04  1.13190E-04  2.45847E-05  3.53805E-06  2.46355E-05  3.54528E-06  2.45692E-05  3.53594E-06  2.46274E-05  3.54391E-06  2.45870E-05  3.53845E-06  2.46007E-04  3.54033E-05  4.63922E-05  6.57483E-06  4.64058E-05  6.57670E-06  4.63975E-05  6.57560E-06  4.63909E-05  6.57464E-06  4.63952E-05  6.57522E-06  4.64086E-05  6.57718E-06  4.63842E-05  6.57370E-06  6.49548E-04  9.20557E-05
  -48.0000  5.99136E-04  6.12776E-04  1.46404E-04  1.22555E-03  2.92807E-04  1.45214E-04  2.41988E-05  1.45295E-04  2.42113E-05  1.45205E-04  2.41969E-05  8.71426E-04  1.45214E-04  2.49469E-05  4.45484E-06  2.49992E-05  4.46398E-06  2.49307E-05  4.45213E-06  2.49918E-05  4.46234E-06  2.49490E-05  4.45531E-06  2.49635E-04  4.45772E-05  4.75792E-05  8.32333E-06  4.75935E-05  8.32572E-06  4.75846E-05  8.32430E-06  4.75779E-05  8.32310E-06  4.75825E-05  8.32385E-06  4.75960E-05  8.32630E-06  4.75710E-05  8.32190E-06  6.66169E-04  1.16537E-04
  -47.5000  7.07756E-04  5.49956E-04  1.66614E-04  1.09991E-03  3.33228E-04  1.53125E-04  2.98261E-05  1.53215E-04  2.98419E-05  1.53116E-04  2.98238E-05  9.18913E-04  1.78984E-04  2.53212E-05  5.38537E-06  2.53752E-05  5.39650E-06  2.53042E-05  5.38204E-06  2.53684E-05  5.39461E-06  2.53231E-05  5.38592E-06  2.53384E-04  5.38889E-05  4.88171E-05  1.01173E-05  4.88321E-05  1.01203E-05  4.88226E-05  1.01185E-05  4.88158E-05  1.01170E-05  4.88206E-05  1.01180E-05  4.88344E-05  1.01209E-05  4.88086E-05  1.01156E-05  6.83503E-04  1.41655E-04
  -47.0000  8.15159E-04  4.96595E-04  1.84864E-04  9.93190E-04  3.69727E-04  1.61734E-04  3.57697E-05  1.61833E-04  3.57891E-05  1.61726E-04  3.57671E-05  9.70585E-04  2.14652E-04  2.57069E-05  6.33008E-06  2.57628E-05  6.34327E-06  2.56890E-05  6.32610E-06  2.57565E-05  6.34115E-06  2.57086E-05  6.33069E-06  2.57248E-04  6.33426E-05  5.01071E-05  1.19587E-05  5.01228E-05  1.19622E-05  5.01128E-05  1.19601E-05  5.01058E-05  1.19584E-05  5.01109E-05  1.19595E-05  5.01249E-05  1.19630E-05  5.00984E-05  1.19567E-05  7.01565E-04  1.67437E-04
  -46.5000  9.22115E-04  4.50902E-04  2.01434E-04  9.01805E-04  4.02868E-04  1.71126E-04  4.20584E-05  1.71236E-04  4.20819E-05  1.71118E-04  4.20556E-05  1.02696E-03  2.52392E-04  2.61055E-05  7.28944E-06  2.61636E-05  7.30476E-06  2.60868E-05  7.28477E-06  2.61577E-05  7.30243E-06  2.61071E-05  7.29011E-06  2.61241E-04  7.29430E-05  5.14539E-05  1.38496E-05  5.14704E-05  1.38537E-05  5.14598E-05  1.38512E-05  5.14526E-05  1.38492E-05  5.14580E-05  1.38506E-05  5.14723E-05  1.38546E-05  5.14449E-05  1.38472E-05  7.20424E-04  1.93912E-04
  -46.0000  1.02932E-03  4.11489E-04  2.16556E-04  8.22978E-04  4.33112E-04  1.81399E-04  4.87247E-05  1.81521E-04  4.87527E-05  1.81392E-04  4.87216E-05  1.08862E-03  2.92398E-04  2.65180E-05  8.26396E-06  2.65784E-05  8.28150E-06  2.64984E-05  8.25857E-06  2.65730E-05  8.27897E-06  2.65195E-05  8.26468E-06  2.65375E-04  8.26954E-05  5.28619E-05  1.57923E-05  5.28791E-05  1.57970E-05  5.28680E-05  1.57941E-05  5.28605E-05  1.57918E-05  5.28662E-05  1.57934E-05  5.28809E-05  1.57979E-05  5.28526E-05  1.57895E-05  7.40138E-04  2.21112E-04
  -45.5000  1.13740E-03  3.77274E-04  2.30421E-04  7.54549E-04  4.60841E-04  1.92661E-04  5.58049E-05  1.92796E-04  5.58378E-05  1.92654E-04  5.58015E-05  1.15622E-03  3.34889E-04  2.69429E-05  9.25410E-06  2.70058E-05  9.27394E-06  2.69222E-05  9.24794E-06  2.70008E-05  9.27123E-06  2.69442E-05  9.25486E-06  2.69632E-04  9.26042E-05  5.43314E-05  1.77889E-05  5.43495E-05  1.77943E-05  5.43377E-05  1.77910E-05  5.43300E-05  1.77884E-05  5.43360E-05  1.77902E-05  5.43510E-05  1.77953E-05  5.43217E-05  1.77858E-05  7.60715E-04  2.49068E-04
  -45.0000  1.24698E-03  3.47380E-04  2.43187E-04  6.94761E-04  4.86373E-04  2.05051E-04  6.33404E-05  2.05203E-04  6.33789E-05  2.05044E-04  6.33368E-05  1.23060E-03  3.80112E-04  2.73830E-05  1.02604E-05  2.74487E-05  1.02827E-05  2.73612E-05  1.02534E-05  2.74441E-05  1.02798E-05  2.73842E-05  1.02612E-05  2.74042E-04  1.02675E-04  5.58698E-05  1.98421E-05  5.58887E-05  1.98482E-05  5.58763E-05  1.98444E-05  5.58684E-05  1.98416E-05  5.58747E-05  1.98435E-05  5.58902E-05  1.98492E-05  5.58598E-05  1.98386E-05  7.82256E-04  2.77815E-04
  -44.5000  1.35863E-03  3.21112E-04  2.54987E-04  6.42223E-04  5.09974E-04  2.18728E-04  7.13785E-05  2.18898E-04  7.14233E-05  2.18722E-04  7.13746E-05  1.31270E-03  4.28353E-04  2.78374E-05  1.12834E-05  2.79059E-05  1.13082E-05  2.78144E-05  1.12756E-05  2.79017E-05  1.13052E-05  2.78384E-05  1.12843E-05  2.78596E-04  1.12913E-04  5.74792E-05  2.19544E-05  5.74990E-05  2.19613E-05  5.74859E-05  2.19569E-05  5.74777E-05  2.19538E-05  5.74844E-05  2.19560E-05  5.75003E-05  2.19623E-05  5.74687E-05  2.19506E-05  8.04790E-04  3.07391E-04
  -44.0000  1.47297E-03  2.97918E-04  2.65935E-04  5.95836E-04  5.31871E-04  2.33878E-04  7.99733E-05  2.34069E-04  8.00252E-05  2.33872E-04  7.99693E-05  1.40364E-03  4.79936E-04  2.83082E-05  1.23237E-05  2.83800E-05  1.23511E-05  2.82841E-05  1.23150E-05  2.83762E-05  1.23480E-05  2.83091E-05  1.23246E-05  2.83315E-04  1.23325E-04  5.91664E-05  2.41287E-05  5.91873E-05  2.41363E-05  5.91735E-05  2.41315E-05  5.91649E-05  2.41281E-05  5.91720E-05  2.41306E-05  5.91884E-05  2.41374E-05  5.91556E-05  2.41245E-05  8.28416E-04  3.37834E-04
  -43.5000  1.59059E-03  2.77350E-04  2.76128E-04  5.54700E-04  5.52256E-04  2.50712E-04  8.91868E-05  2.50928E-04  8.92466E-05  2.50706E-04  8.91825E-05  1.50469E-03  5.35232E-04  2.87949E-05  1.33819E-05  2.88701E-05  1.34121E-05  2.87694E-05  1.33723E-05  2.88667E-05  1.34088E-05  2.87957E-05  1.33828E-05  2.88194E-04  1.33916E-04  6.09348E-05  2.63681E-05  6.09567E-05  2.63765E-05  6.09422E-05  2.63711E-05  6.09332E-05  2.63673E-05  6.09407E-05  2.63701E-05  6.09577E-05  2.63776E-05  6.09235E-05  2.63634E-05  8.53178E-04  3.69188E-04
  -43.0000  1.71215E-03  2.59033E-04  2.85647E-04  5.18065E-04  5.71294E-04  2.69493E-04  9.90905E-05  2.69739E-04  9.91593E-05  2.69488E-04  9.90860E-05  1.61744E-03  5.94672E-04  2.92982E-05  1.44586E-05  2.93772E-05  1.44917E-05  2.92713E-05  1.44480E-05  2.93742E-05  1.44883E-05  2.92988E-05  1.44595E-05  2.93239E-04  1.44692E-04  6.27897E-05  2.86755E-05  6.28127E-05  2.86848E-05  6.27974E-05  2.86789E-05  6.27881E-05  2.86748E-05  6.27960E-05  2.86778E-05  6.28135E-05  2.86859E-05  6.27780E-05  2.86704E-05  8.79151E-04  4.01496E-04
  -42.5000  1.83835E-03  2.42650E-04  2.94564E-04  4.85301E-04  5.89129E-04  2.90548E-04  1.09768E-04  2.90828E-04  1.09847E-04  2.90543E-04  1.09763E-04  1.74384E-03  6.58757E-04  2.98196E-05  1.55544E-05  2.99025E-05  1.55906E-05  2.97912E-05  1.55428E-05  2.98999E-05  1.55871E-05  2.98200E-05  1.55554E-05  2.98466E-04  1.55661E-04  6.47380E-05  3.10546E-05  6.47622E-05  3.10647E-05  6.47461E-05  3.10583E-05  6.47364E-05  3.10538E-05  6.47447E-05  3.10571E-05  6.47629E-05  3.10659E-05  6.47258E-05  3.10491E-05  9.06432E-04  4.34807E-04
  -42.0000  1.96995E-03  2.27951E-04  3.02941E-04  4.55902E-04  6.05883E-04  3.14252E-04  1.21316E-04  3.14573E-04  1.21407E-04  3.14248E-04  1.21312E-04  1.88614E-03  7.28071E-04  3.03595E-05  1.66701E-05  3.04468E-05  1.67095E-05  3.03296E-05  1.66574E-05  3.04446E-05  1.67059E-05  3.03598E-05  1.66711E-05  3.03881E-04  1.66828E-04  6.67859E-05  3.35089E-05  6.68114E-05  3.35200E-05  6.67944E-05  3.35129E-05  6.67843E-05  3.35081E-05  6.67930E-05  3.35117E-05  6.68119E-05  3.35212E-05  6.67733E-05  3.35029E-05  9.35108E-04  4.69172E-04
  -41.5000  2.10781E-03  2.14720E-04  3.10832E-04  4.29441E-04  6.21665E-04  3.41067E-04  1.33850E-04  3.41438E-04  1.33955E-04  3.41064E-04  1.33846E-04  2.04714E-03  8.03302E-04  3.09191E-05  1.78064E-05  3.10110E-05  1.78491E-05  3.08874E-05  1.77925E-05  3.10093E-05  1.78455E-05  3.09192E-05  1.78074E-05  3.09492E-04  1.78202E-04  6.89408E-05  3.60425E-05  6.89676E-05  3.60545E-05  6.89497E-05  3.60468E-05  6.89391E-05  3.60415E-05  6.89483E-05  3.60455E-05  6.89680E-05  3.60557E-05  6.89276E-05  3.60360E-05  9.65282E-04  5.04645E-04
  -41.0000  2.25291E-03  2.02777E-04  3.18284E-04  4.05554E-04  6.36568E-04  3.71568E-04  1.47505E-04  3.71998E-04  1.47626E-04  3.71566E-04  1.47500E-04  2.23026E-03  8.85263E-04  3.14988E-05  1.89640E-05  3.15956E-05  1.90102E-05  3.14653E-05  1.89488E-05  3.15945E-05  1.90065E-05  3.14987E-05  1.89649E-05  3.15306E-04  1.89789E-04  7.12094E-05  3.86594E-05  7.12377E-05  3.86725E-05  7.12188E-05  3.86640E-05  7.12078E-05  3.86584E-05  7.12175E-05  3.86627E-05  7.12379E-05  3.86737E-05  7.11957E-05  3.86524E-05  9.97049E-04  5.41286E-04
  -40.5000  2.40636E-03  1.91965E-04  3.25339E-04  3.83930E-04  6.50678E-04  4.06470E-04  1.62443E-04  4.06973E-04  1.62582E-04  4.06470E-04  1.62438E-04  2.43983E-03  9.74925E-04  3.21002E-05  2.01436E-05  3.22024E-05  2.01936E-05  3.20648E-05  2.01272E-05  3.22018E-05  2.01899E-05  3.20999E-05  2.01446E-05  3.21338E-04  2.01598E-04  7.36014E-05  4.13642E-05  7.36312E-05  4.13784E-05  7.36113E-05  4.13692E-05  7.35997E-05  4.13631E-05  7.36100E-05  4.13678E-05  7.36312E-05  4.13796E-05  7.35871E-05  4.13566E-05  1.03054E-03  5.79158E-04
