    Energy     Int_t       n(0,0)      Intn(0,0)    n_l(0)      Intn_l(0)      n(1,-1)     Intn(1,-1)    n(1,0)      Intn(1,0)     n(1,1)      Intn(1,1)    n_l(1)      Intn_l(1)      n(2,-2)     Intn(2,-2)    n(2,-1)     Intn(2,-1)    n(2,0)      Intn(2,0)     n(2,1)      Intn(2,1)     n(2,2)      Intn(2,2)    n_l(2)      Intn_l(2)  
  -50.0000  9.51875E-05  3.65712E-05  1.34397E-06  7.31423E-05  2.68793E-06  3.65126E-04  1.34181E-05  3.65386E-04  1.34277E-05  3.65117E-04  1.34178E-05  2.19126E-03  8.05272E-05  3.26601E-05  1.20024E-06  3.24967E-05  1.19423E-06  3.25814E-05  1.19734E-06  3.24967E-05  1.19423E-06  3.26570E-05  1.20012E-06  3.25784E-04  1.19723E-05
  -49.5000  1.84243E-04  3.64340E-05  2.68289E-06  7.28679E-05  5.36578E-06  3.36210E-04  2.57736E-05  3.36410E-04  2.57905E-05  3.36202E-04  2.57730E-05  2.01765E-03  1.54674E-04  3.33658E-05  2.42641E-06  3.31954E-05  2.41414E-06  3.32840E-05  2.42051E-06  3.31954E-05  2.41414E-06  3.33626E-05  2.42618E-06  3.32806E-04  2.42027E-05
  -49.0000  2.67937E-04  3.63193E-05  4.01760E-06  7.26387E-05  8.03520E-06  3.10737E-04  3.71930E-05  3.10886E-04  3.72154E-05  3.10731E-04  3.71921E-05  1.86471E-03  2.23201E-04  3.40974E-05  3.67946E-06  3.39197E-05  3.66067E-06  3.40123E-05  3.67044E-06  3.39198E-05  3.66067E-06  3.40941E-05  3.67911E-06  3.40087E-04  3.67007E-05
  -48.5000  3.46928E-04  3.62271E-05  5.34892E-06  7.24543E-05  1.06978E-05  2.88196E-04  4.77840E-05  2.88299E-04  4.78102E-05  2.88191E-04  4.77830E-05  1.72937E-03  2.86754E-04  3.48556E-05  4.96038E-06  3.46704E-05  4.93478E-06  3.47669E-05  4.94810E-06  3.46705E-05  4.93479E-06  3.48522E-05  4.95991E-06  3.47631E-04  4.94759E-05
  -48.0000  4.21778E-04  3.61571E-05  6.67767E-06  7.23143E-05  1.33553E-05  2.68147E-04  5.76382E-05  2.68209E-04  5.76667E-05  2.68143E-04  5.76370E-05  1.60900E-03  3.45884E-04  3.56419E-05  6.27020E-06  3.54489E-05  6.23750E-06  3.55495E-05  6.25452E-06  3.54489E-05  6.23751E-06  3.56384E-05  6.26959E-06  3.55455E-04  6.25386E-05
  -47.5000  4.92972E-04  3.61094E-05  8.00467E-06  7.22188E-05  1.60093E-05  2.50242E-04  6.68345E-05  2.50269E-04  6.68639E-05  2.50239E-04  6.68331E-05  1.50150E-03  4.01063E-04  3.64581E-05  7.61001E-06  3.62568E-05  7.56991E-06  3.63615E-05  7.59078E-06  3.62569E-05  7.56993E-06  3.64544E-05  7.60927E-06  3.63575E-04  7.58998E-05
  -47.0000  5.60932E-04  3.60840E-05  9.33073E-06  7.21679E-05  1.86615E-05  2.34189E-04  7.54408E-05  2.34182E-04  7.54699E-05  2.34187E-04  7.54393E-05  1.40512E-03  4.52700E-04  3.73057E-05  8.98097E-06  3.70957E-05  8.93316E-06  3.72047E-05  8.95803E-06  3.70958E-05  8.93317E-06  3.73018E-05  8.98009E-06  3.72007E-04  8.95708E-05
  -46.5000  6.26028E-04  3.60810E-05  1.06567E-05  7.21620E-05  2.13134E-05  2.19746E-04  8.35163E-05  2.19709E-04  8.35441E-05  2.19745E-04  8.35148E-05  1.31840E-03  5.01150E-04  3.81863E-05  1.03843E-05  3.79673E-05  1.03284E-05  3.80808E-05  1.03575E-05  3.79674E-05  1.03284E-05  3.81824E-05  1.03833E-05  3.80768E-04  1.03564E-04
  -46.0000  6.88583E-04  3.61005E-05  1.19834E-05  7.22010E-05  2.39667E-05  2.06713E-04  9.11129E-05  2.06648E-04  9.11382E-05  2.06712E-04  9.11114E-05  1.24015E-03  5.46725E-04  3.91012E-05  1.18212E-05  3.88726E-05  1.17570E-05  3.89907E-05  1.17904E-05  3.88727E-05  1.17570E-05  3.90970E-05  1.18201E-05  3.89868E-04  1.17891E-04
  -45.5000  7.48885E-04  3.61428E-05  1.33116E-05  7.22857E-05  2.66232E-05  1.94913E-04  9.82758E-05  1.94821E-04  9.82978E-05  1.94912E-04  9.82743E-05  1.16929E-03  5.89696E-04  4.00526E-05  1.32931E-05  3.98140E-05  1.32201E-05  3.99368E-05  1.32580E-05  3.98141E-05  1.32201E-05  4.00483E-05  1.32918E-05  3.99331E-04  1.32566E-04
