    Energy     Int_t       n(0,0)      Intn(0,0)    n_l(0)      Intn_l(0)      n(1,-1)     Intn(1,-1)    n(1,0)      Intn(1,0)     n(1,1)      Intn(1,1)    n_l(1)      Intn_l(1)      n(2,-2)     Intn(2,-2)    n(2,-1)     Intn(2,-1)    n(2,0)      Intn(2,0)     n(2,1)      Intn(2,1)     n(2,2)      Intn(2,2)    n_l(2)      Intn_l(2)  
  -50.0000  9.50937E-05  3.65105E-05  1.34174E-06  7.30211E-05  2.68347E-06  3.64787E-04  1.34057E-05  3.65039E-04  1.34149E-05  3.64772E-04  1.34051E-05  2.18920E-03  8.04515E-05  3.26228E-05  1.19886E-06  3.24612E-05  1.19293E-06  3.25443E-05  1.19598E-06  3.24620E-05  1.19296E-06  3.26174E-05  1.19867E-06  3.25415E-04  1.19588E-05
  -49.5000  1.84062E-04  3.63724E-05  2.67840E-06  7.27449E-05  5.35680E-06  3.35901E-04  2.57498E-05  3.36095E-04  2.57662E-05  3.35889E-04  2.57488E-05  2.01577E-03  1.54530E-04  3.33280E-05  2.42364E-06  3.31594E-05  2.41151E-06  3.32464E-05  2.41776E-06  3.31603E-05  2.41158E-06  3.33224E-05  2.42325E-06  3.32433E-04  2.41755E-05
  -49.0000  2.67675E-04  3.62568E-05  4.01081E-06  7.25137E-05  8.02163E-06  3.10454E-04  3.71588E-05  3.10599E-04  3.71805E-05  3.10445E-04  3.71575E-05  1.86300E-03  2.22994E-04  3.40590E-05  3.67529E-06  3.38833E-05  3.65670E-06  3.39741E-05  3.66629E-06  3.38842E-05  3.65680E-06  3.40532E-05  3.67468E-06  3.39707E-04  3.66595E-05
  -48.5000  3.46589E-04  3.61635E-05  5.33980E-06  7.23270E-05  1.06796E-05  2.87936E-04  4.77402E-05  2.88036E-04  4.77656E-05  2.87928E-04  4.77386E-05  1.72780E-03  2.86489E-04  3.48161E-05  4.95475E-06  3.46329E-05  4.92944E-06  3.47277E-05  4.94251E-06  3.46338E-05  4.92957E-06  3.48101E-05  4.95393E-06  3.47241E-04  4.94204E-05
  -48.0000  4.21366E-04  3.60924E-05  6.66617E-06  7.21849E-05  1.33323E-05  2.67905E-04  5.75856E-05  2.67966E-04  5.76132E-05  2.67900E-04  5.75838E-05  1.60754E-03  3.45565E-04  3.56018E-05  6.26310E-06  3.54108E-05  6.23076E-06  3.55096E-05  6.24746E-06  3.54118E-05  6.23093E-06  3.55956E-05  6.26204E-06  3.55059E-04  6.24686E-05
  -47.5000  4.92491E-04  3.60435E-05  7.99075E-06  7.20870E-05  1.59815E-05  2.50018E-04  6.67736E-05  2.50043E-04  6.68021E-05  2.50014E-04  6.67716E-05  1.50015E-03  4.00695E-04  3.64170E-05  7.60139E-06  3.62179E-05  7.56174E-06  3.63207E-05  7.58223E-06  3.62189E-05  7.56195E-06  3.64106E-05  7.60011E-06  3.63170E-04  7.58148E-05
  -47.0000  5.60385E-04  3.60169E-05  9.31434E-06  7.20339E-05  1.86287E-05  2.33979E-04  7.53721E-05  2.33972E-04  7.54005E-05  2.33976E-04  7.53701E-05  1.40385E-03  4.52285E-04  3.72639E-05  8.97082E-06  3.70562E-05  8.92353E-06  3.71633E-05  8.94795E-06  3.70573E-05  8.92378E-06  3.72572E-05  8.96928E-06  3.71596E-04  8.94707E-05
  -46.5000  6.25416E-04  3.60126E-05  1.06378E-05  7.20252E-05  2.12756E-05  2.19549E-04  8.34404E-05  2.19513E-04  8.34674E-05  2.19548E-04  8.34383E-05  1.31722E-03  5.00692E-04  3.81434E-05  1.03726E-05  3.79267E-05  1.03173E-05  3.80382E-05  1.03458E-05  3.79279E-05  1.03176E-05  3.81365E-05  1.03708E-05  3.80345E-04  1.03448E-04
  -46.0000  6.87909E-04  3.60308E-05  1.19619E-05  7.20615E-05  2.39238E-05  2.06527E-04  9.10301E-05  2.06463E-04  9.10548E-05  2.06526E-04  9.10280E-05  1.23903E-03  5.46226E-04  3.90574E-05  1.18079E-05  3.88313E-05  1.17443E-05  3.89472E-05  1.17771E-05  3.88324E-05  1.17447E-05  3.90502E-05  1.18058E-05  3.89437E-04  1.17760E-04
  -45.5000  7.48151E-04  3.60717E-05  1.32875E-05  7.21433E-05  2.65750E-05  1.94736E-04  9.81865E-05  1.94646E-04  9.82079E-05  1.94737E-04  9.81844E-05  1.16824E-03  5.89158E-04  4.00078E-05  1.32782E-05  3.97717E-05  1.32059E-05  3.98924E-05  1.32431E-05  3.97730E-05  1.32063E-05  4.00004E-05  1.32758E-05  3.98891E-04  1.32419E-04
  -45.0000  8.06397E-04  3.61356E-05  1.46155E-05  7.22712E-05  2.92309E-05  1.84029E-04  1.04949E-04  1.83915E-04  1.04967E-04  1.84031E-04  1.04947E-04  1.10395E-03  6.29727E-04  4.09970E-05  1.47848E-05  4.07504E-05  1.47035E-05  4.08759E-05  1.47453E-05  4.07517E-05  1.47039E-05  4.09892E-05  1.47822E-05  4.08728E-04  1.47439E-04
  -44.5000  8.62875E-04  3.62230E-05  1.59466E-05  7.24459E-05  3.18933E-05  1.74281E-04  1.11354E-04  1.74143E-04  1.11366E-04  1.74283E-04  1.11352E-04  1.04542E-03  6.68145E-04  4.20272E-05  1.63292E-05  4.17695E-05  1.62385E-05  4.19000E-05  1.62851E-05  4.17708E-05  1.62389E-05  4.20191E-05  1.63263E-05  4.18973E-04  1.62836E-04
  -44.0000  9.17790E-04  3.63341E-05  1.72819E-05  7.26681E-05  3.45638E-05  1.65385E-04  1.17432E-04  1.65224E-04  1.17438E-04  1.65388E-04  1.17430E-04  9.91994E-04  7.04601E-04  4.31001E-05  1.79131E-05  4.28308E-05  1.78125E-05  4.29665E-05  1.78641E-05  4.28321E-05  1.78130E-05  4.30917E-05  1.79099E-05  4.29642E-04  1.78625E-04
