    Energy     Int_t       n(0,0)      Intn(0,0)    n_l(0)      Intn_l(0)      n(1,-1)     Intn(1,-1)    n(1,0)      Intn(1,0)     n(1,1)      Intn(1,1)    n_l(1)      Intn_l(1)      n(2,-2)     Intn(2,-2)    n(2,-1)     Intn(2,-1)    n(2,0)      Intn(2,0)     n(2,1)      Intn(2,1)     n(2,2)      Intn(2,2)    n_l(2)      Intn_l(2)  
  -50.0000  9.50601E-05  3.66441E-05  1.34664E-06  7.32881E-05  2.69329E-06  3.64397E-04  1.33913E-05  3.64666E-04  1.34012E-05  3.64397E-04  1.33913E-05  2.18692E-03  8.03677E-05  3.27361E-05  1.20303E-06  3.25641E-05  1.19671E-06  3.26550E-05  1.20005E-06  3.25641E-05  1.19671E-06  3.27361E-05  1.20303E-06  3.26511E-04  1.19991E-05
  -49.5000  1.84011E-04  3.65091E-05  2.68833E-06  7.30182E-05  5.37666E-06  3.35582E-04  2.57237E-05  3.35789E-04  2.57412E-05  3.35582E-04  2.57237E-05  2.01390E-03  1.54377E-04  3.34440E-05  2.43207E-06  3.32647E-05  2.41916E-06  3.33598E-05  2.42600E-06  3.32647E-05  2.41916E-06  3.34440E-05  2.43208E-06  3.33555E-04  2.42570E-05
  -49.0000  2.67620E-04  3.63967E-05  4.02588E-06  7.27935E-05  8.05177E-06  3.10195E-04  3.71232E-05  3.10348E-04  3.71463E-05  3.10195E-04  3.71232E-05  1.86147E-03  2.22785E-04  3.41778E-05  3.68809E-06  3.39910E-05  3.66831E-06  3.40902E-05  3.67879E-06  3.39910E-05  3.66831E-06  3.41778E-05  3.68809E-06  3.40855E-04  3.67832E-05
  -48.5000  3.46543E-04  3.63068E-05  5.36014E-06  7.26137E-05  1.07203E-05  2.87726E-04  4.76969E-05  2.87831E-04  4.77239E-05  2.87726E-04  4.76969E-05  1.72657E-03  2.86235E-04  3.49382E-05  4.97204E-06  3.47435E-05  4.94511E-06  3.48469E-05  4.95939E-06  3.47435E-05  4.94511E-06  3.49383E-05  4.97204E-06  3.48421E-04  4.95874E-05
  -48.0000  4.21339E-04  3.62392E-05  6.69190E-06  7.24785E-05  1.33838E-05  2.67739E-04  5.75361E-05  2.67802E-04  5.75654E-05  2.67739E-04  5.75361E-05  1.60656E-03  3.45275E-04  3.57269E-05  6.28498E-06  3.55240E-05  6.25060E-06  3.56317E-05  6.26883E-06  3.55240E-05  6.25059E-06  3.57270E-05  6.28499E-06  3.56267E-04  6.26800E-05
  -47.5000  4.92492E-04  3.61939E-05  8.02201E-06  7.23878E-05  1.60440E-05  2.49888E-04  6.67194E-05  2.49913E-04  6.67496E-05  2.49888E-04  6.67194E-05  1.49938E-03  4.00377E-04  3.65454E-05  7.62800E-06  3.63339E-05  7.58584E-06  3.64460E-05  7.60820E-06  3.63339E-05  7.58584E-06  3.65455E-05  7.62801E-06  3.64410E-04  7.60718E-05
  -47.0000  5.60423E-04  3.61711E-05  9.35127E-06  7.23422E-05  1.87025E-05  2.33882E-04  7.53144E-05  2.33871E-04  7.53442E-05  2.33882E-04  7.53144E-05  1.40327E-03  4.51946E-04  3.73958E-05  9.00227E-06  3.71753E-05  8.95201E-06  3.72919E-05  8.97865E-06  3.71753E-05  8.95201E-06  3.73958E-05  9.00228E-06  3.72868E-04  8.97744E-05
  -46.5000  6.25498E-04  3.61707E-05  1.06805E-05  7.23414E-05  2.13610E-05  2.19480E-04  8.33801E-05  2.19438E-04  8.34084E-05  2.19480E-04  8.33801E-05  1.31679E-03  5.00337E-04  3.82788E-05  1.04090E-05  3.80488E-05  1.03503E-05  3.81702E-05  1.03814E-05  3.80488E-05  1.03503E-05  3.82788E-05  1.04090E-05  3.81651E-04  1.03800E-04
  -46.0000  6.88042E-04  3.61929E-05  1.20106E-05  7.23859E-05  2.40212E-05  2.06482E-04  9.09682E-05  2.06410E-04  9.09938E-05  2.06482E-04  9.09682E-05  1.23875E-03  5.45860E-04  3.91965E-05  1.18494E-05  3.89565E-05  1.17819E-05  3.90828E-05  1.18176E-05  3.89565E-05  1.17819E-05  3.91966E-05  1.18494E-05  3.90778E-04  1.18161E-04
  -45.5000  7.48341E-04  3.62382E-05  1.33423E-05  7.24763E-05  2.66846E-05  1.94713E-04  9.81238E-05  1.94613E-04  9.81457E-05  1.94713E-04  9.81238E-05  1.16808E-03  5.88786E-04  4.01510E-05  1.33250E-05  3.99005E-05  1.32482E-05  4.00319E-05  1.32888E-05  3.99005E-05  1.32482E-05  4.01511E-05  1.33250E-05  4.00270E-04  1.32870E-04
  -45.0000  8.06650E-04  3.63065E-05  1.46766E-05  7.26130E-05  2.93531E-05  1.84026E-04  1.04887E-04  1.83899E-04  1.04904E-04  1.84026E-04  1.04887E-04  1.10390E-03  6.29354E-04  4.11442E-05  1.48370E-05  4.08825E-05  1.47506E-05  4.10192E-05  1.47962E-05  4.08825E-05  1.47506E-05  4.11442E-05  1.48370E-05  4.10145E-04  1.47943E-04
  -44.5000  8.63196E-04  3.63985E-05  1.60142E-05  7.27970E-05  3.20283E-05  1.74295E-04  1.11292E-04  1.74143E-04  1.11303E-04  1.74295E-04  1.11292E-04  1.04546E-03  6.67774E-04  4.21787E-05  1.63870E-05  4.19053E-05  1.62906E-05  4.20475E-05  1.63414E-05  4.19053E-05  1.62906E-05  4.21787E-05  1.63870E-05  4.20431E-04  1.63393E-04
  -44.0000  9.18184E-04  3.65144E-05  1.73560E-05  7.30288E-05  3.47121E-05  1.65414E-04  1.17371E-04  1.65238E-04  1.17376E-04  1.65414E-04  1.17371E-04  9.92131E-04  7.04234E-04  4.32562E-05  1.79767E-05  4.29704E-05  1.78698E-05  4.31183E-05  1.79260E-05  4.29704E-05  1.78698E-05  4.32562E-05  1.79767E-05  4.31143E-04  1.79238E-04
  -43.5000  9.71800E-04  3.66548E-05  1.87031E-05  7.33096E-05  3.74062E-05  1.57292E-04  1.23151E-04  1.57092E-04  1.23149E-04  1.57292E-04  1.23151E-04  9.43353E-04  7.38902E-04  4.43793E-05  1.96076E-05  4.40805E-05  1.94897E-05  4.42343E-05  1.95516E-05  4.40805E-05  1.94897E-05  4.43794E-05  1.96076E-05  4.42308E-04  1.95492E-04
  -43.0000  1.02421E-03  3.68203E-05  2.00562E-05  7.36406E-05  4.01124E-05  1.49849E-04  1.28658E-04  1.49625E-04  1.28647E-04  1.49849E-04  1.28658E-04  8.98646E-04  7.71926E-04  4.55509E-05  2.12815E-05  4.52382E-05  2.11522E-05  4.53982E-05  2.12199E-05  4.52382E-05  2.11522E-05  4.55509E-05  2.12815E-05  4.53953E-04  2.12175E-04
  -42.5000  1.07558E-03  3.70117E-05  2.14164E-05  7.40235E-05  4.28327E-05  1.43013E-04  1.33914E-04  1.42766E-04  1.33894E-04  1.43013E-04  1.33914E-04  8.57586E-04  8.03442E-04  4.67741E-05  2.30004E-05  4.64468E-05  2.28590E-05  4.66132E-05  2.29329E-05  4.64468E-05  2.28590E-05  4.67742E-05  2.30005E-05  4.66110E-04  2.29304E-04
  -42.0000  1.12604E-03  3.72299E-05  2.27845E-05  7.44598E-05  4.55691E-05  1.36725E-04  1.38938E-04  1.36455E-04  1.38909E-04  1.36725E-04  1.38938E-04  8.19811E-04  8.33570E-04  4.80523E-05  2.47663E-05  4.77095E-05  2.46123E-05  4.78825E-05  2.46926E-05  4.77095E-05  2.46123E-05  4.80524E-05  2.47664E-05  4.78812E-04  2.46900E-04
  -41.5000  1.17573E-03  3.74754E-05  2.41617E-05  7.49508E-05  4.83235E-05  1.30933E-04  1.43750E-04  1.30639E-04  1.43710E-04  1.30933E-04  1.43750E-04  7.85009E-04  8.62418E-04  4.93879E-05  2.65813E-05  4.90286E-05  2.64141E-05  4.92085E-05  2.65010E-05  4.90286E-05  2.64141E-05  4.93879E-05  2.65813E-05  4.92083E-04  2.64984E-04
  -41.0000  1.22476E-03  3.77495E-05  2.55490E-05  7.54991E-05  5.10980E-05  1.25589E-04  1.48365E-04  1.25272E-04  1.48313E-04  1.25589E-04  1.48365E-04  7.52901E-04  8.90087E-04  5.07850E-05  2.84476E-05  5.04084E-05  2.82666E-05  5.05953E-05  2.83603E-05  5.04084E-05  2.82666E-05  5.07850E-05  2.84476E-05  5.05964E-04  2.83577E-04
  -40.5000  1.27327E-03  3.80533E-05  2.69474E-05  7.61065E-05  5.38949E-05  1.20653E-04  1.52799E-04  1.20312E-04  1.52735E-04  1.20653E-04  1.52799E-04  7.23236E-04  9.16665E-04  5.22476E-05  3.03677E-05  5.18527E-05  3.01721E-05  5.20467E-05  3.02730E-05  5.18527E-05  3.01721E-05  5.22476E-05  3.03677E-05  5.20495E-04  3.02705E-04
  -40.0000  1.32134E-03  3.83882E-05  2.83582E-05  7.67764E-05  5.67164E-05  1.16087E-04  1.57065E-04  1.15722E-04  1.56987E-04  1.16087E-04  1.57065E-04  6.95794E-04  9.42235E-04  5.37805E-05  3.23441E-05  5.33663E-05  3.21333E-05  5.35674E-05  3.22416E-05  5.33663E-05  3.21333E-05  5.37806E-05  3.23441E-05  5.35722E-04  3.22393E-04
  -39.5000  1.36910E-03  3.87556E-05  2.97824E-05  7.75113E-05  5.95648E-05  1.11862E-04  1.61176E-04  1.11472E-04  1.61084E-04  1.11862E-04  1.61176E-04  6.70392E-04  9.66872E-04  5.53877E-05  3.43795E-05  5.49529E-05  3.41528E-05  5.51613E-05  3.42687E-05  5.49529E-05  3.41528E-05  5.53877E-05  3.43796E-05  5.51685E-04  3.42667E-04
  -39.0000  1.41664E-03  3.91573E-05  3.12214E-05  7.83146E-05  6.24429E-05  1.07948E-04  1.65143E-04  1.07533E-04  1.65036E-04  1.07948E-04  1.65143E-04  6.46859E-04  9.90643E-04  5.70741E-05  3.64770E-05  5.66178E-05  3.62335E-05  5.68333E-05  3.63573E-05  5.66178E-05  3.62335E-05  5.70742E-05  3.64770E-05  5.68434E-04  3.63556E-04
  -38.5000  1.46406E-03  3.95952E-05  3.26765E-05  7.91904E-05  6.53530E-05  1.04321E-04  1.68977E-04  1.03880E-04  1.68853E-04  1.04321E-04  1.68977E-04  6.25044E-04  1.01361E-03  5.88455E-05  3.86395E-05  5.83666E-05  3.83784E-05  5.85889E-05  3.85104E-05  5.83666E-05  3.83784E-05  5.88456E-05  3.86395E-05  5.86026E-04  3.85092E-04
  -38.0000  1.51145E-03  4.00718E-05  3.41491E-05  8.01436E-05  6.82983E-05  1.00958E-04  1.72687E-04  1.00490E-04  1.72546E-04  1.00958E-04  1.72687E-04  6.04811E-04  1.03584E-03  6.07083E-05  4.08705E-05  6.02057E-05  4.05909E-05  6.04343E-05  4.07313E-05  6.02057E-05  4.05909E-05  6.07083E-05  4.08705E-05  6.04525E-04  4.07308E-04
  -37.5000  1.55890E-03  4.05896E-05  3.56408E-05  8.11792E-05  7.12815E-05  9.78391E-05  1.76282E-04  9.73439E-05  1.76123E-04  9.78391E-05  1.76282E-04  5.86044E-04  1.05738E-03  6.26684E-05  4.31735E-05  6.21412E-05  4.28746E-05  6.23753E-05  4.30236E-05  6.21412E-05  4.28746E-05  6.26685E-05  4.31736E-05  6.23989E-04  4.30239E-04
  -37.0000  1.60650E-03  4.11518E-05  3.71531E-05  8.23035E-05  7.43061E-05  9.49477E-05  1.79772E-04  9.44244E-05  1.79593E-04  9.49477E-05  1.79772E-04  5.68639E-04  1.07827E-03  6.47333E-05  4.55524E-05  6.41805E-05  4.52331E-05  6.44189E-05  4.53909E-05  6.41806E-05  4.52331E-05  6.47333E-05  4.55525E-05  6.44493E-04  4.53924E-04
  -36.5000  1.65436E-03  4.17624E-05  3.86878E-05  8.35249E-05  7.73756E-05  9.22679E-05  1.83162E-04  9.17158E-05  1.82964E-04  9.22679E-05  1.83162E-04  5.52503E-04  1.09858E-03  6.69114E-05  4.80114E-05  6.63326E-05  4.76708E-05  6.65733E-05  4.78374E-05  6.63327E-05  4.76708E-05  6.69114E-05  4.80114E-05  6.66123E-04  4.78404E-04
  -36.0000  1.70255E-03  4.24262E-05  4.02469E-05  8.48523E-05  8.04939E-05  8.97866E-05  1.86462E-04  8.92054E-05  1.86242E-04  8.97866E-05  1.86462E-04  5.37557E-04  1.11833E-03  6.92111E-05  5.05548E-05  6.86062E-05  5.01921E-05  6.88464E-05  5.03675E-05  6.86063E-05  5.01921E-05  6.92111E-05  5.05549E-05  6.88962E-04  5.03723E-04
  -35.5000  1.75117E-03  4.31490E-05  4.18326E-05  8.62979E-05  8.36653E-05  8.74930E-05  1.89677E-04  8.68824E-05  1.89435E-04  8.74930E-05  1.89677E-04  5.23737E-04  1.13758E-03  7.16418E-05  5.31876E-05  7.10113E-05  5.28017E-05  7.12470E-05  5.29858E-05  7.10115E-05  5.28017E-05  7.16418E-05  5.31877E-05  7.13107E-04  5.29929E-04
  -35.0000  1.80033E-03  4.39388E-05  4.34474E-05  8.78775E-05  8.68947E-05  8.53771E-05  1.92815E-04  8.47374E-05  1.92549E-04  8.53772E-05  1.92815E-04  5.10983E-04  1.15636E-03  7.42151E-05  5.59150E-05  7.35608E-05  5.55050E-05  7.37859E-05  5.56974E-05  7.35610E-05  5.55050E-05  7.42151E-05  5.59150E-05  7.38676E-04  5.57075E-04
  -34.5000  1.85011E-03  4.48060E-05  4.50940E-05  8.96121E-05  9.01879E-05  8.34317E-05  1.95881E-04  8.27642E-05  1.95591E-04  8.34318E-05  1.95881E-04  4.99255E-04  1.17471E-03  7.69434E-05  5.87426E-05  7.62689E-05  5.83078E-05  7.64744E-05  5.85077E-05  7.62692E-05  5.83078E-05  7.69435E-05  5.87426E-05  7.65799E-04  5.85217E-04
  -34.0000  1.90063E-03  4.57655E-05  4.67758E-05  9.15310E-05  9.35516E-05  8.16523E-05  1.98882E-04  8.09596E-05  1.98566E-04  8.16525E-05  1.98882E-04  4.88529E-04  1.19266E-03  7.98410E-05  6.16767E-05  7.91525E-05  6.12166E-05  7.93250E-05  6.14229E-05  7.91528E-05  6.12167E-05  7.98410E-05  6.16767E-05  7.94625E-04  6.14419E-04
  -33.5000  1.95200E-03  4.68390E-05  4.84971E-05  9.36780E-05  9.69942E-05  8.00382E-05  2.01823E-04  7.93253E-05  2.01481E-04  8.00385E-05  2.01823E-04  4.78804E-04  1.21025E-03  8.29245E-05  6.47241E-05  8.22333E-05  6.42386E-05  8.23521E-05  6.44493E-05  8.22338E-05  6.42387E-05  8.29244E-05  6.47242E-05  8.25336E-04  6.44750E-04
  -33.0000  2.00434E-03  4.80611E-05  5.02633E-05  9.61222E-05  1.00527E-04  7.85944E-05  2.04711E-04  7.78703E-05  2.04343E-04  7.85949E-05  2.04711E-04  4.70119E-04  1.22753E-03  8.62149E-05  6.78925E-05  8.55405E-05  6.73822E-05  8.55726E-05  6.75940E-05  8.55412E-05  6.73823E-05  8.62148E-05  6.78925E-05  8.58168E-04  6.76287E-04
  -32.5000  2.05781E-03  4.94889E-05  5.20820E-05  9.89777E-05  1.04164E-04  7.73360E-05  2.07553E-04  7.66170E-05  2.07158E-04  7.73368E-05  2.07553E-04  4.62579E-04  1.24453E-03  8.97374E-05  7.11902E-05  8.91140E-05  7.06571E-05  8.90052E-05  7.08649E-05  8.91150E-05  7.06572E-05  8.97372E-05  7.11903E-05  8.93418E-04  7.09119E-04
