    Energy     Int_t       n(0,0)      Intn(0,0)    n_l(0)      Intn_l(0)      n(1,-1)     Intn(1,-1)    n(1,0)      Intn(1,0)     n(1,1)      Intn(1,1)    n_l(1)      Intn_l(1)      n(2,-2)     Intn(2,-2)    n(2,-1)     Intn(2,-1)    n(2,0)      Intn(2,0)     n(2,1)      Intn(2,1)     n(2,2)      Intn(2,2)    n_l(2)      Intn_l(2)      n(3,-3)     Intn(3,-3)    n(3,-2)     Intn(3,-2)    n(3,-1)     Intn(3,-1)    n(3,0)      Intn(3,0)     n(3,1)      Intn(3,1)     n(3,2)      Intn(3,2)     n(3,3)      Intn(3,3)    n_l(3)      Intn_l(3)  
  -50.0000  1.59827E-13  4.65883E-13  1.71209E-14  9.31765E-13  3.42417E-14  1.96066E-13  7.20529E-15  3.45060E-13  1.26807E-14  2.10860E-13  7.74897E-15  1.50397E-12  5.52699E-14  7.57603E-14  2.78414E-15  1.79277E-13  6.58830E-15  2.10257E-13  7.72679E-15  4.94083E-14  1.81572E-15  7.82308E-14  2.87493E-15  1.18587E-12  4.35798E-14  6.08091E-14  2.23469E-15  6.19039E-14  2.27493E-15  9.69025E-14  3.56110E-15  6.80598E-14  2.50115E-15  4.36258E-14  1.60322E-15  1.95867E-14  7.19798E-16  1.28620E-14  4.72671E-16  7.27500E-13  2.67351E-14
  -49.5000  3.29671E-13  4.53067E-13  3.37708E-14  9.06135E-13  6.75416E-14  2.16949E-13  1.51780E-14  3.78738E-13  2.65991E-14  2.34301E-13  1.63594E-14  1.65998E-12  1.16273E-13  8.22753E-14  5.80770E-15  1.89853E-13  1.35653E-14  2.29606E-13  1.61646E-14  5.25032E-14  3.74518E-15  8.51190E-14  6.00299E-15  1.27871E-12  9.05716E-14  6.61070E-14  4.66408E-15  6.47149E-14  4.65316E-15  1.03196E-13  7.35349E-15  7.36616E-14  5.20817E-15  4.67388E-14  3.32084E-15  2.05336E-14  1.47439E-15  1.34827E-14  9.68152E-16  7.76870E-13  5.52846E-14
  -49.0000  5.12968E-13  4.50813E-13  5.03379E-14  9.01627E-13  1.00676E-13  2.42964E-13  2.41068E-14  4.20576E-13  4.20550E-14  2.63688E-13  2.60497E-14  1.85446E-12  1.84423E-13  9.03667E-14  9.12862E-15  2.02831E-13  2.10192E-14  2.53576E-13  2.54834E-14  5.63079E-14  5.81446E-15  9.36892E-14  9.44601E-15  1.39354E-12  1.41783E-13  7.26867E-14  7.33527E-15  6.82500E-14  7.16130E-15  1.10966E-13  1.14314E-14  8.06115E-14  8.17058E-15  5.05932E-14  5.18010E-15  2.17102E-14  2.27223E-15  1.42600E-14  1.49220E-15  8.38155E-13  8.60862E-14
  -48.5000  7.13542E-13  4.57976E-13  6.71682E-14  9.15952E-13  1.34336E-13  2.75206E-13  3.42204E-14  4.72194E-13  5.94078E-14  3.00303E-13  3.70856E-14  2.09541E-12  2.61428E-13  1.00292E-13  1.28143E-14  2.18460E-13  2.90474E-14  2.82951E-13  3.58817E-14  6.09051E-14  8.05268E-15  1.04217E-13  1.32759E-14  1.53365E-12  1.98144E-13  8.07495E-14  1.03028E-14  7.25598E-14  9.82782E-15  1.20386E-13  1.58555E-14  8.91133E-14  1.14454E-14  5.52868E-14  7.21186E-15  2.31343E-14  3.12240E-15  1.52064E-14  2.05102E-15  9.12873E-13  1.19634E-13
  -48.0000  9.35805E-13  4.74148E-13  8.45928E-14  9.48296E-13  1.69186E-13  3.15121E-13  4.58009E-14  5.35724E-13  7.90953E-14  3.45848E-13  4.97953E-14  2.39339E-12  3.49383E-13  1.12392E-13  1.69446E-14  2.37069E-13  3.77596E-14  3.18754E-13  4.75957E-14  6.64031E-14  1.04929E-14  1.17068E-13  1.75781E-14  1.70337E-12  2.60742E-13  9.05608E-14  1.36308E-14  7.77166E-14  1.26839E-14  1.31690E-13  2.06950E-14  9.94351E-14  1.50996E-14  6.09494E-14  9.45171E-15  2.48301E-14  4.03489E-15  1.63395E-14  2.65149E-15  1.00304E-12  1.56495E-13
  -47.5000  1.18499E-12  4.99505E-13  1.02949E-13  9.99010E-13  2.05899E-13  3.64606E-13  5.91999E-14  6.13949E-13  1.01658E-13  4.02562E-13  6.45892E-14  2.76223E-12  4.50893E-13  1.27101E-13  2.16155E-14  2.59072E-13  4.72803E-14  3.62294E-13  6.09097E-14  7.29386E-14  1.31734E-14  1.32708E-13  2.24550E-14  1.90823E-12  3.30868E-13  1.02460E-13  1.73962E-14  8.38153E-14  1.57640E-14  1.45171E-13  2.60299E-14  1.11920E-13  1.92126E-14  6.77464E-14  1.19413E-14  2.68292E-14  5.02084E-15  1.76818E-14  3.30128E-15  1.11125E-12  1.97332E-13
  -47.0000  1.46744E-12  5.34761E-13  1.22601E-13  1.06952E-12  2.45203E-13  4.26171E-13  7.48614E-14  7.10522E-13  1.27769E-13  4.73412E-13  8.19867E-14  3.22021E-12  5.69234E-13  1.44980E-13  2.69434E-14  2.84989E-13  5.77534E-14  4.15254E-13  7.61701E-14  8.06838E-14  1.61385E-14  1.51739E-13  2.80313E-14  2.15529E-12  4.10073E-13  1.16884E-13  2.16916E-14  9.09767E-14  1.91073E-14  1.61203E-13  3.19541E-14  1.27008E-13  2.38801E-14  7.58883E-14  1.47302E-14  2.91716E-14  6.09288E-15  1.92626E-14  4.00917E-15  1.24079E-12  2.42930E-13
  -46.5000  1.79094E-12  5.81183E-13  1.43959E-13  1.16237E-12  2.87919E-13  5.03117E-13  9.33506E-14  8.30226E-13  1.58279E-13  5.62305E-13  1.02651E-13  3.79130E-12  7.08561E-13  1.66744E-13  3.30711E-14  3.15465E-13  6.93465E-14  4.79775E-13  9.38015E-14  8.98540E-14  1.94405E-14  1.74928E-13  3.44598E-14  2.45353E-12  5.00239E-13  1.34382E-13  2.66300E-14  9.93521E-14  2.27585E-14  1.80256E-13  3.85783E-14  1.45252E-13  2.92180E-14  8.56406E-14  1.78774E-14  3.19068E-14  7.26543E-15  2.11179E-14  4.78524E-15  1.39582E-12  2.94226E-13
  -46.0000  2.16521E-12  6.40638E-13  1.67502E-13  1.28128E-12  3.35005E-13  5.99830E-13  1.15394E-13  9.79354E-13  1.94270E-13  6.74442E-13  1.27436E-13  4.50725E-12  8.74200E-13  1.93305E-13  4.01750E-14  3.51281E-13  8.22559E-14  5.58591E-13  1.14329E-13  1.00713E-13  2.31417E-14  2.03255E-13  4.19293E-14  2.81429E-12  6.03662E-13  1.55656E-13  3.23503E-14  1.09124E-13  2.67687E-14  2.02910E-13  4.60351E-14  1.67357E-13  3.53682E-14  9.73357E-14  2.14544E-14  3.50948E-14  8.55514E-15  2.32922E-14  5.64121E-15  1.58154E-12  3.52346E-13
  -45.5000  2.60246E-12  7.15712E-13  1.93804E-13  1.43142E-12  3.87609E-13  7.22177E-13  1.41933E-13  1.16622E-12  2.37127E-13  8.16781E-13  1.57452E-13  5.41036E-12  1.07303E-12  2.25833E-13  4.84742E-14  3.93386E-13  9.67125E-14  6.55197E-13  1.38407E-13  1.13586E-13  2.73159E-14  2.37973E-13  5.06746E-14  3.25195E-12  7.23169E-13  1.81597E-13  3.90238E-14  1.20513E-13  3.11975E-14  2.29884E-13  5.44832E-14  1.94212E-13  4.25054E-14  1.11389E-13  2.55479E-14  3.88075E-14  9.98129E-15  2.58393E-14  6.59079E-15  1.80448E-12  4.18660E-13
