    Energy     Int_t       n(0,0)      Intn(0,0)    n_l(0)      Intn_l(0)      n(1,-1)     Intn(1,-1)    n(1,0)      Intn(1,0)     n(1,1)      Intn(1,1)    n_l(1)      Intn_l(1)      n(2,-2)     Intn(2,-2)    n(2,-1)     Intn(2,-1)    n(2,0)      Intn(2,0)     n(2,1)      Intn(2,1)     n(2,2)      Intn(2,2)    n_l(2)      Intn_l(2)      n(3,-3)     Intn(3,-3)    n(3,-2)     Intn(3,-2)    n(3,-1)     Intn(3,-1)    n(3,0)      Intn(3,0)     n(3,1)      Intn(3,1)     n(3,2)      Intn(3,2)     n(3,3)      Intn(3,3)    n_l(3)      Intn_l(3)  
  -50.0000  1.31244E-04  1.00630E-03  3.69807E-05  2.01259E-03  7.39613E-05  1.19714E-04  4.39942E-06  1.19786E-04  4.40206E-06  1.19745E-04  4.40055E-06  7.18491E-04  2.64041E-05  2.35847E-05  8.66723E-07  2.36183E-05  8.67958E-07  2.35656E-05  8.66018E-07  2.36288E-05  8.68343E-07  2.35808E-05  8.66580E-07  2.35957E-04  8.67124E-06  4.31604E-05  1.58612E-06  4.31756E-05  1.58668E-06  4.31621E-05  1.58618E-06  4.31590E-05  1.58606E-06  4.31635E-05  1.58623E-06  4.31728E-05  1.58657E-06  4.31521E-05  1.58581E-06  6.04291E-04  2.22073E-05
  -49.5000  2.54769E-04  8.74785E-04  6.91284E-05  1.74957E-03  1.38257E-04  1.25531E-04  9.01260E-06  1.25609E-04  9.01809E-06  1.25565E-04  9.01496E-06  7.53408E-04  5.40913E-05  2.39151E-05  1.74559E-06  2.39496E-05  1.74809E-06  2.38952E-05  1.74415E-06  2.39609E-05  1.74889E-06  2.39109E-05  1.74529E-06  2.39263E-04  1.74640E-05  4.42141E-05  3.21095E-06  4.42298E-05  3.21209E-06  4.42158E-05  3.21108E-06  4.42127E-05  3.21085E-06  4.42173E-05  3.21119E-06  4.42268E-05  3.21188E-06  4.42056E-05  3.21034E-06  6.19044E-04  4.49567E-05
  -49.0000  3.72508E-04  7.67828E-04  9.73456E-05  1.53566E-03  1.94691E-04  1.31810E-04  1.38565E-05  1.31894E-04  1.38651E-05  1.31847E-04  1.38603E-05  7.91103E-04  8.31638E-05  2.42567E-05  2.63700E-06  2.42923E-05  2.64081E-06  2.42360E-05  2.63481E-06  2.43043E-05  2.64206E-06  2.42523E-05  2.63655E-06  2.42683E-04  2.63824E-05  4.53118E-05  4.87613E-06  4.53281E-05  4.87787E-06  4.53135E-05  4.87632E-06  4.53104E-05  4.87598E-06  4.53152E-05  4.87649E-06  4.53248E-05  4.87753E-06  4.53031E-05  4.87519E-06  6.34414E-04  6.82710E-05
  -48.5000  4.85986E-04  6.79711E-04  1.22324E-04  1.35942E-03  2.44649E-04  1.38597E-04  1.89499E-05  1.38688E-04  1.89618E-05  1.38637E-04  1.89551E-05  8.31844E-04  1.13734E-04  2.46092E-05  3.54137E-06  2.46460E-05  3.54654E-06  2.45876E-05  3.53838E-06  2.46588E-05  3.54825E-06  2.46045E-05  3.54074E-06  2.46212E-04  3.54306E-05  4.64546E-05  6.58331E-06  4.64715E-05  6.58566E-06  4.64564E-05  6.58356E-06  4.64531E-05  6.58310E-06  4.64581E-05  6.58379E-06  4.64680E-05  6.58520E-06  4.64456E-05  6.58204E-06  6.50415E-04  9.21733E-05
  -48.0000  5.96435E-04  6.06282E-04  1.44605E-04  1.21256E-03  2.89210E-04  1.45946E-04  2.43133E-05  1.46046E-04  2.43289E-05  1.45991E-04  2.43201E-05  8.75966E-04  1.45925E-04  2.49726E-05  4.45910E-06  2.50108E-05  4.46567E-06  2.49500E-05  4.45528E-06  2.50244E-05  4.46788E-06  2.49676E-05  4.45828E-06  2.49851E-04  4.46124E-05  4.76448E-05  8.33422E-06  4.76623E-05  8.33722E-06  4.76466E-05  8.33454E-06  4.76433E-05  8.33395E-06  4.76485E-05  8.33484E-06  4.76586E-05  8.33662E-06  4.76355E-05  8.33261E-06  6.67079E-04  1.16688E-04
  -47.5000  7.04875E-04  5.44451E-04  1.64613E-04  1.08890E-03  3.29226E-04  1.53923E-04  2.99698E-05  1.54033E-04  2.99895E-05  1.53972E-04  2.99785E-05  9.23856E-04  1.79876E-04  2.53473E-05  5.39060E-06  2.53871E-05  5.39862E-06  2.53238E-05  5.38591E-06  2.54015E-05  5.40137E-06  2.53421E-05  5.38959E-06  2.53604E-04  5.39322E-05  4.88847E-05  1.01307E-05  4.89028E-05  1.01344E-05  4.88865E-05  1.01311E-05  4.88831E-05  1.01304E-05  4.88885E-05  1.01315E-05  4.88990E-05  1.01336E-05  4.88751E-05  1.01287E-05  6.84440E-04  1.41841E-04
  -47.0000  8.12176E-04  4.91884E-04  1.82690E-04  9.83768E-04  3.65379E-04  1.62609E-04  3.59456E-05  1.62730E-04  3.59697E-05  1.62663E-04  3.59562E-05  9.76003E-04  2.15743E-04  2.57347E-05  6.33633E-06  2.57761E-05  6.34588E-06  2.57101E-05  6.33074E-06  2.57913E-05  6.34918E-06  2.57291E-05  6.33512E-06  2.57483E-04  6.33945E-05  5.01786E-05  1.19747E-05  5.01974E-05  1.19791E-05  5.01805E-05  1.19752E-05  5.01770E-05  1.19743E-05  5.01826E-05  1.19756E-05  5.01934E-05  1.19782E-05  5.01687E-05  1.19724E-05  7.02557E-04  1.67659E-04
  -46.5000  9.19100E-04  4.46841E-04  1.99111E-04  8.93683E-04  3.98221E-04  1.72086E-04  4.22697E-05  1.72219E-04  4.22987E-05  1.72146E-04  4.22825E-05  1.03290E-03  2.53702E-04  2.61349E-05  7.29676E-06  2.61781E-05  7.30791E-06  2.61092E-05  7.29024E-06  2.61942E-05  7.31180E-06  2.61290E-05  7.29534E-06  2.61491E-04  7.30041E-05  5.15295E-05  1.38684E-05  5.15491E-05  1.38735E-05  5.15315E-05  1.38689E-05  5.15279E-05  1.38680E-05  5.15338E-05  1.38695E-05  5.15449E-05  1.38724E-05  5.15193E-05  1.38657E-05  7.21472E-04  1.94173E-04
  -46.0000  1.02633E-03  4.07966E-04  2.14103E-04  8.15931E-04  4.28206E-04  1.82454E-04  4.89747E-05  1.82601E-04  4.90091E-05  1.82520E-04  4.89900E-05  1.09515E-03  2.93948E-04  2.65480E-05  8.27238E-06  2.65932E-05  8.28519E-06  2.65211E-05  8.26487E-06  2.66103E-05  8.28971E-06  2.65418E-05  8.27073E-06  2.65629E-04  8.27658E-05  5.29400E-05  1.58139E-05  5.29604E-05  1.58197E-05  5.29421E-05  1.58145E-05  5.29383E-05  1.58134E-05  5.29445E-05  1.58151E-05  5.29559E-05  1.58185E-05  5.29294E-05  1.58108E-05  7.41221E-04  2.21412E-04
  -45.5000  1.13451E-03  3.74195E-04  2.27855E-04  7.48391E-04  4.55709E-04  1.93825E-04  5.60977E-05  1.93988E-04  5.61381E-05  1.93898E-04  5.61156E-05  1.16342E-03  3.36703E-04  2.69747E-05  9.26369E-06  2.70222E-05  9.27824E-06  2.69465E-05  9.25513E-06  2.70401E-05  9.28342E-06  2.69682E-05  9.26180E-06  2.69903E-04  9.26845E-05  5.44141E-05  1.78136E-05  5.44354E-05  1.78202E-05  5.44163E-05  1.78143E-05  5.44124E-05  1.78130E-05  5.44188E-05  1.78150E-05  5.44307E-05  1.78188E-05  5.44031E-05  1.78101E-05  7.61862E-04  2.49410E-04
  -45.0000  1.24423E-03  3.44673E-04  2.40521E-04  6.89346E-04  4.81042E-04  2.06340E-04  6.36805E-05  2.06522E-04  6.37276E-05  2.06421E-04  6.37014E-05  1.23857E-03  3.82219E-04  2.74163E-05  1.02712E-05  2.74661E-05  1.02876E-05  2.73867E-05  1.02616E-05  2.74850E-05  1.02935E-05  2.74094E-05  1.02691E-05  2.74327E-04  1.02766E-04  5.59569E-05  1.98700E-05  5.59791E-05  1.98774E-05  5.59592E-05  1.98707E-05  5.59552E-05  1.98693E-05  5.59619E-05  1.98716E-05  5.59742E-05  1.98758E-05  5.59455E-05  1.98661E-05  7.83464E-04  2.78202E-04
