    Energy     Int_t       n(0,0)      Intn(0,0)    n_l(0)      Intn_l(0)      n(1,-1)     Intn(1,-1)    n(1,0)      Intn(1,0)     n(1,1)      Intn(1,1)    n_l(1)      Intn_l(1)      n(2,-2)     Intn(2,-2)    n(2,-1)     Intn(2,-1)    n(2,0)      Intn(2,0)     n(2,1)      Intn(2,1)     n(2,2)      Intn(2,2)    n_l(2)      Intn_l(2)      n(3,-3)     Intn(3,-3)    n(3,-2)     Intn(3,-2)    n(3,-1)     Intn(3,-1)    n(3,0)      Intn(3,0)     n(3,1)      Intn(3,1)     n(3,2)      Intn(3,2)     n(3,3)      Intn(3,3)    n_l(3)      Intn_l(3)  
  -50.0000  1.31667E-04  1.01593E-03  3.73346E-05  2.03185E-03  7.46693E-05  1.18989E-04  4.37276E-06  1.19043E-04  4.37475E-06  1.18986E-04  4.37266E-06  7.14036E-04  2.62403E-05  2.34457E-05  8.61613E-07  2.34810E-05  8.62910E-07  2.34326E-05  8.61133E-07  2.34812E-05  8.62916E-07  2.34456E-05  8.61611E-07  2.34572E-04  8.62037E-06  4.30249E-05  1.58114E-06  4.30367E-05  1.58157E-06  4.30279E-05  1.58125E-06  4.30238E-05  1.58109E-06  4.30281E-05  1.58125E-06  4.30364E-05  1.58156E-06  4.30184E-05  1.58090E-06  6.02392E-04  2.21375E-05
  -49.5000  2.55461E-04  8.82487E-04  6.97654E-05  1.76497E-03  1.39531E-04  1.24759E-04  8.95755E-06  1.24817E-04  8.96170E-06  1.24755E-04  8.95733E-06  7.48662E-04  5.37532E-05  2.37733E-05  1.73527E-06  2.38103E-05  1.73792E-06  2.37597E-05  1.73429E-06  2.38101E-05  1.73792E-06  2.37733E-05  1.73526E-06  2.37853E-04  1.73613E-05  4.40755E-05  3.20088E-06  4.40877E-05  3.20176E-06  4.40787E-05  3.20111E-06  4.40744E-05  3.20080E-06  4.40788E-05  3.20112E-06  4.40875E-05  3.20174E-06  4.40689E-05  3.20040E-06  6.17103E-04  4.48156E-05
  -49.0000  3.73346E-04  7.74061E-04  9.82116E-05  1.54812E-03  1.96423E-04  1.30985E-04  1.37712E-05  1.31049E-04  1.37776E-05  1.30981E-04  1.37708E-05  7.86030E-04  8.26392E-05  2.41114E-05  2.62134E-06  2.41502E-05  2.62543E-06  2.40974E-05  2.61985E-06  2.41498E-05  2.62541E-06  2.41116E-05  2.62135E-06  2.41241E-04  2.62268E-05  4.51691E-05  4.86081E-06  4.51817E-05  4.86216E-06  4.51725E-05  4.86117E-06  4.51679E-05  4.86069E-06  4.51725E-05  4.86118E-06  4.51816E-05  4.86214E-06  4.51622E-05  4.86008E-06  6.32415E-04  6.80564E-05
  -48.5000  4.86869E-04  6.84816E-04  1.23378E-04  1.36963E-03  2.46756E-04  1.37714E-04  1.88320E-05  1.37782E-04  1.88411E-05  1.37709E-04  1.88315E-05  8.26410E-04  1.13009E-04  2.44605E-05  3.52025E-06  2.45012E-05  3.52583E-06  2.44459E-05  3.51822E-06  2.45005E-05  3.52579E-06  2.44607E-05  3.52026E-06  2.44737E-04  3.52207E-05  4.63077E-05  6.56259E-06  4.63207E-05  6.56441E-06  4.63112E-05  6.56307E-06  4.63065E-05  6.56242E-06  4.63112E-05  6.56309E-06  4.63207E-05  6.56439E-06  4.63006E-05  6.56160E-06  6.48357E-04  9.18831E-05
  -48.0000  5.97280E-04  6.10503E-04  1.45814E-04  1.22101E-03  2.91627E-04  1.44999E-04  2.41607E-05  1.45074E-04  2.41724E-05  1.44993E-04  2.41599E-05  8.70133E-04  1.44986E-04  2.48202E-05  4.43238E-06  2.48629E-05  4.43952E-06  2.48049E-05  4.42979E-06  2.48619E-05  4.43944E-06  2.48204E-05  4.43239E-06  2.48341E-04  4.43470E-05  4.74932E-05  8.30793E-06  4.75067E-05  8.31025E-06  4.74969E-05  8.30855E-06  4.74920E-05  8.30772E-06  4.74969E-05  8.30856E-06  4.75067E-05  8.31023E-06  4.74859E-05  8.30667E-06  6.64956E-04  1.16320E-04
  -47.5000  7.05612E-04  5.47972E-04  1.65951E-04  1.09594E-03  3.31903E-04  1.52905E-04  2.97798E-05  1.52987E-04  2.97946E-05  1.52899E-04  2.97788E-05  9.17581E-04  1.78707E-04  2.51913E-05  5.35814E-06  2.52363E-05  5.36694E-06  2.51754E-05  5.35497E-06  2.52350E-05  5.36681E-06  2.51917E-05  5.35817E-06  2.52059E-04  5.36101E-05  4.87289E-05  1.00987E-05  4.87429E-05  1.01015E-05  4.87328E-05  1.00995E-05  4.87277E-05  1.00984E-05  4.87327E-05  1.00995E-05  4.87430E-05  1.01015E-05  4.87213E-05  1.00971E-05  6.82259E-04  1.41392E-04
  -47.0000  8.12742E-04  4.94844E-04  1.84137E-04  9.89688E-04  3.68273E-04  1.61512E-04  3.57153E-05  1.61603E-04  3.57334E-05  1.61505E-04  3.57140E-05  9.69239E-04  2.14325E-04  2.55753E-05  6.29801E-06  2.56225E-05  6.30855E-06  2.55587E-05  6.29423E-06  2.56211E-05  6.30837E-06  2.55757E-05  6.29806E-06  2.55907E-04  6.30145E-05  5.00188E-05  1.19368E-05  5.00334E-05  1.19402E-05  5.00230E-05  1.19378E-05  5.00176E-05  1.19365E-05  5.00228E-05  1.19378E-05  5.00336E-05  1.19402E-05  5.00110E-05  1.19350E-05  7.00320E-04  1.67129E-04
  -46.5000  9.19436E-04  4.49345E-04  2.00650E-04  8.98689E-04  4.01299E-04  1.70900E-04  4.19957E-05  1.71000E-04  4.20175E-05  1.70892E-04  4.19942E-05  1.02558E-03  2.52015E-04  2.59712E-05  7.25244E-06  2.60209E-05  7.26480E-06  2.59539E-05  7.24802E-06  2.60192E-05  7.26456E-06  2.59717E-05  7.25250E-06  2.59874E-04  7.25647E-05  5.13643E-05  1.38244E-05  5.13794E-05  1.38284E-05  5.13686E-05  1.38255E-05  5.13630E-05  1.38241E-05  5.13684E-05  1.38255E-05  5.13797E-05  1.38284E-05  5.13561E-05  1.38223E-05  7.19159E-04  1.93557E-04
  -46.0000  1.02639E-03  4.10092E-04  2.15720E-04  8.20184E-04  4.31440E-04  1.81170E-04  4.86536E-05  1.81280E-04  4.86794E-05  1.81161E-04  4.86517E-05  1.08722E-03  2.91970E-04  2.63809E-05  8.22192E-06  2.64332E-05  8.23620E-06  2.63627E-05  8.21683E-06  2.64313E-05  8.23589E-06  2.63814E-05  8.22200E-06  2.63979E-04  8.22657E-05  5.27707E-05  1.57637E-05  5.27864E-05  1.57682E-05  5.27753E-05  1.57650E-05  5.27694E-05  1.57633E-05  5.27750E-05  1.57650E-05  5.27868E-05  1.57682E-05  5.27622E-05  1.57613E-05  7.38852E-04  2.20710E-04
  -45.5000  1.13422E-03  3.76011E-04  2.29538E-04  7.52021E-04  4.59077E-04  1.92429E-04  5.57253E-05  1.92552E-04  5.57556E-05  1.92419E-04  5.57230E-05  1.15480E-03  3.34408E-04  2.68035E-05  9.20693E-06  2.68587E-05  9.22324E-06  2.67845E-05  9.20114E-06  2.68565E-05  9.22285E-06  2.68041E-05  9.20704E-06  2.68214E-04  9.21224E-05  5.42397E-05  1.77570E-05  5.42561E-05  1.77621E-05  5.42445E-05  1.77584E-05  5.42384E-05  1.77566E-05  5.42443E-05  1.77584E-05  5.42565E-05  1.77621E-05  5.42309E-05  1.77542E-05  7.59421E-04  2.48618E-04
