    Energy     Int_t       n(0,0)      Intn(0,0)    n_l(0)      Intn_l(0)      n(1,-1)     Intn(1,-1)    n(1,0)      Intn(1,0)     n(1,1)      Intn(1,1)    n_l(1)      Intn_l(1)      n(2,-2)     Intn(2,-2)    n(2,-1)     Intn(2,-1)    n(2,0)      Intn(2,0)     n(2,1)      Intn(2,1)     n(2,2)      Intn(2,2)    n_l(2)      Intn_l(2)  
  -50.0000  9.51654E-05  3.63848E-05  1.33712E-06  7.27696E-05  2.67423E-06  3.65340E-04  1.34260E-05  3.65594E-04  1.34353E-05  3.65320E-04  1.34253E-05  2.19251E-03  8.05732E-05  3.25103E-05  1.19473E-06  3.23519E-05  1.18891E-06  3.24334E-05  1.19190E-06  3.23525E-05  1.18893E-06  3.25047E-05  1.19453E-06  3.24306E-04  1.19180E-05
  -49.5000  1.84185E-04  3.62437E-05  2.66905E-06  7.24874E-05  5.33810E-06  3.36365E-04  2.57872E-05  3.36562E-04  2.58038E-05  3.36349E-04  2.57858E-05  2.01855E-03  1.54754E-04  3.32129E-05  2.41528E-06  3.30477E-05  2.40339E-06  3.31330E-05  2.40952E-06  3.30483E-05  2.40343E-06  3.32071E-05  2.41487E-06  3.31298E-04  2.40930E-05
  -49.0000  2.67831E-04  3.61249E-05  3.99662E-06  7.22499E-05  7.99323E-06  3.10843E-04  3.72105E-05  3.10991E-04  3.72325E-05  3.10830E-04  3.72086E-05  1.86533E-03  2.23303E-04  3.39408E-05  3.66258E-06  3.37685E-05  3.64436E-06  3.38576E-05  3.65376E-06  3.37692E-05  3.64443E-06  3.39348E-05  3.66195E-06  3.38542E-04  3.65342E-05
  -48.5000  3.46763E-04  3.60284E-05  5.32063E-06  7.20568E-05  1.06413E-05  2.88262E-04  4.78039E-05  2.88365E-04  4.78297E-05  2.88251E-04  4.78017E-05  1.72976E-03  2.86871E-04  3.46951E-05  4.93760E-06  3.45156E-05  4.91279E-06  3.46085E-05  4.92560E-06  3.45163E-05  4.91288E-06  3.46890E-05  4.93674E-06  3.46049E-04  4.92512E-05
  -48.0000  4.21545E-04  3.59540E-05  6.64192E-06  7.19079E-05  1.32838E-05  2.68177E-04  5.76592E-05  2.68242E-04  5.76874E-05  2.68169E-04  5.76567E-05  1.60918E-03  3.46007E-04  3.54777E-05  6.24138E-06  3.52905E-05  6.20969E-06  3.53873E-05  6.22606E-06  3.52912E-05  6.20981E-06  3.54713E-05  6.24029E-06  3.53836E-04  6.22545E-05
  -47.5000  4.92663E-04  3.59016E-05  7.96128E-06  7.18031E-05  1.59226E-05  2.50243E-04  6.68555E-05  2.50273E-04  6.68848E-05  2.50237E-04  6.68528E-05  1.50151E-03  4.01186E-04  3.62897E-05  7.57501E-06  3.60945E-05  7.53614E-06  3.61954E-05  7.55622E-06  3.60953E-05  7.53629E-06  3.62831E-05  7.57367E-06  3.61916E-04  7.55546E-05
  -47.0000  5.60540E-04  3.58713E-05  9.27952E-06  7.17426E-05  1.85590E-05  2.34164E-04  7.54609E-05  2.34163E-04  7.54901E-05  2.34160E-04  7.54580E-05  1.40497E-03  4.52818E-04  3.71332E-05  8.93963E-06  3.69295E-05  8.89327E-06  3.70346E-05  8.91721E-06  3.69304E-05  8.89345E-06  3.71263E-05  8.93803E-06  3.70308E-04  8.91632E-05
  -46.5000  6.25545E-04  3.58632E-05  1.05975E-05  7.17264E-05  2.11949E-05  2.19699E-04  8.35347E-05  2.19668E-04  8.35628E-05  2.19697E-04  8.35317E-05  1.31813E-03  5.01258E-04  3.80094E-05  1.03364E-05  3.77969E-05  1.02823E-05  3.79062E-05  1.03102E-05  3.77978E-05  1.02825E-05  3.80022E-05  1.03346E-05  3.79025E-04  1.03092E-04
  -46.0000  6.88004E-04  3.58774E-05  1.19159E-05  7.17547E-05  2.38319E-05  2.06646E-04  9.11288E-05  2.06588E-04  9.11548E-05  2.06645E-04  9.11258E-05  1.23976E-03  5.46819E-04  3.89196E-05  1.17667E-05  3.86978E-05  1.17044E-05  3.88116E-05  1.17365E-05  3.86987E-05  1.17046E-05  3.89122E-05  1.17646E-05  3.88080E-04  1.17354E-04
  -45.5000  7.48204E-04  3.59142E-05  1.32358E-05  7.18284E-05  2.64715E-05  1.94828E-04  9.82886E-05  1.94744E-04  9.83115E-05  1.94828E-04  9.82856E-05  1.16880E-03  5.89771E-04  3.98664E-05  1.32318E-05  3.96349E-05  1.31610E-05  3.97532E-05  1.31974E-05  3.96358E-05  1.31612E-05  3.98587E-05  1.32294E-05  3.97498E-04  1.31962E-04
  -45.0000  8.06401E-04  3.59738E-05  1.45578E-05  7.19476E-05  2.91155E-05  1.84098E-04  1.05054E-04  1.83990E-04  1.05073E-04  1.84099E-04  1.05051E-04  1.10437E-03  6.30356E-04  4.08514E-05  1.47330E-05  4.06096E-05  1.46533E-05  4.07327E-05  1.46943E-05  4.06105E-05  1.46536E-05  4.08434E-05  1.47303E-05  4.07295E-04  1.46929E-04
  -44.5000  8.62823E-04  3.60565E-05  1.58828E-05  7.21131E-05  3.17657E-05  1.74328E-04  1.11460E-04  1.74197E-04  1.11475E-04  1.74331E-04  1.11458E-04  1.04571E-03  6.68785E-04  4.18772E-05  1.62720E-05  4.16244E-05  1.61830E-05  4.17525E-05  1.62287E-05  4.16253E-05  1.61833E-05  4.18689E-05  1.62690E-05  4.17497E-04  1.62272E-04
  -44.0000  9.17676E-04  3.61630E-05  1.72118E-05  7.23260E-05  3.44236E-05  1.65412E-04  1.17539E-04  1.65259E-04  1.17548E-04  1.65416E-04  1.17537E-04  9.92174E-04  7.05247E-04  4.29461E-05  1.78502E-05  4.26818E-05  1.77515E-05  4.28150E-05  1.78021E-05  4.26827E-05  1.77519E-05  4.29374E-05  1.78469E-05  4.28126E-04  1.78005E-04
  -43.5000  9.71146E-04  3.62934E-05  1.85456E-05  7.25869E-05  3.70911E-05  1.57259E-04  1.23318E-04  1.57083E-04  1.23320E-04  1.57263E-04  1.23316E-04  9.43211E-04  7.39909E-04  4.40600E-05  1.94694E-05  4.37836E-05  1.93605E-05  4.39221E-05  1.94162E-05  4.37845E-05  1.93610E-05  4.40510E-05  1.94658E-05  4.39202E-04  1.94146E-04
  -43.0000  1.02340E-03  3.64486E-05  1.98850E-05  7.28971E-05  3.97700E-05  1.49786E-04  1.28823E-04  1.49590E-04  1.28818E-04  1.49792E-04  1.28821E-04  8.98336E-04  7.72923E-04  4.52220E-05  2.11313E-05  4.49327E-05  2.10118E-05  4.50767E-05  2.10728E-05  4.49335E-05  2.10122E-05  4.52126E-05  2.11273E-05  4.50755E-04  2.10711E-04
  -42.5000  1.07460E-03  3.66290E-05  2.12311E-05  7.32580E-05  4.24622E-05  1.42924E-04  1.34075E-04  1.42706E-04  1.34062E-04  1.42931E-04  1.34073E-04  8.57123E-04  8.04421E-04  4.64348E-05  2.28377E-05  4.61319E-05  2.27071E-05  4.62817E-05  2.27736E-05  4.61327E-05  2.27076E-05  4.64250E-05  2.28334E-05  4.62812E-04  2.27719E-04
  -42.0000  1.12489E-03  3.68356E-05  2.25848E-05  7.36711E-05  4.51696E-05  1.36612E-04  1.39096E-04  1.36373E-04  1.39074E-04  1.36619E-04  1.39094E-04  8.19207E-04  8.34527E-04  4.77018E-05  2.45908E-05  4.73846E-05  2.44485E-05  4.75402E-05  2.45207E-05  4.73854E-05  2.44490E-05  4.76917E-05  2.45860E-05  4.75407E-04  2.45190E-04
  -41.5000  1.17439E-03  3.70691E-05  2.39471E-05  7.41382E-05  4.78941E-05  1.30796E-04  1.43902E-04  1.30536E-04  1.43871E-04  1.30804E-04  1.43901E-04  7.84272E-04  8.63348E-04  4.90263E-05  2.63924E-05  4.86939E-05  2.62379E-05  4.88556E-05  2.63161E-05  4.86946E-05  2.62385E-05  4.90157E-05  2.63873E-05  4.88572E-04  2.63144E-04
  -41.0000  1.22323E-03  3.73306E-05  2.53189E-05  7.46611E-05  5.06378E-05  1.25431E-04  1.48512E-04  1.25149E-04  1.48470E-04  1.25440E-04  1.48511E-04  7.52041E-04  8.90985E-04  5.04116E-05  2.82450E-05  5.00631E-05  2.80777E-05  5.02309E-05  2.81620E-05  5.00637E-05  2.80783E-05  5.04005E-05  2.82395E-05  5.02339E-04  2.81605E-04
  -40.5000  1.27153E-03  3.76210E-05  2.67015E-05  7.52420E-05  5.34029E-05  1.20474E-04  1.52939E-04  1.20171E-04  1.52886E-04  1.20484E-04  1.52938E-04  7.22259E-04  9.17528E-04  5.18615E-05  3.01509E-05  5.14960E-05  2.99702E-05  5.16701E-05  3.00609E-05  5.14965E-05  2.99707E-05  5.18499E-05  3.01449E-05  5.16748E-04  3.00595E-04
  -40.0000  1.31939E-03  3.79419E-05  2.80958E-05  7.58838E-05  5.61916E-05  1.15889E-04  1.57198E-04  1.15564E-04  1.57133E-04  1.15900E-04  1.57198E-04  6.94707E-04  9.43058E-04  5.33811E-05  3.21126E-05  5.29978E-05  3.19178E-05  5.31781E-05  3.20151E-05  5.29981E-05  3.19184E-05  5.33690E-05  3.21062E-05  5.31848E-04  3.20140E-04
  -39.5000  1.36692E-03  3.82946E-05  2.95031E-05  7.65891E-05  5.90062E-05  1.11645E-04  1.61301E-04  1.11298E-04  1.61223E-04  1.11657E-04  1.61301E-04  6.69199E-04  9.67650E-04  5.49742E-05  3.41329E-05  5.45720E-05  3.39233E-05  5.47585E-05  3.40275E-05  5.45722E-05  3.39239E-05  5.49616E-05  3.41260E-05  5.47677E-04  3.40267E-04
  -39.0000  1.41423E-03  3.86806E-05  3.09246E-05  7.73612E-05  6.18492E-05  1.07714E-04  1.65259E-04  1.07343E-04  1.65168E-04  1.07726E-04  1.65260E-04  6.45564E-04  9.91374E-04  5.66457E-05  3.62146E-05  5.62238E-05  3.59895E-05  5.64162E-05  3.61007E-05  5.62236E-05  3.59900E-05  5.66326E-05  3.62072E-05  5.64284E-04  3.61004E-04
