    Energy     Int_t       n(0,0)      Intn(0,0)    n_l(0)      Intn_l(0)      n(1,-1)     Intn(1,-1)    n(1,0)      Intn(1,0)     n(1,1)      Intn(1,1)    n_l(1)      Intn_l(1)      n(2,-2)     Intn(2,-2)    n(2,-1)     Intn(2,-1)    n(2,0)      Intn(2,0)     n(2,1)      Intn(2,1)     n(2,2)      Intn(2,2)    n_l(2)      Intn_l(2)  
  -50.0000  9.50598E-05  3.66444E-05  1.34666E-06  7.32888E-05  2.69332E-06  3.64395E-04  1.33913E-05  3.64664E-04  1.34011E-05  3.64395E-04  1.33913E-05  2.18691E-03  8.03674E-05  3.27362E-05  1.20303E-06  3.25643E-05  1.19672E-06  3.26552E-05  1.20006E-06  3.25644E-05  1.19672E-06  3.27362E-05  1.20303E-06  3.26513E-04  1.19991E-05
  -49.5000  1.84010E-04  3.65095E-05  2.68836E-06  7.30190E-05  5.37671E-06  3.35580E-04  2.57236E-05  3.35787E-04  2.57411E-05  3.35580E-04  2.57236E-05  2.01389E-03  1.54377E-04  3.34442E-05  2.43209E-06  3.32651E-05  2.41919E-06  3.33601E-05  2.42602E-06  3.32651E-05  2.41919E-06  3.34442E-05  2.43209E-06  3.33557E-04  2.42571E-05
  -49.0000  2.67620E-04  3.63971E-05  4.02593E-06  7.27942E-05  8.05185E-06  3.10194E-04  3.71230E-05  3.10347E-04  3.71461E-05  3.10194E-04  3.71230E-05  1.86147E-03  2.22784E-04  3.41779E-05  3.68810E-06  3.39911E-05  3.66834E-06  3.40903E-05  3.67881E-06  3.39911E-05  3.66834E-06  3.41779E-05  3.68810E-06  3.40857E-04  3.67834E-05
  -48.5000  3.46542E-04  3.63072E-05  5.36019E-06  7.26144E-05  1.07204E-05  2.87725E-04  4.76967E-05  2.87830E-04  4.77237E-05  2.87725E-04  4.76967E-05  1.72656E-03  2.86234E-04  3.49383E-05  4.97206E-06  3.47437E-05  4.94515E-06  3.48470E-05  4.95941E-06  3.47437E-05  4.94515E-06  3.49383E-05  4.97206E-06  3.48422E-04  4.95876E-05
  -48.0000  4.21338E-04  3.62396E-05  6.69197E-06  7.24793E-05  1.33839E-05  2.67738E-04  5.75359E-05  2.67801E-04  5.75652E-05  2.67738E-04  5.75359E-05  1.60655E-03  3.45274E-04  3.57271E-05  6.28501E-06  3.55243E-05  6.25064E-06  3.56319E-05  6.26886E-06  3.55243E-05  6.25064E-06  3.57271E-05  6.28500E-06  3.56269E-04  6.26803E-05
  -47.5000  4.92492E-04  3.61944E-05  8.02209E-06  7.23889E-05  1.60442E-05  2.49887E-04  6.67191E-05  2.49912E-04  6.67493E-05  2.49887E-04  6.67191E-05  1.49937E-03  4.00375E-04  3.65458E-05  7.62804E-06  3.63345E-05  7.58591E-06  3.64465E-05  7.60825E-06  3.63345E-05  7.58591E-06  3.65458E-05  7.62804E-06  3.64414E-04  7.60723E-05
  -47.0000  5.60422E-04  3.61715E-05  9.35137E-06  7.23430E-05  1.87027E-05  2.33881E-04  7.53141E-05  2.33871E-04  7.53439E-05  2.33881E-04  7.53141E-05  1.40327E-03  4.51944E-04  3.73957E-05  9.00231E-06  3.71753E-05  8.95207E-06  3.72919E-05  8.97870E-06  3.71753E-05  8.95207E-06  3.73957E-05  9.00231E-06  3.72868E-04  8.97749E-05
  -46.5000  6.25497E-04  3.61712E-05  1.06806E-05  7.23424E-05  2.13613E-05  2.19479E-04  8.33798E-05  2.19437E-04  8.34080E-05  2.19479E-04  8.33798E-05  1.31679E-03  5.00335E-04  3.82791E-05  1.04090E-05  3.80493E-05  1.03504E-05  3.81705E-05  1.03814E-05  3.80493E-05  1.03504E-05  3.82791E-05  1.04090E-05  3.81655E-04  1.03800E-04
  -46.0000  6.88041E-04  3.61935E-05  1.20107E-05  7.23870E-05  2.40215E-05  2.06481E-04  9.09679E-05  2.06409E-04  9.09934E-05  2.06481E-04  9.09679E-05  1.23874E-03  5.45858E-04  3.91969E-05  1.18495E-05  3.89570E-05  1.17820E-05  3.90832E-05  1.18177E-05  3.89570E-05  1.17820E-05  3.91968E-05  1.18495E-05  3.90782E-04  1.18161E-04
  -45.5000  7.48340E-04  3.62387E-05  1.33425E-05  7.24775E-05  2.66850E-05  1.94712E-04  9.81234E-05  1.94612E-04  9.81453E-05  1.94712E-04  9.81234E-05  1.16807E-03  5.88784E-04  4.01514E-05  1.33250E-05  3.99010E-05  1.32483E-05  4.00323E-05  1.32889E-05  3.99010E-05  1.32483E-05  4.01514E-05  1.33250E-05  4.00274E-04  1.32871E-04
  -45.0000  8.06649E-04  3.63071E-05  1.46767E-05  7.26142E-05  2.93535E-05  1.84025E-04  1.04886E-04  1.83899E-04  1.04903E-04  1.84025E-04  1.04886E-04  1.10390E-03  6.29352E-04  4.11444E-05  1.48371E-05  4.08830E-05  1.47508E-05  4.10195E-05  1.47963E-05  4.08830E-05  1.47508E-05  4.11444E-05  1.48371E-05  4.10149E-04  1.47944E-04
  -44.5000  8.63195E-04  3.63990E-05  1.60144E-05  7.27981E-05  3.20288E-05  1.74294E-04  1.11291E-04  1.74143E-04  1.11303E-04  1.74294E-04  1.11291E-04  1.04546E-03  6.67772E-04  4.21787E-05  1.63871E-05  4.19055E-05  1.62908E-05  4.20475E-05  1.63415E-05  4.19055E-05  1.62908E-05  4.21787E-05  1.63871E-05  4.20432E-04  1.63395E-04
  -44.0000  9.18183E-04  3.65150E-05  1.73563E-05  7.30300E-05  3.47126E-05  1.65414E-04  1.17370E-04  1.65237E-04  1.17375E-04  1.65414E-04  1.17370E-04  9.92130E-04  7.04232E-04  4.32563E-05  1.79767E-05  4.29708E-05  1.78699E-05  4.31185E-05  1.79261E-05  4.29708E-05  1.78699E-05  4.32563E-05  1.79767E-05  4.31145E-04  1.79239E-04
  -43.5000  9.71800E-04  3.66555E-05  1.87033E-05  7.33110E-05  3.74067E-05  1.57292E-04  1.23151E-04  1.57092E-04  1.23148E-04  1.57292E-04  1.23151E-04  9.43352E-04  7.38900E-04  4.43796E-05  1.96077E-05  4.40810E-05  1.94899E-05  4.42347E-05  1.95517E-05  4.40810E-05  1.94899E-05  4.43796E-05  1.96077E-05  4.42312E-04  1.95493E-04
  -43.0000  1.02421E-03  3.68211E-05  2.00565E-05  7.36423E-05  4.01130E-05  1.49849E-04  1.28657E-04  1.49625E-04  1.28647E-04  1.49849E-04  1.28657E-04  8.98645E-04  7.71924E-04  4.55514E-05  2.12816E-05  4.52389E-05  2.11523E-05  4.53987E-05  2.12201E-05  4.52389E-05  2.11523E-05  4.55513E-05  2.12816E-05  4.53958E-04  2.12176E-04
  -42.5000  1.07558E-03  3.70125E-05  2.14167E-05  7.40249E-05  4.28334E-05  1.43013E-04  1.33913E-04  1.42766E-04  1.33894E-04  1.43013E-04  1.33913E-04  8.57586E-04  8.03440E-04  4.67744E-05  2.30006E-05  4.64472E-05  2.28593E-05  4.66135E-05  2.29331E-05  4.64472E-05  2.28593E-05  4.67743E-05  2.30006E-05  4.66113E-04  2.29305E-04
  -42.0000  1.12604E-03  3.72307E-05  2.27849E-05  7.44614E-05  4.55698E-05  1.36725E-04  1.38938E-04  1.36455E-04  1.38908E-04  1.36725E-04  1.38938E-04  8.19811E-04  8.33567E-04  4.80525E-05  2.47665E-05  4.77099E-05  2.46126E-05  4.78828E-05  2.46928E-05  4.77099E-05  2.46126E-05  4.80525E-05  2.47665E-05  4.78815E-04  2.46902E-04
  -41.5000  1.17573E-03  3.74763E-05  2.41621E-05  7.49526E-05  4.83242E-05  1.30933E-04  1.43749E-04  1.30639E-04  1.43709E-04  1.30933E-04  1.43749E-04  7.85009E-04  8.62416E-04  4.93882E-05  2.65815E-05  4.90292E-05  2.64143E-05  4.92089E-05  2.65011E-05  4.90292E-05  2.64143E-05  4.93881E-05  2.65814E-05  4.92087E-04  2.64985E-04
  -41.0000  1.22476E-03  3.77504E-05  2.55494E-05  7.55008E-05  5.10988E-05  1.25589E-04  1.48365E-04  1.25272E-04  1.48313E-04  1.25589E-04  1.48365E-04  7.52902E-04  8.90085E-04  5.07853E-05  2.84478E-05  5.04089E-05  2.82668E-05  5.05956E-05  2.83605E-05  5.04089E-05  2.82668E-05  5.07852E-05  2.84478E-05  5.05968E-04  2.83579E-04
  -40.5000  1.27327E-03  3.80542E-05  2.69479E-05  7.61085E-05  5.38958E-05  1.20653E-04  1.52799E-04  1.20312E-04  1.52734E-04  1.20653E-04  1.52799E-04  7.23237E-04  9.16663E-04  5.22479E-05  3.03679E-05  5.18532E-05  3.01724E-05  5.20471E-05  3.02732E-05  5.18532E-05  3.01724E-05  5.22479E-05  3.03678E-05  5.20499E-04  3.02707E-04
  -40.0000  1.32135E-03  3.83893E-05  2.83587E-05  7.67785E-05  5.67173E-05  1.16088E-04  1.57065E-04  1.15723E-04  1.56987E-04  1.16088E-04  1.57065E-04  6.95796E-04  9.42233E-04  5.37809E-05  3.23443E-05  5.33669E-05  3.21336E-05  5.35679E-05  3.22418E-05  5.33669E-05  3.21336E-05  5.37809E-05  3.23443E-05  5.35727E-04  3.22395E-04
