Energy Monitor Ho_a Ho_g2 Ho_g1 Ho_b1 bragg Ho_b2 fluotot
7.900000000000000000e+03 7.629960000000000000e+05 3.370173069621034893e-07 3.744636744023369897e-08 -1.948529296672491784e-19 2.988416081045365648e-06 7.407656423959360303e+00 1.445114882641686249e-07 4.597664994311869389e-03
7.901000000000000000e+03 7.624780000000000000e+05 4.496616857891543808e-07 -1.122448252499243029e-23 3.747180714888580777e-08 3.955015191519845276e-06 7.462582952636958922e+00 1.079245541715365597e-06 4.581115783012840517e-03
7.902000000000000000e+03 7.621410000000000000e+05 4.123721388636935618e-07 3.748837626033576692e-08 7.497675252044439666e-08 3.177989959281154377e-06 7.233023914524329356e+00 1.688574186479112728e-07 4.600198650905760502e-03
7.903000000000000000e+03 7.615200000000000000e+05 6.003031530923115543e-07 7.503789413653894429e-08 3.751894706802422964e-08 3.534575557204997391e-06 7.378551603539424519e+00 -1.544427549259014916e-07 4.481825822040048923e-03
7.904000000000000000e+03 7.611840000000000000e+05 2.627485601378904633e-07 3.753550859112716934e-08 -2.647897354388446127e-19 4.194363119369611049e-06 7.250713623863488166e+00 -2.784459522533691425e-06 4.386587211502064945e-03
7.905000000000000000e+03 7.605230000000000000e+05 4.132494537123982769e-07 -3.559547087030340488e-24 1.127043964667319309e-07 3.406350977165970656e-06 7.189731517220141477e+00 2.446870390139163891e-07 4.571853842684504496e-03
7.906000000000000000e+03 7.599940000000000000e+05 1.503771270374690926e-07 2.358336477880426598e-24 -3.084578784011184621e-19 3.919519180690724059e-06 7.227596063001827886e+00 -9.373752961167963966e-07 4.571088719121541022e-03
7.907000000000000000e+03 7.595830000000000000e+05 4.513754821489460107e-07 3.761462351241214991e-08 -3.329225274873956531e-19 3.614902790473541035e-06 7.226619531141472486e+00 -2.313170106634490273e-06 4.506419969904470330e-03
7.908000000000000000e+03 7.588030000000000000e+05 3.765328889241156369e-07 3.765328889241153193e-08 7.530657778446382925e-08 3.188460259855581195e-06 7.217008719218971358e+00 2.477358022075761771e-06 4.596713507985492747e-03
7.909000000000000000e+03 7.584290000000000000e+05 3.390467099001450713e-07 -3.705627700281236200e-24 3.767185665518400996e-08 3.525544127510197635e-06 7.189001186526681408e+00 -4.371310670867045722e-07 4.579202535768076704e-03
7.910000000000000000e+03 7.578120000000000000e+05 2.639176999044617955e-07 -2.366915528239186953e-23 -4.183011608814507004e-19 3.563467991140686552e-06 7.134535808562361581e+00 3.620502161919572854e-07 4.545982380854287838e-03
7.911000000000000000e+03 7.571250000000000000e+05 7.547347814806952354e-07 -1.788656165650287735e-23 3.773673907358347453e-08 3.854374329533813130e-06 7.137777199868038380e+00 6.441569306108699440e-07 4.679544328875603725e-03
7.912000000000000000e+03 7.565380000000000000e+05 7.175543632403697004e-07 -3.533512181700258810e-24 1.132980573532557737e-07 3.613583412452924165e-06 7.026982563734853748e+00 -5.114372012596948391e-07 4.541741459120268026e-03
7.913000000000000000e+03 7.561350000000000000e+05 5.667922111414344200e-07 -5.977461816123186206e-24 -5.251299288148600508e-19 3.503436272214019034e-06 7.070071084237858905e+00 2.115256839702666053e-07 4.761054573588136864e-03
7.914000000000000000e+03 7.555680000000000000e+05 2.647015225631577926e-07 -6.381042935345006605e-24 -5.663992370743196516e-19 2.869728230048305806e-06 7.086081112236112922e+00 8.270493965317705833e-08 4.579336340342564718e-03
7.915000000000000000e+03 7.554090000000000000e+05 3.404021624614707082e-07 7.564492499143793221e-08 -6.108542418321550394e-19 3.155585151674743417e-06 7.070312211017702353e+00 1.175463241339806718e-06 4.665022524222092390e-03
7.916000000000000000e+03 7.548330000000000000e+05 1.514052966493439938e-07 -1.514897357174290235e-23 1.135539724863492485e-07 3.179296046627407095e-06 7.010425366548170167e+00 7.542589656203642140e-07 4.610291282972633908e-03
7.917000000000000000e+03 7.540650000000000000e+05 4.546784996746207147e-07 -9.197491185668144789e-24 -7.103325168921894189e-19 3.857999102427426882e-06 7.030073655693565904e+00 -2.868930874743105971e-06 4.559288655487218206e-03
7.918000000000000000e+03 7.459170000000000000e+05 4.979489292087075035e-07 7.660752757057035156e-08 -7.658941768876723061e-19 3.237971669193551471e-06 7.038673457245891107e+00 -1.164270464691141216e-06 4.568872944308742176e-03
7.919000000000000000e+03 7.528550000000000000e+05 3.415569494030817437e-07 -1.766398281249023586e-23 7.590154431097024032e-08 3.567943016100786697e-06 7.048477801566341405e+00 -1.130270605824841524e-08 4.660924082326625001e-03
7.920000000000000000e+03 7.523440000000000000e+05 6.076247795461346659e-07 -1.101990452224610153e-23 3.797654872074327763e-08 3.793512250393680528e-06 7.043440609653300655e+00 -2.927823120581982954e-06 4.463383771253606573e-03
7.921000000000000000e+03 7.516750000000000000e+05 4.181138314906232976e-07 7.602069663465877055e-08 -9.595006287488330957e-19 3.364965160862669818e-06 6.857875862051176163e+00 -3.973648829757659481e-07 4.520570725380006726e-03
7.922000000000000000e+03 7.431550000000000000e+05 3.075689843591559599e-07 3.844612304489449499e-08 -1.034160572217766551e-18 3.953872780791457739e-06 6.945021954275028442e+00 1.204288363130910514e-07 4.568360570809497367e-03
7.923000000000000000e+03 7.429760000000000000e+05 3.845538559984248338e-07 -1.009632144503320881e-23 -1.114560910760513769e-18 3.509940043903354860e-06 6.949555813477471311e+00 2.077844259702059414e-06 4.634066241709014836e-03
7.924000000000000000e+03 7.496290000000000000e+05 6.098254698562317551e-07 -1.709819575011164663e-23 3.811409186481338535e-08 2.922716486451755566e-06 6.934702606628439625e+00 2.391299017978439534e-07 4.539578911701694017e-03
7.925000000000000000e+03 7.490960000000000000e+05 5.339769535546846400e-07 -9.828394872146262284e-24 -1.294230869314419999e-18 3.395401832628279917e-06 6.911798065947411196e+00 -2.283743690180332182e-06 4.530794450911508967e-03
7.926000000000000000e+03 7.407720000000000000e+05 5.785470138874424737e-07 3.856980092582948060e-08 -1.394476763882598159e-18 2.937877991077255928e-06 6.912648955714397303e+00 -8.944727507624686833e-07 4.525009044618374943e-03
7.927000000000000000e+03 7.403850000000000000e+05 3.473096526035199343e-07 7.717992280078218409e-08 7.717992279927985205e-08 2.515823434681110417e-06 6.816673378376426840e+00 2.145762289446131999e-06 4.619218379626748895e-03
7.928000000000000000e+03 7.473150000000000000e+05 4.970174175930784276e-07 -1.450343537141427280e-23 1.146963271352458485e-07 3.286852905464719522e-06 6.763741972733208208e+00 -7.355767001738543263e-07 4.538915985896114016e-03
7.929000000000000000e+03 7.389800000000000000e+05 5.026233070293803061e-07 3.866333130995232106e-08 -1.743285257712022150e-18 3.727637784957988706e-06 6.780683324843262305e+00 -3.161952535492721446e-07 4.609055725459421625e-03
