Energy Monitor Ho_a Ho_g2 Ho_g1 Ho_b1 bragg Ho_b2 fluotot
7.962000000000000000e+03 7.698014227824326372e+05 9.479663652257314552e-07 2.005905751675714855e-08 4.011811501484367924e-08 2.403420798763586220e-06 5.604722070931298816e+00 1.551868076888842223e-06 4.879117359792671874e-03
7.963000000000000000e+03 7.658067923892628169e+05 9.499407890814121994e-07 1.721748692687385000e-08 7.461786415231049651e-08 2.350862121071814351e-06 5.554991828147269217e+00 3.327172719111695188e-07 4.741498869219544672e-03
7.964000000000000000e+03 7.651986965334304841e+05 9.737086393713951365e-07 4.024414434262184848e-08 7.467715958076694451e-08 2.351441386816786290e-06 5.531379843919189909e+00 1.160454186940815359e-06 4.854889674073425802e-03
7.965000000000000000e+03 7.647227368745827116e+05 9.684733551164786075e-07 3.442794754432679960e-08 5.457579005192467910e-08 2.542266150207955506e-06 5.557476755483647501e+00 5.910873000433921551e-07 4.913460975663871445e-03
7.966000000000000000e+03 7.681347919516983675e+05 9.698922776186555660e-07 -3.102898909748553267e-24 3.719654720940502379e-08 2.371225737122544842e-06 5.530198670802072947e+00 1.995566133187754206e-08 4.821345362960553424e-03
7.967000000000000000e+03 7.670120232013944769e+05 1.086615256820071645e-06 -8.978182088154301487e-24 5.745914857964833567e-08 2.579793024101453324e-06 5.481467462800618584e+00 -8.616163897784588133e-08 4.801932007789907683e-03
7.968000000000000000e+03 7.630803235952823889e+05 1.201191885391038617e-06 -1.244170932861113152e-23 3.440192540452230095e-08 2.438659210008625860e-06 5.439173598314328117e+00 4.211118870048835878e-08 4.859189266843569679e-03
7.969000000000000000e+03 7.625362945748061175e+05 1.155401809144648115e-06 2.026834815967481120e-08 -3.072093747158739395e-17 2.364121704402781435e-06 5.441321903868077570e+00 7.561999548863924510e-07 4.923796349321767941e-03
7.970000000000000000e+03 7.620176856082486920e+05 1.209136662044574263e-06 5.779405798413629698e-08 -3.297447157516196189e-17 2.542660841451412192e-06 5.390011362972611408e+00 3.556052038774111574e-07 4.900767890145695319e-03
7.971000000000000000e+03 7.654652608174657216e+05 1.125217607905440807e-06 3.438518815542896448e-08 2.013372362558802300e-08 2.627330858664109139e-06 5.326568521530100853e+00 -4.529104105717381358e-07 4.797993536657125385e-03
7.972000000000000000e+03 7.642409839624504093e+05 1.358939289627335609e-06 4.072557300860642689e-08 3.738639788685023785e-08 2.584643057894599790e-06 5.330597432872313135e+00 -1.170305870960894030e-06 4.737486855755889716e-03
7.973000000000000000e+03 7.602518192412253702e+05 1.609597129658394556e-06 3.437704676468268904e-08 3.758153742580693007e-08 2.216466721626043492e-06 5.356927051961410946e+00 -2.372552105296893107e-07 4.833211192940780991e-03
7.974000000000000000e+03 7.596969067649261560e+05 1.480697394224594744e-06 -8.671997436280966454e-24 5.803270415617082535e-08 2.417395086435828623e-06 5.377375193005718756e+00 -1.247676773990276442e-06 4.868053308033504743e-03
7.975000000000000000e+03 7.592156231100031873e+05 1.634551918610263156e-06 -3.042406777701258627e-24 9.571610210220808524e-08 2.501069434892845095e-06 5.362160808519506716e+00 -9.423149506509305081e-07 4.896322700666117834e-03
7.976000000000000000e+03 7.587796163312742719e+05 1.786935384970175255e-06 2.047834129035658390e-08 7.200667526023924270e-08 2.196692600119587414e-06 5.368626463789104797e+00 2.974794347946733930e-07 4.859513701609002000e-03
7.977000000000000000e+03 7.582085309837970417e+05 1.832628542155052582e-06 1.717078579537772788e-08 3.768281793683415468e-08 2.003326122917773374e-06 5.388424637321509891e+00 8.622213926686732935e-08 4.898395766515619039e-03
7.978000000000000000e+03 7.576458926773275016e+05 1.495270025474401667e-06 -2.834132379968138815e-23 1.717027794907883776e-08 2.180539971147585714e-06 5.405771892359602759e+00 -6.210485209400437266e-07 4.905755253678115331e-03
7.979000000000000000e+03 7.571526229239943204e+05 1.540056272226039070e-06 4.113998984988160137e-08 2.056999486283304951e-08 2.266448315288726478e-06 5.385966773088946447e+00 2.265644996291783231e-07 4.912494149686755067e-03
7.980000000000000000e+03 7.525930225448606070e+05 1.964305275804387119e-06 5.512628113080996521e-08 1.716125256490950459e-08 2.113605127570008324e-06 5.386582983637580924e+00 4.421087217242986662e-07 4.912643933817531505e-03
7.981000000000000000e+03 7.526848086252352223e+05 1.926049186567333540e-06 1.732725964249673181e-08 4.126571517326641159e-08 2.231438564823613817e-06 5.358526048738510461e+00 -1.145165806328728732e-06 4.847298277580341409e-03
7.982000000000000000e+03 7.553718356459303759e+05 1.732895211667810786e-06 2.066817908823284230e-08 5.498048450271854289e-08 2.329048006175035474e-06 5.322704127983620026e+00 -2.409265801388104873e-06 4.872308041668678598e-03
7.983000000000000000e+03 7.548710864540587645e+05 1.686066957760194847e-06 1.715676618884912653e-08 3.784941600565365101e-08 2.156854923811076939e-06 5.340127735538509057e+00 -2.448923466549074882e-06 4.877723128661178541e-03
7.984000000000000000e+03 7.545383722243924858e+05 1.807563638538814899e-06 4.143554620760519668e-08 5.858387908289245889e-08 2.028866113246069388e-06 5.375009710750162206e+00 -2.346253412803558847e-06 4.841672401312091187e-03
7.985000000000000000e+03 7.540403058922922937e+05 1.977558943592761450e-06 3.428083030583127744e-08 7.578224450581535442e-08 2.109154575034006820e-06 5.336155723649216753e+00 -5.516700077852955628e-07 4.929607360581919270e-03
7.986000000000000000e+03 7.534376036833511898e+05 2.255582418359293180e-06 1.784648110958091157e-24 5.506035441490455570e-08 2.039890552974373102e-06 5.281285915550556709e+00 1.030268550603719512e-06 5.019187609072855993e-03
7.987000000000000000e+03 7.529848487396918936e+05 2.407622919850800824e-06 4.161556116100389282e-08 1.713644900535484923e-08 1.984538005880616451e-06 5.233465331663178510e+00 -1.463507685878658696e-06 4.943895777430673891e-03
7.988000000000000000e+03 7.484741312408762751e+05 2.404959633718225337e-06 3.425711014062743635e-08 2.104540725350981581e-08 2.237072234187331088e-06 5.199039527135725258e+00 -2.675885445200696524e-06 4.967854060621414852e-03
7.989000000000000000e+03 7.444664518644781783e+05 2.417839619785002393e-06 2.108325777552221066e-08 1.729514876327204406e-08 2.682557782458377288e-06 5.176000012275088658e+00 -1.678024001106148047e-06 5.091846507157445079e-03
7.990000000000000000e+03 7.437372890797068831e+05 2.377972345253360142e-06 1.729723028168565041e-08 4.223760109638888778e-08 2.529262548955183553e-06 5.120137371064248377e+00 7.723458456315779077e-07 5.119961854396208427e-03
7.991000000000000000e+03 7.431741347098971019e+05 2.260562241648097668e-06 2.114777541653489349e-08 3.459472257534500900e-08 2.353592980348474176e-06 5.121302984531823199e+00 2.346937767727000990e-06 5.202293376894024865e-03
7.992000000000000000e+03 7.426113802391658537e+05 2.320126873609644337e-06 5.965648057002851271e-08 2.118220609953298561e-08 2.616323041239430682e-06 5.123259461959344563e+00 4.953551809160533166e-07 5.139019209537697835e-03
7.993000000000000000e+03 7.421052059166071704e+05 2.531578864336623622e-06 3.458238572649075402e-08 3.850051202212183217e-08 2.395884059729336969e-06 5.057242135956610873e+00 4.401382590401168900e-08 5.040346063241244942e-03
7.994000000000000000e+03 7.416703994090667693e+05 2.683286084405597198e-06 -2.454760741456962288e-23 3.852308426257500628e-08 2.322087342085793217e-06 4.987386009328965031e+00 5.221927287774185275e-07 5.047372951251196359e-03
