Energy Monitor Ho_a Ho_g1 Ho_b1 bragg Ho_b2 fluotot
8.176000000000000000e+03 1.352590000000000000e+05 1.451184130340415655e-03 -1.495908994005044320e-15 3.886723143852059600e-05 2.160562486639019824e+02 3.083130750533519889e-04 2.291381719515910853e-01
8.177000000000000000e+03 1.376870000000000000e+05 1.454852569336870802e-03 2.075099925871312974e-07 3.797432893861750703e-05 2.164673185715161878e+02 3.214005201944771265e-04 2.303993841103324225e-01
8.178000000000000000e+03 1.390780000000000000e+05 1.442766957082664697e-03 -1.738998925119948522e-15 3.944343667376785267e-05 2.162362560186210771e+02 3.243956504084755045e-04 2.326032873639213017e-01
8.179000000000000000e+03 1.350080000000000000e+05 1.467003013578031204e-03 -1.874683802589955811e-15 3.682321470896962791e-05 2.160471718730585451e+02 3.192922536213476021e-04 2.320306944773649627e-01
8.180000000000000000e+03 1.384130000000000000e+05 1.492221519242102612e-03 2.064215665561131364e-07 3.653661763810377166e-05 2.159287061593112469e+02 3.368658060928087080e-04 2.367552180792316385e-01
8.181000000000000000e+03 1.381960000000000000e+05 1.478024999689881531e-03 2.067456964777834124e-07 3.307931178491831055e-05 2.125657463479515457e+02 3.371242930291671810e-04 2.371848678688203982e-01
8.182000000000000000e+03 1.349230000000000000e+05 1.468986014245161941e-03 2.117609914895428572e-07 3.938754485362550863e-05 2.125281368088511158e+02 3.330310258545878563e-04 2.380024161929321092e-01
8.183000000000000000e+03 1.382090000000000000e+05 1.505794020029706595e-03 2.067262495341565237e-07 4.072507165648712741e-05 2.148975814275020468e+02 3.499469227195107840e-04 2.398975464694750315e-01
8.184000000000000000e+03 1.390800000000000000e+05 1.471301203829245311e-03 -2.725145220990105426e-15 3.964830108057027598e-05 2.121415473134944136e+02 3.471749040248568795e-04 2.369140063272896224e-01
8.185000000000000000e+03 1.344830000000000000e+05 1.479103572304943512e-03 2.124538281908955399e-07 3.080580551338937584e-05 2.133121236978765580e+02 3.587942027609798343e-04 2.386993151550795556e-01
8.186000000000000000e+03 1.378510000000000000e+05 1.485454792286081127e-03 -3.162683232394204443e-15 4.041630870598379081e-05 2.127678058116509590e+02 3.695656429905917360e-04 2.404987994283730168e-01
8.187000000000000000e+03 1.378330000000000000e+05 1.481917558619074305e-03 -3.406595296223389390e-15 4.290906904939829138e-05 2.118571600313056535e+02 3.618151197334358170e-04 2.420537897310526543e-01
8.188000000000000000e+03 1.342650000000000000e+05 1.482781918487426380e-03 2.127987791220281366e-07 3.745258577120939045e-05 2.119231664521290384e+02 4.026429534385619728e-04 2.425725244851586748e-01
8.189000000000000000e+03 1.377690000000000000e+05 1.488620185133914670e-03 2.073864804643630716e-07 3.836649961685346835e-05 2.117706110011705505e+02 3.845249897482132576e-04 2.438719886186228869e-01
8.190000000000000000e+03 1.377730000000000000e+05 1.478000562001055649e-03 -4.254437364709814602e-15 3.940228802865168329e-05 2.112780238559792849e+02 3.805566505541003834e-04 2.426818026754107016e-01
8.191000000000000000e+03 1.329760000000000000e+05 1.511980679650033526e-03 2.148615386409208734e-07 3.631160080444161643e-05 2.100877051658736718e+02 4.146238493441928817e-04 2.479770785705718017e-01
8.192000000000000000e+03 1.376130000000000000e+05 1.490100083982929396e-03 2.076215756710209283e-07 3.778712766962423762e-05 2.130291359589750471e+02 4.062924277595977548e-04 2.464447399591592758e-01
8.193000000000000000e+03 1.366060000000000000e+05 1.485188895697950838e-03 -5.308284578622366753e-15 4.245787154297761578e-05 2.132617103659079589e+02 4.312807304853776219e-04 2.502159495190526828e-01
8.194000000000000000e+03 1.336960000000000000e+05 1.508753333789236099e-03 -5.713477701264706066e-15 4.124495657525815230e-05 2.133687453095249964e+02 4.513179469552650860e-04 2.506357707036800386e-01
8.195000000000000000e+03 1.363330000000000000e+05 1.509120001341253577e-03 4.191417800866375786e-07 4.149503683732374073e-05 2.147469500853631530e+02 4.421518050888518158e-04 2.542377854224634470e-01
8.196000000000000000e+03 1.376510000000000000e+05 1.515634259312111359e-03 2.075642578739071297e-07 4.338093127858549220e-05 2.150156573996324028e+02 4.575931365033853717e-04 2.585596908122803628e-01
8.197000000000000000e+03 1.326420000000000000e+05 1.487570194314664310e-03 -7.119780062083765714e-15 3.834165864292068471e-05 2.169750991563334424e+02 4.792903870588270470e-04 2.570905143167328544e-01
8.198000000000000000e+03 1.359590000000000000e+05 1.454009769752015631e-03 2.101473792097424381e-07 4.413095124265403540e-05 2.168224233538479382e+02 4.868475165389141764e-04 2.569598187688975632e-01
8.199000000000000000e+03 1.360820000000000000e+05 1.483769239975056987e-03 4.199148750127354133e-07 4.745038180760759909e-05 2.185791555080853925e+02 4.914489265866034667e-04 2.587630987198762389e-01
8.200000000000000000e+03 1.324840000000000000e+05 1.485462395459074452e-03 2.156594562143968491e-07 4.313189301565256614e-05 2.193269554274957898e+02 4.808555176571314917e-04 2.580990912110141533e-01
8.201000000000000000e+03 1.365730000000000000e+05 1.435129930513351750e-03 -9.533471184122927546e-15 4.602457503104043517e-05 2.211719634504772500e+02 5.043574355691515841e-04 2.598170941547777724e-01
8.202000000000000000e+03 1.356440000000000000e+05 1.462652236737341802e-03 -1.025258683764880026e-14 4.844614263386932534e-05 2.215550105908262424e+02 5.155334052322019462e-04 2.583158857007955556e-01
8.203000000000000000e+03 1.322610000000000000e+05 1.476517751156533565e-03 2.160230688810668733e-07 4.126040826201871628e-05 2.229016466171945865e+02 5.317787062366775407e-04 2.626700236653324305e-01
8.204000000000000000e+03 1.363150000000000000e+05 1.446230107786062799e-03 2.095985544918935720e-07 4.904606452491864962e-05 2.223152669367858323e+02 5.233507228345592524e-04 2.616293144554844852e-01
8.205000000000000000e+03 1.335550000000000000e+05 1.456649748364772243e-03 4.278600983926100472e-07 4.513924172491803877e-05 2.216270565106856338e+02 5.242081478387223496e-04 2.609861105911337464e-01
8.206000000000000000e+03 1.328680000000000000e+05 1.419668930280966425e-03 2.150361768912722312e-07 4.752299812058369174e-05 2.236561284512250438e+02 5.166112392735811368e-04 2.625839178733750945e-01
8.207000000000000000e+03 1.360520000000000000e+05 1.409335086164533683e-03 -1.472525721067161831e-14 4.179074387524097788e-05 2.242967810445418309e+02 5.344260183793480201e-04 2.627671772557539920e-01
8.208000000000000000e+03 1.334300000000000000e+05 1.473645892442265043e-03 -1.582604144137816843e-14 5.224783460562520753e-05 2.244344835688406476e+02 5.390328300897144660e-04 2.650003747283162792e-01
8.209000000000000000e+03 1.317030000000000000e+05 1.454788425472464597e-03 2.169383106801804993e-07 4.555704881437780342e-05 2.249712972627132501e+02 5.549120498973946630e-04 2.649597959044245332e-01
8.210000000000000000e+03 1.361110000000000000e+05 1.436852484894156909e-03 -1.827488260086353328e-14 5.079887528771160401e-05 2.238536973411655708e+02 5.625049035927236684e-04 2.660181763413801970e-01
8.211000000000000000e+03 1.327510000000000000e+05 1.408652288871646910e-03 2.152256929505843319e-07 4.433649679259882265e-05 2.239313352384063762e+02 5.757913801999701162e-04 2.668981777915034326e-01
8.212000000000000000e+03 1.321550000000000000e+05 1.470999962165638790e-03 2.161963284308337641e-07 4.777939324494505493e-05 2.235615312187703694e+02 5.709098562816391055e-04 2.681926525670643158e-01
8.213000000000000000e+03 1.357740000000000000e+05 1.459778749981586934e-03 2.104337022916988981e-07 5.260843123762387266e-05 2.265100196233959196e+02 5.710578585815266530e-04 2.687996229027592721e-01
8.214000000000000000e+03 1.305700000000000000e+05 1.499141128458735895e-03 -2.433734763622857727e-14 4.901585356513747964e-05 2.260626655633648170e+02 5.989065473912804846e-04 2.721605269204181998e-01
8.215000000000000000e+03 1.321170000000000000e+05 1.437254208661370306e-03 6.487755721146906381e-07 5.255082345842808307e-05 2.260564620856916349e+02 5.794169778566610109e-04 2.719710559579743836e-01
8.216000000000000000e+03 1.355220000000000000e+05 1.443308097578252904e-03 -2.806787849608165601e-14 4.553820465628142714e-05 2.262866840659103786e+02 5.924223132761912303e-04 2.704579330293168660e-01
8.217000000000000000e+03 1.303980000000000000e+05 1.431003542999125617e-03 -3.013765972258767515e-14 4.469831921173198955e-05 2.262076004502838487e+02 5.821979565237798970e-04 2.724965106826725547e-01
8.218000000000000000e+03 1.312750000000000000e+05 1.489131321925075664e-03 8.705824417298885204e-07 4.505264303397992664e-05 2.263906516274252851e+02 5.858675797945109114e-04 2.738373643115665224e-01
8.219000000000000000e+03 1.361440000000000000e+05 1.491068280644023986e-03 2.098617922376750528e-07 4.763863472289844728e-05 2.267380121706607383e+02 6.131628083389875378e-04 2.758696674109743507e-01
8.220000000000000000e+03 1.296140000000000000e+05 1.470961029342068285e-03 -3.728518598554647812e-14 4.298477457241171070e-05 2.242333829950902668e+02 5.846139633701077486e-04 2.753406267841512212e-01
8.221000000000000000e+03 1.322230000000000000e+05 1.471323878166863088e-03 2.160851234667358683e-07 4.926741727449622076e-05 2.253773809106340593e+02 6.282244867932573230e-04 2.767370275973176086e-01
8.222000000000000000e+03 1.344720000000000000e+05 1.481561748383094157e-03 2.124711672046307135e-07 4.993073438549076501e-05 2.244969565207929350e+02 6.218005393454484461e-04 2.774034743292218552e-01
8.223000000000000000e+03 1.293540000000000000e+05 1.477672566313041353e-03 4.417555791213232389e-07 4.329205127015785617e-05 2.240994092065335792e+02 6.374963007969051618e-04 2.797671506099452254e-01
8.224000000000000000e+03 1.318680000000000000e+05 1.507351507351507251e-03 2.166668338871028403e-07 5.048338381671715560e-05 2.244447176685960699e+02 6.292206492474433470e-04 2.808338641671903613e-01
8.225000000000000000e+03 1.351110000000000000e+05 1.498027547720022848e-03 -5.304824780157553048e-14 4.948312340012497797e-05 2.236637761180575126e+02 6.521624190119179034e-04 2.810948035319170146e-01
8.226000000000000000e+03 1.292300000000000000e+05 1.507168835188644942e-03 -5.690645021103602122e-14 4.642884779076065930e-05 2.217988148305395839e+02 6.315440511059969807e-04 2.822254894374447987e-01
8.227000000000000000e+03 1.328250000000000000e+05 1.526821005081874629e-03 -6.103886538075682391e-14 5.227071065580382261e-05 2.237713448639227636e+02 6.351966358061021927e-04 2.853754940711471511e-01
8.228000000000000000e+03 1.359550000000000000e+05 1.533490598254674733e-03 -6.546450841012170580e-14 5.148762458166305139e-05 2.208013980210995726e+02 6.342022399979483239e-04 2.834687948218100328e-01
8.229000000000000000e+03 1.298960000000000000e+05 1.520777061209407184e-03 -7.020367963862263009e-14 4.949014156380049270e-05 2.211957806992253381e+02 6.388394835189171658e-04 2.859749337931868363e-01
8.230000000000000000e+03 1.407340000000000000e+05 1.544352161829104291e-03 2.030171669763372820e-07 5.420560368192070278e-05 2.201012821131113810e+02 6.469418050535636873e-04 2.862137081302313923e-01
8.235000000000000000e+03 1.404120000000000000e+05 1.547283300979566349e-03 -1.065438099085408188e-13 4.781846077461836611e-05 2.203485040661840912e+02 6.638590210037464186e-04 2.912357918126637912e-01
8.240000000000000000e+03 1.392400000000000000e+05 1.550662781630894301e-03 2.051954009594627543e-07 4.616899905610046445e-05 2.214590812426162927e+02 6.875739961189824634e-04 2.901249640907864191e-01
8.245000000000000000e+03 1.402600000000000000e+05 1.558126744209732857e-03 -2.117559933641707647e-13 4.787028172170051384e-05 2.240926762914115216e+02 6.645870977600139631e-04 2.949878796520847279e-01
8.250000000000000000e+03 1.399400000000000000e+05 1.516568325200596092e-03 2.041688363498354804e-07 5.124645256130178501e-05 2.247417755843361249e+02 7.183771152815040389e-04 2.951050450192937991e-01
8.255000000000000000e+03 1.388980000000000000e+05 1.507992504263148915e-03 -4.164793861658571399e-13 4.360856784937765398e-05 2.243948507227576101e+02 7.160922984078373814e-04 2.950294460683275388e-01
8.260000000000000000e+03 1.376530000000000000e+05 1.558369855464724436e-03 4.151219156699371374e-07 5.022982219265628007e-05 2.270875136122834022e+02 7.038397730974305230e-04 2.986567673788429467e-01
8.265000000000000000e+03 1.372460000000000000e+05 1.550916914570500118e-03 -8.105907049123556353e-13 4.225988371245792321e-05 2.307051369566902963e+02 7.522967683050886664e-04 3.033312446264335160e-01
8.270000000000000000e+03 1.373510000000000000e+05 1.552643539960705523e-03 -1.126417891165259259e-12 4.368370088313882087e-05 2.296650767895989986e+02 7.342565166055751297e-04 3.012209594396829115e-01
8.275000000000000000e+03 1.374140000000000000e+05 1.568357559741261412e-03 2.079206925055193683e-07 5.052510765174685948e-05 2.324542503421471338e+02 7.662911732463216930e-04 3.076251328103378202e-01
8.280000000000000000e+03 1.370780000000000000e+05 1.584707768048639748e-03 2.084297460973372934e-07 4.856463369134987325e-05 2.324757441612358662e+02 7.719129851543818236e-04 3.098819650126189429e-01
8.285000000000000000e+03 1.363670000000000000e+05 1.545409498946645043e-03 4.190343072342822927e-07 4.609410110741077668e-05 2.314448149656627152e+02 7.474716652843031110e-04 3.081610653603884531e-01
8.290000000000000000e+03 1.368750000000000000e+05 1.592067840834964117e-03 2.087369388343763014e-07 4.801043705153294056e-05 2.312090085935423645e+02 7.439603912315504103e-04 3.126648401826530033e-01
8.295000000000000000e+03 1.357530000000000000e+05 1.627956656574808692e-03 2.104606653834987959e-07 5.009097404845565228e-05 2.313351813704070992e+02 7.535483720266980111e-04 3.127665686946181633e-01
8.300000000000000000e+03 1.367100000000000000e+05 1.620740462083451001e-03 4.179782576027939267e-07 4.702341766199567353e-05 2.322509776920907143e+02 7.479438579190033536e-04 3.184770682466471214e-01
8.305000000000000000e+03 1.351240000000000000e+05 1.625808252314276314e-03 -1.047459277322092321e-11 4.376932087775461803e-05 2.328823501193799927e+02 7.628511498356982563e-04 3.186184541606290055e-01
8.310000000000000000e+03 1.350620000000000000e+05 1.590803800159503551e-03 -1.425396495896296764e-11 3.934700888692388573e-05 2.320754435748980029e+02 7.420674308308258848e-04 3.149886718692142540e-01
8.315000000000000000e+03 1.347250000000000000e+05 1.606234922991278680e-03 -1.934625034513675808e-11 4.474723643400577990e-05 2.333602438646342705e+02 7.178093424155807239e-04 3.170903692707365829e-01
8.320000000000000000e+03 1.345440000000000000e+05 1.602874471229804752e-03 2.123313190166852948e-07 4.480743421164398932e-05 2.359117976826918550e+02 7.343736179561948657e-04 3.164615293138318131e-01
8.325000000000000000e+03 1.342080000000000000e+05 1.584959806526330247e-03 -3.535955318076720596e-11 4.257783227740309206e-05 2.363493403481106441e+02 7.020098597953829686e-04 3.187440391034894183e-01
8.330000000000000000e+03 1.342860000000000000e+05 1.668507088282790863e-03 2.127178884573946185e-07 4.787223856970517454e-05 2.391220144788331936e+02 7.243860911823888282e-04 3.237195240010102837e-01
8.335000000000000000e+03 1.332450000000000000e+05 1.632653061224489856e-03 2.143638187837259177e-07 5.339251539859442161e-05 2.391478409337887570e+02 7.157920278770543232e-04 3.241172276633324523e-01
8.340000000000000000e+03 1.336240000000000000e+05 1.635933664611147588e-03 6.413730903320436031e-07 5.110288143276228847e-05 2.380939427925300151e+02 6.845005838848343578e-04 3.204364485421853925e-01
8.345000000000000000e+03 1.318520000000000000e+05 1.691940314031749890e-03 -1.144662952543940662e-10 5.070620305884086554e-05 2.388825703572371424e+02 6.757068212699513356e-04 3.314701331796187089e-01
8.350000000000000000e+03 1.316910000000000000e+05 1.648013694394996186e-03 -1.525375564369542120e-10 4.859861342081084177e-05 2.402253701061209767e+02 6.964486698497671362e-04 3.276154027230500088e-01
8.355000000000000000e+03 1.331740000000000000e+05 1.657123119270385164e-03 4.288814446018409535e-07 5.385006511352495167e-05 2.401204874900997481e+02 6.635636860188178594e-04 3.252737020739863150e-01
8.360000000000000000e+03 1.314570000000000000e+05 1.638993304709090038e-03 4.344198247785578427e-07 4.846777707865364390e-05 2.403280945285455346e+02 6.596086860341826997e-04 3.289897076610656668e-01
8.365000000000000000e+03 1.303150000000000000e+05 1.671115593534348116e-03 2.188936180757954911e-07 5.020801245334107686e-05 2.414164156487617277e+02 6.454993132745287217e-04 3.264704753865541043e-01
8.370000000000000000e+03 1.313420000000000000e+05 1.684805426182898590e-03 2.170659967767000744e-07 5.199076783185445572e-05 2.422044813940214567e+02 6.364407890531355999e-04 3.330160953845736072e-01
8.375000000000000000e+03 1.302400000000000000e+05 1.667690417690417511e-03 2.187588923159367635e-07 4.892067392067391733e-05 2.424151492198806750e+02 6.098934225169376933e-04 3.289081695331744770e-01
8.380000000000000000e+03 1.293280000000000000e+05 1.717449320443258532e-03 -8.085108597436903716e-10 5.324225446704723588e-05 2.430959805446629218e+02 6.042668000445942716e-04 3.310265371767877607e-01
8.385000000000000000e+03 1.296240000000000000e+05 1.697877818040750787e-03 -1.057847483278796260e-09 4.805106638100528431e-05 2.452252731595604587e+02 5.979653450523386964e-04 3.321452817379469957e-01
8.390000000000000000e+03 1.289510000000000000e+05 1.711613602952173499e-03 2.201876470985567065e-07 4.896655097118839014e-05 2.456839893463355509e+02 5.861281736605089294e-04 3.273569030096681876e-01
8.395000000000000000e+03 1.286500000000000000e+05 1.707623119204930342e-03 -1.796739800995000545e-09 5.552162567319971165e-05 2.464944175230947963e+02 5.764497116253470112e-04 3.316129032257980613e-01
8.400000000000000000e+03 1.283630000000000000e+05 1.703205529853395704e-03 -2.332438062306963202e-09 5.163926854756767208e-05 2.500863309606705229e+02 5.646185797151803947e-04 3.344811199488918474e-01
8.405000000000000000e+03 1.264240000000000000e+05 1.693620560291445682e-03 2.229769369708349436e-07 4.745934316269062689e-05 2.508138046175586169e+02 5.786909959946576025e-04 3.332357780168420103e-01
8.410000000000000000e+03 1.274660000000000000e+05 1.692103888768097236e-03 -3.899848313101535678e-09 4.819212294146786699e-05 2.514250290248440365e+02 5.532725507913068214e-04 3.334693173081504924e-01
8.415000000000000000e+03 1.278150000000000000e+05 1.676977327722545567e-03 -5.022967624209038879e-09 4.761345918487098713e-05 2.524359366066332484e+02 5.418405205067216299e-04 3.347024997066019858e-01
8.420000000000000000e+03 1.260850000000000000e+05 1.721061188880517205e-03 2.201518884809608343e-07 4.736034081317025456e-05 2.532744843715516936e+02 5.453233778947062056e-04 3.318634254669443617e-01
8.425000000000000000e+03 1.271800000000000000e+05 1.699054208882798400e-03 -8.267485432517758355e-09 5.414148675667782685e-05 2.535021265312821015e+02 5.148869616767467973e-04 3.356817109608315475e-01
8.430000000000000000e+03 1.264570000000000000e+05 1.730006473120733208e-03 2.153727910484997717e-07 5.173977828714221283e-05 2.546317678162767777e+02 5.102341109674045708e-04 3.368417723020432630e-01
8.435000000000000000e+03 1.254310000000000000e+05 1.724340189312963080e-03 2.143200782679374533e-07 5.261857116661749833e-05 2.547305083315975764e+02 5.017236937861758962e-04 3.379627045945616803e-01
8.440000000000000000e+03 1.259430000000000000e+05 1.736159555172918194e-03 4.366016255361885817e-07 4.128851940957417051e-05 2.566742160615685293e+02 4.859014999997642026e-04 3.378512501687209180e-01
8.445000000000000000e+03 1.257150000000000000e+05 1.758853642877029281e-03 2.055669009755096986e-07 5.249970170624030058e-05 2.608692768365966117e+02 4.945578855432822187e-04 3.433719126595788373e-01
8.450000000000000000e+03 1.247760000000000000e+05 1.758808928456937577e-03 -2.744739869009470464e-08 4.831515218128028022e-05 2.570734912368885148e+02 4.710716612852301234e-04 3.391918317625107204e-01
8.455000000000000000e+03 1.250990000000000000e+05 1.729373193573546926e-03 1.937715468832317643e-07 4.567810865223314437e-05 2.582484889924744493e+02 4.774241523897350555e-04 3.368691995939139261e-01
8.460000000000000000e+03 1.242030000000000000e+05 1.762782357453983794e-03 1.864879338356661263e-07 4.669774482097855821e-05 2.586317191825698956e+02 4.470802773962966156e-04 3.424474449087335781e-01
8.465000000000000000e+03 1.241190000000000000e+05 1.723461240537594750e-03 1.755515599899646726e-07 4.488779777011231919e-05 2.589024285638835181e+02 4.393479354875961130e-04 3.395290003947783464e-01
8.470000000000000000e+03 1.240540000000000000e+05 1.741868172616072843e-03 1.619343398849094399e-07 5.274200866442954323e-05 2.603504264451175914e+02 4.372928613295194679e-04 3.420607154948547279e-01
8.475000000000000000e+03 1.235380000000000000e+05 1.725090949459160252e-03 1.459284321717068532e-07 4.903060481101245992e-05 2.603295539725795607e+02 4.356650609018149602e-04 3.441208373132079723e-01
8.480000000000000000e+03 1.242660000000000000e+05 1.743265023647429203e-03 -1.062477022134090549e-07 4.828352083433923780e-05 2.618027613503604130e+02 4.190990095877480557e-04 3.420404615904557577e-01
8.485000000000000000e+03 1.231250000000000000e+05 1.782625090645395191e-03 -1.319192863376179990e-07 4.385786802030457046e-05 2.644088383955797781e+02 4.292582338767899665e-04 3.456081218274048017e-01
8.490000000000000000e+03 1.221180000000000000e+05 1.745150475067440681e-03 3.045662597189858273e-07 4.655918280445377037e-05 2.636070312505999595e+02 4.119830595169689247e-04 3.465828133444650572e-01
8.495000000000000000e+03 1.234940000000000000e+05 1.782157143551219448e-03 2.609398165163491937e-07 4.742856217421782935e-05 2.644408223886382530e+02 4.159588254554627356e-04 3.497983707710429768e-01
8.500000000000000000e+03 1.219330000000000000e+05 1.770761694654324116e-03 6.887121516496527754e-07 4.288069208968391186e-05 2.640926874384492180e+02 4.191804243901435328e-04 3.495526231619075497e-01
8.505000000000000000e+03 1.209040000000000000e+05 1.744241003488009251e-03 -6.909908075767478420e-08 4.844457468026580312e-05 2.667157589813252798e+02 3.936854675914816027e-04 3.470687487593492326e-01
8.510000000000000000e+03 1.213830000000000000e+05 1.763956120002683472e-03 -1.388924310051383391e-07 4.895955070196932697e-05 2.679326626515527892e+02 4.119071975789397933e-04 3.536656698219779460e-01
8.515000000000000000e+03 1.203670000000000000e+05 1.769350640719038852e-03 -2.200925831631770396e-07 4.581227175459814157e-05 2.681163495565094763e+02 3.952103267551470883e-04 3.542083793730931296e-01
8.520000000000000000e+03 1.201900000000000000e+05 1.810229042111894272e-03 3.931997444747074639e-07 5.063411503215147126e-05 2.671620824599001480e+02 3.905645827495588234e-04 3.535069473333919965e-01
8.525000000000000000e+03 1.208220000000000000e+05 1.783497329010563359e-03 3.136157612429084563e-08 5.060573169030237574e-05 2.696441992668143257e+02 3.738617112850330603e-04 3.541656320868706853e-01
8.530000000000000000e+03 1.190700000000000000e+05 1.762948565669653989e-03 -3.423764096309712233e-07 4.751106791923118583e-05 2.707700188436293729e+02 3.913618376689137891e-04 3.542873939699315300e-01
8.535000000000000000e+03 1.194650000000000000e+05 1.819301528839887411e-03 -5.162519467318756405e-07 4.926726895504362157e-05 2.719729888412477408e+02 3.836114713513498887e-04 3.593604821495793300e-01
8.540000000000000000e+03 1.186510000000000000e+05 1.767247762646031398e-03 -2.366068720555106562e-07 4.767884684615264365e-05 2.709508335239524399e+02 3.804647869144018668e-04 3.578478057496388698e-01
8.545000000000000000e+03 1.182180000000000000e+05 1.795713971524761678e-03 -9.602561469715288899e-07 4.640337584559276954e-05 2.714126264522668635e+02 3.533402175901789494e-04 3.573059940110541732e-01
8.550000000000000000e+03 1.184020000000000000e+05 1.772412145547734574e-03 -7.671987076086822259e-07 4.464210305327854069e-05 2.716295264410750292e+02 3.470001940599168225e-04 3.557541257749105013e-01
8.555000000000000000e+03 1.172770000000000000e+05 1.798915631977528141e-03 -6.118419798054738418e-07 4.677570440678296271e-05 2.752737227649998317e+02 3.418024296040413513e-04 3.552785286117582375e-01
8.560000000000000000e+03 1.162920000000000000e+05 1.804079386372235520e-03 -5.099236013278711436e-07 5.183994968330950048e-05 2.768356185697984984e+02 3.363444666161512393e-04 3.601365528153321893e-01
8.565000000000000000e+03 1.168490000000000000e+05 1.756112589752586604e-03 -7.467554996569742411e-07 4.596897338812117511e-05 2.785072688851633416e+02 3.494123420996179561e-04 3.540552336776466857e-01
8.570000000000000000e+03 1.168950000000000000e+05 1.794284247768143398e-03 -1.300411253654185490e-06 4.595088388236084252e-05 2.759974674260218990e+02 3.436533700082839652e-04 3.536849309209126879e-01
8.575000000000000000e+03 1.168430000000000000e+05 1.817090332448548229e-03 -1.455969914297448788e-06 4.670491905499565306e-05 2.770457479457925842e+02 3.440509761509842504e-04 3.532090069580501313e-01
8.580000000000000000e+03 1.161870000000000000e+05 1.801037490056055105e-03 -7.171568324965389658e-07 4.918179929153618528e-05 2.779023072213312844e+02 3.403377136279820835e-04 3.509256629399178373e-01
8.585000000000000000e+03 1.147010000000000000e+05 1.804692199719270087e-03 -1.037844342657627654e-06 5.131353942611037574e-05 2.792957787350959507e+02 3.435015440871555005e-04 3.536324879469168181e-01
8.590000000000000000e+03 1.161500000000000000e+05 1.834081544800442816e-03 -2.845727331626820327e-06 4.722956767726462288e-05 2.801254904948254989e+02 3.187993877594787499e-04 3.514248816185963631e-01
8.595000000000000000e+03 1.143220000000000000e+05 1.807925983500238655e-03 -2.950226348906093599e-06 4.798476483716420358e-05 2.793237526045380150e+02 3.146499520100031811e-04 3.472210073301705280e-01
8.600000000000000000e+03 1.140100000000000000e+05 1.823398949966794844e-03 -1.022297306720664642e-06 4.009673336925332254e-05 2.810642385748461720e+02 3.112507823475799519e-04 3.535391632313073518e-01
8.605000000000000000e+03 1.148760000000000000e+05 1.810399287679137102e-03 -2.378240472309335385e-06 4.078932314595116516e-05 2.812573631292979712e+02 3.106454329329649410e-04 3.523016121731156192e-01
8.610000000000000000e+03 1.139620000000000000e+05 1.830434706305610493e-03 -2.571422131890208315e-06 5.214770838399767445e-05 2.804148825329962165e+02 3.181511009842656786e-04 3.519067759428630149e-01
8.615000000000000000e+03 1.147240000000000000e+05 1.885020944677163156e-03 -4.154492484313729189e-06 4.408094955844336801e-05 2.773442756420297428e+02 3.110570495553495701e-04 3.539974198946998496e-01
8.620000000000000000e+03 1.138420000000000000e+05 1.718170798123715322e-03 -2.601152877688474126e-06 4.743416313838477965e-05 2.852053278256345834e+02 2.878676114839694438e-04 3.466822438116066163e-01
8.625000000000000000e+03 1.126460000000000000e+05 1.817070417819667593e-03 -4.035425559824505691e-06 4.261136658203575929e-05 2.844986089653480121e+02 3.107078555615792295e-04 3.536388331587356215e-01
8.630000000000000000e+03 1.137910000000000000e+05 1.812596276130299050e-03 -3.617798327227152931e-06 4.896194401515560472e-05 2.846276153926549455e+02 3.075814240640475168e-04 3.552741429462833445e-01
8.635000000000000000e+03 1.124620000000000000e+05 1.809373070776922922e-03 -1.886232604910794986e-06 4.572973220160714779e-05 2.879912734563226877e+02 2.840324336519463636e-04 3.544397218616008871e-01
8.640000000000000000e+03 1.130300000000000000e+05 1.785872271584029551e-03 -1.945620215102666971e-06 4.094993743759557772e-05 2.849328160885617081e+02 2.815940038046108973e-04 3.521896841546492962e-01
8.645000000000000000e+03 1.123640000000000000e+05 1.757807533678809164e-03 -3.168237154951012487e-06 4.526106480469087567e-05 2.867208737844719622e+02 2.934340866236046885e-04 3.527464312413196579e-01
8.650000000000000000e+03 1.113660000000000000e+05 1.765863395085958418e-03 -9.879311360107199779e-06 4.387078898150500517e-05 2.851636190613354529e+02 3.060692999541834666e-04 3.506994953576458296e-01
8.655000000000000000e+03 1.125420000000000000e+05 1.797931946676415435e-03 -1.132522463139121709e-05 4.645884584041005716e-05 2.881072129009903051e+02 2.850999077848621758e-04 3.524817401503442249e-01
8.660000000000000000e+03 1.113860000000000000e+05 1.822234648622165793e-03 -1.062112985446557836e-07 4.463243649496859004e-05 2.875974101316015208e+02 2.916498837431126512e-04 3.532311062431462423e-01
8.665000000000000000e+03 1.113110000000000000e+05 1.825259215813608603e-03 -8.024627569401335812e-06 4.440582820078108035e-05 2.896060199675263789e+02 2.846593242526127021e-04 3.536667535104371929e-01
8.670000000000000000e+03 1.112410000000000000e+05 1.804062479532854554e-03 -1.301942594153658372e-05 4.109481730143176991e-05 2.913937468218817912e+02 2.861226638704151117e-04 3.555253908181265077e-01
8.675000000000000000e+03 1.097610000000000000e+05 1.827607255764797985e-03 -7.645955866276984785e-06 3.852526333188863785e-05 2.931649748218961804e+02 2.728005121708649812e-04 3.551261376991901586e-01
