Energy Monitor Ho_a Ho_g2 Ho_g1 Ho_b1 bragg Ho_b2 fluotot
7.900000000000000000e+03 9.898333379354014760e+05 1.719527989093956551e-07 -7.273232470860025300e-24 -6.347055687426887962e-22 1.134152779948747413e-06 6.323116589567800361e+01 -7.717866206121285812e-08 1.373609645774918810e-03
7.901000000000000000e+03 9.952661110190491891e+05 2.466320186015785688e-07 -4.956616259588914278e-24 -6.902937832840424058e-22 1.041363569168055550e-06 6.300882515591642630e+01 -1.109998470678526882e-06 1.353721794821738161e-03
7.902000000000000000e+03 9.885828130822489038e+05 1.436018405558682499e-07 -3.286912627289033133e-24 -7.517961507327077422e-22 8.282999095493864824e-07 6.319478475079814928e+01 -3.168814794354581369e-07 1.324279747215439517e-03
7.903000000000000000e+03 9.851432477247497300e+05 1.395680084597497890e-07 -5.615966020127561158e-24 -8.230364903285176030e-22 9.913191321932110608e-07 6.311097695831897880e+01 -1.062497157550356218e-06 1.335462690962091513e-03
7.904000000000000000e+03 9.845804108539962908e+05 1.213118743917228678e-07 -3.961108253877022241e-24 -8.965457423503394284e-22 8.992769639397730870e-07 6.319850619360580879e+01 9.265921673791714534e-07 1.452029609181513256e-03
7.905000000000000000e+03 9.846043890011921758e+05 6.807927585603668447e-08 -4.603454463856721625e-24 -9.791638769661603319e-22 1.122310604542827592e-06 6.318199683762090046e+01 4.329635385952662771e-07 1.430541548567810769e-03
7.906000000000000000e+03 9.844015451977401972e+05 5.804832183069095976e-08 -2.774741432727969037e-24 -1.066730653648273431e-21 9.358046794352900541e-07 6.327032240314174061e+01 5.750294938759160778e-07 1.445751004230570215e-03
7.907000000000000000e+03 9.834361314908602508e+05 9.178481264354387683e-09 -1.316694623908479734e-24 -1.162749243301687430e-21 8.576167916115890012e-07 6.305402647590444332e+01 -4.094954070706644871e-07 1.361292553811983093e-03
7.908000000000000000e+03 9.829130681325023761e+05 1.728337648240626729e-07 -4.663065706874863985e-24 -1.272372882833851862e-21 7.531817803648243135e-07 6.321633826999397598e+01 1.356481623509535203e-06 1.460780261778283793e-03
7.909000000000000000e+03 9.825545439695821842e+05 1.786348685849483625e-07 2.491617524207761483e-08 -1.389995015672141218e-21 7.261702787250204976e-07 6.299686116679798431e+01 6.727796153420306331e-07 1.424295234251555121e-03
7.910000000000000000e+03 9.821152144645288354e+05 1.745503716295906500e-07 3.947068826828122648e-09 -1.514477897485643732e-21 9.047463701890986888e-07 6.311410934155605190e+01 3.980597054490280282e-08 1.395951208600793416e-03
7.911000000000000000e+03 9.811456577323200181e+05 1.493342378042586488e-07 -2.836526133965188283e-24 -1.650355593329206626e-21 9.843324391982280306e-07 6.303662526791526943e+01 3.761997898083331461e-07 1.396954373458909361e-03
7.912000000000000000e+03 9.802690846468805103e+05 1.713605790576666679e-07 -3.811635618091291720e-24 -1.801350643995341286e-21 1.068232045470891116e-06 6.312284092855456663e+01 -3.569376412378427598e-07 1.388728905942393033e-03
7.913000000000000000e+03 9.800065163661962142e+05 4.567484662039880109e-08 -1.324238269199106047e-24 -1.962342801045093838e-21 8.368158911581768603e-07 6.314933478909298259e+01 9.430151509652790830e-08 1.361507904964040418e-03
7.914000000000000000e+03 9.796766379213052569e+05 8.131799792035213539e-08 -4.501619825457968794e-24 2.607692779362401176e-08 8.782762957040335700e-07 6.286932192518252549e+01 -1.512886120494083792e-07 1.379603497461322215e-03
7.915000000000000000e+03 9.784490257690453436e+05 1.929222503332696582e-07 -7.325116909118508624e-24 2.870728094187539029e-09 9.182062476614666162e-07 6.303162695164435547e+01 1.663666042328446882e-07 1.394881555509940507e-03
7.916000000000000000e+03 9.784244475195624400e+05 1.247760667715006168e-07 -4.313383762632510276e-24 -2.548944888605534296e-21 9.404917110846490175e-07 6.324018655938628797e+01 -9.599661875491223787e-08 1.374753597627701059e-03
7.917000000000000000e+03 9.781279756876693573e+05 9.006952681759692409e-08 6.894156894625831838e-25 -2.774229644271697435e-21 7.940549384476709538e-07 6.273132189288355676e+01 -7.420661884787786131e-07 1.405826364919356012e-03
7.918000000000000000e+03 9.778921111086816527e+05 1.686397078664364100e-07 -4.364974346134125659e-24 -3.030102510876744996e-21 7.990308607889583815e-07 6.279972072129987026e+01 -2.319411200675829166e-07 1.368524623229254748e-03
7.919000000000000000e+03 9.770683982717995532e+05 3.926215298421188514e-08 -6.987366852782330504e-24 2.723796437008534139e-08 9.699256264182492182e-07 6.281658137519975327e+01 1.460850088950241222e-06 1.428298622966831270e-03
7.920000000000000000e+03 9.764437997091056313e+05 1.116798653383525963e-07 2.747305507720450036e-08 1.787645029530979196e-09 7.749207894829383859e-07 6.285636442668658219e+01 9.602798018313406423e-07 1.477044366976812927e-03
7.921000000000000000e+03 9.761089057165350532e+05 2.001838210512351174e-07 1.570449950863991054e-09 2.770028874967882739e-08 7.518524210622963550e-07 6.222551494691294494e+01 -1.123941339083304715e-06 1.407654351812230109e-03
7.922000000000000000e+03 9.753442276975286659e+05 1.771147163638910818e-07 -7.230045804300524755e-26 1.352589067074013991e-09 6.644725034085334607e-07 6.251550996933342930e+01 5.911411090682201238e-07 1.456463072283531879e-03
7.923000000000000000e+03 9.743246398734054528e+05 1.477568471445426438e-07 -4.825128021635935327e-24 2.818920968841101516e-08 6.475547758736366723e-07 6.260501185986489503e+01 -2.365743620998747526e-09 1.385515595656393491e-03
7.924000000000000000e+03 9.744748674518747721e+05 1.181968359974613994e-07 -2.847554852961348676e-24 9.175523103186863782e-10 9.324113009289580535e-07 6.257825601574076302e+01 3.978118364484913224e-07 1.410117180596756094e-03
7.925000000000000000e+03 9.733291174734497909e+05 1.174173423322541478e-07 2.166372481293564903e-24 -5.526905714828196179e-21 1.127538943213334275e-06 6.250746818007461059e+01 -2.472240021318553671e-07 1.426718691228552908e-03
7.926000000000000000e+03 9.725583580089821480e+05 1.753046059177148989e-07 -5.469355503954120990e-24 -6.029363529620047509e-21 9.635998170437211381e-07 6.245234976929951642e+01 -3.276818342687818868e-07 1.368519421254526169e-03
7.927000000000000000e+03 9.731337175083787879e+05 2.052599007471411681e-07 -8.431470007577430464e-24 -6.570759554681100836e-21 5.854231071365659623e-07 6.220240434883348968e+01 7.816394899522514089e-08 1.368755550730280319e-03
7.928000000000000000e+03 9.717709836734057171e+05 1.470920295017703574e-07 -5.965631601053195333e-24 -7.154122422896929547e-21 7.270606625234296407e-07 6.242638993236296585e+01 5.895099057956631143e-07 1.439539924662467567e-03
7.929000000000000000e+03 9.715049839053717442e+05 5.971338231943863307e-08 -9.187409597954682499e-24 2.923058919561532095e-08 7.176994124171981494e-07 6.213648961912506508e+01 7.540821225961854714e-07 1.436243212896766430e-03
7.930000000000000000e+03 9.602708452419370878e+05 2.082745746759928221e-07 -6.597934287322524775e-24 4.005184793404531528e-10 8.219416518342181001e-07 6.233317270496919349e+01 6.178868905767947391e-07 1.506319840056498643e-03
7.931000000000000000e+03 9.610500541994657833e+05 2.093512346989816812e-07 -4.454685823760360483e-24 2.910662371593250908e-08 6.339828874489506036e-07 6.231382828388580464e+01 1.302446864251034280e-06 1.464432081965709280e-03
7.932000000000000000e+03 9.605990380790804047e+05 2.718761870104956469e-07 -6.948549749560192521e-24 -1.006190987466882627e-20 8.084688127204084214e-07 6.244682744470181035e+01 2.935910779590942544e-07 1.434862632610654472e-03
7.933000000000000000e+03 9.690534417971989606e+05 4.053675018625929660e-07 1.058063426950483013e-09 -1.094637846803860747e-20 6.480008720542099687e-07 6.183866347453593448e+01 -4.580042207815853123e-07 1.399790062588765482e-03
7.934000000000000000e+03 9.677167879340612562e+05 2.053813686118888614e-07 2.823311286054767364e-08 -1.192262295353682496e-20 6.263703006977620180e-07 6.181879817676235689e+01 6.322764677196404525e-08 1.439503296495162586e-03
7.935000000000000000e+03 9.580882756106280722e+05 1.789277468108013289e-07 -1.855426513109556368e-24 -1.297529490638488928e-20 9.247692404196850634e-07 6.184035850767359932e+01 -1.096467696957268916e-06 1.388904370657525773e-03
7.936000000000000000e+03 9.579301010202401085e+05 1.806792027711590621e-07 -3.853918569934932814e-24 -1.412459533963442661e-20 6.245434555132550539e-07 6.163581053202951665e+01 1.058080472212326782e-06 1.445392140226067507e-03
7.937000000000000000e+03 9.661594970643601846e+05 2.050458307672843591e-07 -4.326823436341185170e-24 -1.537225317798963035e-20 7.180967571657526414e-07 6.155093214210803865e+01 8.999019414199549165e-07 1.490120045995564505e-03
7.938000000000000000e+03 9.573105489416951314e+05 1.725186487473473915e-07 -2.802795387385025184e-24 -1.672635164024771920e-20 8.422865654473474682e-07 6.155926383609019581e+01 2.995744477981281897e-07 1.453206534353011347e-03
